"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LA CONVENCION (000)",63455,52294,4544,2302,4315
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",67,1,17,9,40
"Profes., científicos e intelectuales (002)",3486,1024,885,808,769
"Técnicos de nivel medio y trab. asimilados (003)",1238,590,138,118,392
"Jefes y empleados de oficina (004)",940,229,103,114,494
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5865,5470,242,89,64
"Agricult.trabaj.calif.agrop.y pesqueros (006)",25468,24411,1033,18,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2091,1691,168,130,102
"Obreros construc.,conf.,papel, fab., instr. (008)",3428,2288,402,346,392
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",18665,14949,1437,590,1689
"Otra (010)",311,,,,311
"Ocupación no especificada (011)",1896,1641,119,80,56
"Hombres (012)",46938,38453,3332,1705,3448
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",57,1,12,7,37
"Profes., científicos e intelectuales (014)",1934,557,470,447,460
"Técnicos de nivel medio y trab. asimilados (015)",797,367,94,99,237
"Jefes y empleados de oficina (016)",523,94,52,65,312
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1964,1731,118,63,52
"Agricult.trabaj.calif.agrop.y pesqueros (018)",23052,22120,910,16,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1835,1461,154,120,100
"Obreros construc.,conf.,papel, fab., instr. (020)",3364,2243,393,339,389
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",12351,9331,1033,482,1505
"Otra (022)",303,,,,303
"Ocupación no especificada (023)",758,548,96,67,47
"Mujeres (024)",16517,13841,1212,597,867
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",10,,5,2,3
"Profes., científicos e intelectuales (026)",1552,467,415,361,309
"Técnicos de nivel medio y trab. asimilados (027)",441,223,44,19,155
"Jefes y empleados de oficina (028)",417,135,51,49,182
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3901,3739,124,26,12
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2416,2291,123,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",256,230,14,10,2
"Obreros construc.,conf.,papel, fab., instr. (032)",64,45,9,7,3
