"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia ESPINAR (000)",22495,31,1330,560,351,2044,6954,1640,1807,7411,54,313
"Agric., ganadería, caza y silvicultura (001)",11743,,6,24,,,6941,6,18,4748,,
"Pesca (002)",15,,,,,,13,,,2,,
"Explotación de minas y canteras (003)",1206,1,118,85,53,2,,619,88,240,,
"Industrias manufactureras (004)",805,,8,10,2,2,,712,65,6,,
"Suministro de electricidad, gas y agua (005)",36,,,,2,,,11,8,15,,
"Construcción (006)",1942,,24,44,19,,,55,957,843,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2493,,9,73,8,1618,,220,10,555,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",232,,5,16,3,25,,176,5,2,,
"Comercio al por mayor (009)",94,,1,11,3,76,,,2,1,,
"Comercio al por menor (010)",2167,,3,46,2,1517,,44,3,552,,
"Hoteles y restaurantes (011)",680,,,30,8,329,,2,,311,,
"Trans., almac. y comunicaciones (012)",781,,7,38,20,2,,3,564,147,,
"Intermediación financiera (013)",11,,,4,7,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",342,,68,109,56,29,,8,16,56,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",443,25,25,23,114,42,,3,37,120,54,
"Enseñanza (016)",1009,4,972,3,14,,,,3,13,,
"Servicios sociales y de salud (017)",146,,73,51,6,1,,,4,11,,
"Otras activ. serv.comun.soc y personales (018)",257,1,15,55,20,19,,1,37,109,,
"Hogares privados con servicio doméstico (019)",231,,,1,,,,,,230,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,
"Actividad economica no especificada (021)",354,,5,10,21,,,,,5,,313
"Hombres (022)",13221,27,799,394,234,642,4576,1399,1746,3184,53,167
"Agric., ganadería, caza y silvicultura (023)",6143,,6,19,,,4565,5,18,1530,,
"Pesca (024)",12,,,,,,11,,,1,,
"Explotación de minas y canteras (025)",1151,1,100,71,45,2,,613,86,233,,
"Industrias manufactureras (026)",565,,7,7,2,2,,493,49,5,,
"Suministro de electricidad, gas y agua (027)",34,,,,,,,11,8,15,,
