"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otra (034)",1,,,1,,
"Ocupación no especificada (035)",424,3,133,142,100,46
,,,,,,
"URBANA (036)",11185,191,3790,4062,2530,612
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",32,,2,14,12,4
"Profes., científicos e intelectuales (038)",1249,,260,655,315,19
"Técnicos de nivel medio y trab. asimilados (039)",511,,199,182,115,15
"Jefes y empleados de oficina (040)",461,,195,176,88,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2881,26,1088,1041,582,144
"Agricult. trabaj. calif.agrop. y pesqueros (042)",1098,9,158,308,409,214
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",645,9,237,216,148,35
"Obreros construc., conf., papel, fab., instr. (044)",1282,7,407,564,273,31
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",2466,136,1067,689,459,115
"Otra (046)",91,,11,59,21,
"Ocupación no especificada (047)",469,4,166,158,108,33
"Hombres (048)",6720,118,2185,2411,1604,402
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",27,,2,12,9,4
"Profes., científicos e intelectuales (050)",616,,103,311,187,15
"Técnicos de nivel medio y trab. asimilados (051)",324,,114,120,82,8
"Jefes y empleados de oficina (052)",254,,80,106,66,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1048,9,476,343,176,44
"Agricult. trabaj. calif.agrop. y pesqueros (054)",943,7,129,266,351,190
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",493,5,186,165,111,26
"Obreros construc., conf., papel, fab., instr. (056)",1193,6,366,532,259,30
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",1454,88,612,409,277,68
"Otra (058)",90,,11,58,21,
"Ocupación no especificada (059)",278,3,106,89,65,15
"Mujeres (060)",4465,73,1605,1651,926,210
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",5,,,2,3,
"Profes., científicos e intelectuales (062)",633,,157,344,128,4
"Técnicos de nivel medio y trab. asimilados (063)",187,,85,62,33,7
"Jefes y empleados de oficina (064)",207,,115,70,22,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1833,17,612,698,406,100
"Agricult. trabaj. calif.agrop. y pesqueros (066)",155,2,29,42,58,24
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",152,4,51,51,37,9
"Obreros construc., conf., papel, fab., instr. (068)",89,1,41,32,14,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",1012,48,455,280,182,47
"Otra (070)",1,,,1,,
"Ocupación no especificada (071)",191,1,60,69,43,18
,,,,,,
"RURAL (072)",8500,100,2449,3014,2237,700
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",10,,,5,5,
"Profes., científicos e intelectuales (074)",172,,44,85,40,3
"Técnicos de nivel medio y trab. asimilados (075)",97,,39,39,16,3
"Jefes y empleados de oficina (076)",95,,40,39,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",664,4,260,231,139,30
"Agricult. trabaj. calif.agrop. y pesqueros (078)",3823,15,627,1401,1273,507
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",307,2,133,99,61,12
"Obreros construc., conf., papel, fab., instr. (080)",823,2,301,365,142,13
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2139,75,891,632,450,91
"Otra (082)",7,,1,5,1,
"Ocupación no especificada (083)",363,2,113,113,95,40
"Hombres (084)",6651,77,1842,2376,1802,554
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",7,,,5,2,
"Profes., científicos e intelectuales (086)",94,,19,44,29,2
"Técnicos de nivel medio y trab. asimilados (087)",64,,19,28,14,3
"Jefes y empleados de oficina (088)",65,,20,29,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",216,1,111,74,23,7
"Agricult. trabaj. calif.agrop. y pesqueros (090)",3499,14,566,1298,1176,445
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",193,1,71,59,53,9
"Obreros construc., conf., papel, fab., instr. (092)",782,1,280,353,136,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1594,60,715,441,315,63
"Otra (094)",7,,1,5,1,
"Ocupación no especificada (095)",130,,40,40,38,12
"Mujeres (096)",1849,23,607,638,435,146
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",3,,,,3,
"Profes., científicos e intelectuales (098)",78,,25,41,11,1
"Técnicos de nivel medio y trab. asimilados (099)",33,,20,11,2,
"Jefes y empleados de oficina (100)",30,,20,10,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",448,3,149,157,116,23
"Agricult. trabaj. calif.agrop. y pesqueros (102)",324,1,61,103,97,62
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",114,1,62,40,8,3
"Obreros construc., conf., papel, fab., instr. (104)",41,1,21,12,6,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",545,15,176,191,135,28
"Ocupación no especificada (107)",233,2,73,73,57,28
