"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TRUJILLO (000)",768445,29062,68465,80547,85538,152764,117805,180260,54004
"Sin nivel (001)",62278,29062,5163,885,951,2076,3901,10617,9623
"Educación inicial (002)",21761,,20295,754,185,317,210,,
"Primaria (003)",198302,,43007,48636,8971,17378,18286,41004,21020
"Secundaria (004)",239273,,,30272,56297,53238,38188,51700,9578
"Superior no univ. incompleto (005)",43783,,,,7400,16629,8798,9697,1259
"Superior no univ. completo (006)",63274,,,,,18236,17470,24018,3550
"Superior univ. incompleto (007)",54254,,,,11734,25732,7007,8467,1314
"Superior univ. completo (008)",85520,,,,,19158,23945,34757,7660
"Hombres (010)",370352,14746,34963,40696,41886,73869,55714,83825,24653
"Sin nivel (011)",24387,14746,2677,478,454,841,1108,2189,1894
"Educación inicial (012)",11170,,10432,419,90,136,93,,
"Primaria (013)",93585,,21854,24651,4175,8005,7843,16959,10098
"Secundaria (014)",123253,,,15148,28383,27748,20010,26919,5045
"Superior no univ. incompleto (015)",21120,,,,3468,7726,4149,5063,714
"Superior no univ. completo (016)",26539,,,,,8121,7101,9599,1718
"Superior univ. incompleto (017)",28384,,,,5316,13007,3972,5232,857
"Superior univ. completo (018)",41914,,,,,8285,11438,17864,4327
"Mujeres (020)",398093,14316,33502,39851,43652,78895,62091,96435,29351
"Sin nivel (021)",37891,14316,2486,407,497,1235,2793,8428,7729
"Educación inicial (022)",10591,,9863,335,95,181,117,,
"Primaria (023)",104717,,21153,23985,4796,9373,10443,24045,10922
"Secundaria (024)",116020,,,15124,27914,25490,18178,24781,4533
"Superior no univ. incompleto (025)",22663,,,,3932,8903,4649,4634,545
"Superior no univ. completo (026)",36735,,,,,10115,10369,14419,1832
"Superior univ. incompleto (027)",25870,,,,6418,12725,3035,3235,457
"Superior univ. completo (028)",43606,,,,,10873,12507,16893,3333
,,,,,,,,,
"URBANA (030)",750023,28225,66548,78243,83526,149345,115138,176284,52714
"Sin nivel (031)",59640,28225,4906,848,911,1969,3684,9965,9132
"Educación inicial (032)",21249,,19808,743,182,309,207,,
