"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Primaria (033)",190339,,41834,47007,8442,16269,17267,39158,20362
"Secundaria (034)",233752,,,29645,55017,51742,37176,50690,9482
"Superior no univ. incompleto (035)",43268,,,,7291,16415,8701,9609,1252
"Superior no univ. completo (036)",62669,,,,,17975,17301,23856,3537
"Superior univ. incompleto (037)",53965,,,,11683,25583,6956,8432,1311
"Superior univ. completo (038)",85141,,,,,19083,23846,34574,7638
"Hombres (040)",360828,14341,33995,39497,40776,72134,54344,81777,23964
"Sin nivel (041)",23359,14341,2539,454,430,805,1037,2017,1736
"Educación inicial (042)",10927,,10199,413,88,135,92,,
"Primaria (043)",89365,,21257,23814,3857,7447,7336,15978,9676
"Secundaria (044)",120135,,,14816,27702,26914,19437,26292,4974
"Superior no univ. incompleto (045)",20868,,,,3404,7646,4099,5011,708
"Superior no univ. completo (046)",26261,,,,,8009,7025,9520,1707
"Superior univ. incompleto (047)",28219,,,,5295,12930,3934,5206,854
"Superior univ. completo (048)",41694,,,,,8248,11384,17753,4309
"Mujeres (050)",389195,13884,32553,38746,42750,77211,60794,94507,28750
"Sin nivel (051)",36281,13884,2367,394,481,1164,2647,7948,7396
"Educación inicial (052)",10322,,9609,330,94,174,115,,
"Primaria (053)",100974,,20577,23193,4585,8822,9931,23180,10686
"Secundaria (054)",113617,,,14829,27315,24828,17739,24398,4508
"Superior no univ. incompleto (055)",22400,,,,3887,8769,4602,4598,544
"Superior no univ. completo (056)",36408,,,,,9966,10276,14336,1830
"Superior univ. incompleto (057)",25746,,,,6388,12653,3022,3226,457
"Superior univ. completo (058)",43447,,,,,10835,12462,16821,3329
,,,,,,,,,
"RURAL (060)",18422,837,1917,2304,2012,3419,2667,3976,1290
"Sin nivel (061)",2638,837,257,37,40,107,217,652,491
"Educación inicial (062)",512,,487,11,3,8,3,,
"Primaria (063)",7963,,1173,1629,529,1109,1019,1846,658
"Secundaria (064)",5521,,,627,1280,1496,1012,1010,96
"Superior no univ. incompleto (065)",515,,,,109,214,97,88,7
"Superior no univ. completo (066)",605,,,,,261,169,162,13
"Superior univ. incompleto (067)",289,,,,51,149,51,35,3
"Superior univ. completo (068)",379,,,,,75,99,183,22
"Hombres (070)",9524,405,968,1199,1110,1735,1370,2048,689
"Sin nivel (071)",1028,405,138,24,24,36,71,172,158
"Educación inicial (072)",243,,233,6,2,1,1,,
"Primaria (073)",4220,,597,837,318,558,507,981,422
"Secundaria (074)",3118,,,332,681,834,573,627,71
"Superior no univ. incompleto (075)",252,,,,64,80,50,52,6
"Superior no univ. completo (076)",278,,,,,112,76,79,11
"Superior univ. incompleto (077)",165,,,,21,77,38,26,3
"Superior univ. completo (078)",220,,,,,37,54,111,18
"Mujeres (080)",8898,432,949,1105,902,1684,1297,1928,601
"Sin nivel (081)",1610,432,119,13,16,71,146,480,333
"Educación inicial (082)",269,,254,5,1,7,2,,
"Primaria (083)",3743,,576,792,211,551,512,865,236
"Secundaria (084)",2403,,,295,599,662,439,383,25
"Superior no univ. incompleto (085)",263,,,,45,134,47,36,1
"Superior no univ. completo (086)",327,,,,,149,93,83,2
"Superior univ. incompleto (087)",124,,,,30,72,13,9,
"Superior univ. completo (088)",159,,,,,38,45,72,4
