"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",6,,5,1,,
"Primaria (033)",284,27,137,70,42,8
"Secundaria (034)",229,11,121,77,17,3
"Superior no univ. incompleta (035)",26,,15,7,4,
"Superior no univ. completa (036)",9,,6,3,,
"Superior univ. incompleta (037)",5,,4,1,,
"Superior univ. completa (038)",13,,6,7,,
"No PEA (040)",21163,10127,6196,2629,1672,539
"Sin nivel (041)",3264,916,650,775,685,238
"Educación inicial (042)",415,335,49,31,,
"Primaria (043)",12177,7948,2234,1054,706,235
"Secundaria (044)",4712,928,2934,603,196,51
"Superior no univ. incompleta (045)",258,,175,62,18,3
"Superior no univ. completa (046)",118,,49,49,18,2
"Superior univ. incompleta (047)",102,,74,16,9,3
"Superior univ. completa (048)",117,,31,39,40,7
,,,,,,
"URBANA (060)",12913,3491,4376,2969,1686,391
"Sin nivel (061)",529,112,87,109,153,68
"Educación inicial (062)",192,158,26,8,,
"Primaria (063)",4825,2537,640,741,671,236
"Secundaria (064)",5230,684,2730,1197,546,73
"Superior no univ. incompleta (065)",617,,356,189,68,4
"Superior no univ. completa (066)",693,,255,336,98,4
"Superior univ. incompleta (067)",293,,134,110,45,4
"Superior univ. completa (068)",534,,148,279,105,2
"PEA (070)",5664,165,2108,2102,1132,157
"Sin nivel (071)",184,18,37,49,62,18
"Educación inicial (072)",21,5,13,3,,
"Primaria (073)",1269,97,277,413,385,97
"Secundaria (074)",2535,45,1176,859,420,35
"Superior no univ. incompleta (075)",401,,211,134,54,2
"Superior no univ. completa (076)",594,,211,296,85,2
"Superior univ. incompleta (077)",202,,65,97,37,3
"Superior univ. completa (078)",458,,118,251,89,
"Ocupada (080)",5393,151,1980,2022,1094,146
"Sin nivel (081)",173,17,34,44,60,18
"Educación inicial (082)",15,5,8,2,,
"Primaria (083)",1189,88,254,393,365,89
"Secundaria (084)",2407,41,1107,820,407,32
"Superior no univ. incompleta (085)",381,,199,129,51,2
"Superior no univ. completa (086)",586,,205,294,85,2
"Superior univ. incompleta (087)",197,,61,96,37,3
"Superior univ. completa (088)",445,,112,244,89,
"Desocupada (090)",271,14,128,80,38,11
"Sin nivel (091)",11,1,3,5,2,
"Educación inicial (092)",6,,5,1,,
"Primaria (093)",80,9,23,20,20,8
"Secundaria (094)",128,4,69,39,13,3
"Superior no univ. incompleta (095)",20,,12,5,3,
"Superior no univ. completa (096)",8,,6,2,,
"Superior univ. incompleta (097)",5,,4,1,,
"Superior univ. completa (098)",13,,6,7,,
"No PEA (100)",7249,3326,2268,867,554,234
"Sin nivel (101)",345,94,50,60,91,50
"Educación inicial (102)",171,153,13,5,,
"Primaria (103)",3556,2440,363,328,286,139
"Secundaria (104)",2695,639,1554,338,126,38
"Superior no univ. incompleta (105)",216,,145,55,14,2
"Superior no univ. completa (106)",99,,44,40,13,2
"Superior univ. incompleta (107)",91,,69,13,8,1
"Superior univ. completa (108)",76,,30,28,16,2
,,,,,,
"RURAL (120)",21896,7539,7308,4113,2451,485
"Sin nivel (121)",5165,1000,1197,1453,1218,297
"Educación inicial (122)",326,192,88,46,,
"Primaria (123)",12522,6032,3637,1735,958,160
"Secundaria (124)",3382,315,2207,656,188,16
"Superior no univ. incompleta (125)",137,,73,46,16,2
"Superior no univ. completa (126)",176,,60,91,23,2
"Superior univ. incompleta (127)",50,,15,27,5,3
"Superior univ. completa (128)",138,,31,59,43,5
"PEA (130)",7982,738,3380,2351,1333,180
"Sin nivel (131)",2246,178,597,738,624,109
"Educación inicial (132)",82,10,52,20,,
"Primaria (133)",3901,524,1766,1009,538,64
"Secundaria (134)",1365,26,827,391,118,3
"Superior no univ. incompleta (135)",95,,43,39,12,1
"Superior no univ. completa (136)",157,,55,82,18,2
"Superior univ. incompleta (137)",39,,10,24,4,1
"Superior univ. completa (138)",97,,30,48,19,
"Ocupada (140)",7562,692,3177,2228,1285,180
"Sin nivel (141)",2138,157,563,706,603,109
"Educación inicial (142)",82,10,52,20,,
"Primaria (143)",3697,506,1652,959,516,64
"Secundaria (144)",1264,19,775,353,114,3
"Superior no univ. incompleta (145)",89,,40,37,11,1
"Superior no univ. completa (146)",156,,55,81,18,2
"Superior univ. incompleta (147)",39,,10,24,4,1
"Superior univ. completa (148)",97,,30,48,19,
"Desocupada (150)",420,46,203,123,48,
"Sin nivel (151)",108,21,34,32,21,
"Primaria (153)",204,18,114,50,22,
"Secundaria (154)",101,7,52,38,4,
"Superior no univ. incompleta (155)",6,,3,2,1,
"Superior no univ. completa (156)",1,,,1,,
"No PEA (160)",13914,6801,3928,1762,1118,305
"Sin nivel (161)",2919,822,600,715,594,188
"Educación inicial (162)",244,182,36,26,,
"Primaria (163)",8621,5508,1871,726,420,96
"Secundaria (164)",2017,289,1380,265,70,13
"Superior no univ. incompleta (165)",42,,30,7,4,1
"Superior no univ. completa (166)",19,,5,9,5,
"Superior univ. incompleta (167)",11,,5,3,1,2
"Superior univ. completa (168)",41,,1,11,24,5
