"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",102,101,1,74,23,3,,,,,1,129
"De 25 a 29 años (024)",108,107,,59,33,13,2,,,,1,172
"De 30 a 34 años (025)",164,163,,65,55,28,14,1,,,1,322
"De 35 a 39 años (026)",162,155,,36,52,31,30,5,1,,7,397
"De 40 a 44 años (027)",121,121,,18,34,24,28,16,1,,,399
"De 45 a 49 años (028)",108,107,,13,20,18,36,16,4,,1,405
"De 50 y más años (029)",349,348,2,39,48,56,102,66,29,6,1,1497
"Casado(a) (030)",7424,7351,25,860,1430,1321,1940,1087,512,176,73,29426
"De 15 a 19 años (032)",19,13,1,10,2,,,,,,6,14
"De 20 a 24 años (033)",191,186,3,110,55,13,5,,,,5,280
"De 25 a 29 años (034)",437,423,2,185,152,58,25,1,,,14,773
"De 30 a 34 años (035)",722,711,6,159,273,162,100,11,,,11,1695
"De 35 a 39 años (036)",907,901,2,111,275,252,208,46,6,1,6,2672
"De 40 a 44 años (037)",869,862,1,60,179,202,283,101,30,6,7,3220
"De 45 a 49 años (038)",884,879,2,51,163,188,265,157,40,13,5,3581
"De 50 y más años (039)",3395,3376,8,174,331,446,1054,771,436,156,19,17191
"Viudo(a) (040)",1770,1750,11,121,197,204,527,413,212,65,20,8602
"De 12 a 14 años (041)",1,1,,,1,,,,,,,2
"De 15 a 19 años (042)",1,,,,,,,,,,1,
"De 20 a 24 años (043)",5,5,1,1,3,,,,,,,7
"De 25 a 29 años (044)",13,13,,5,4,1,2,1,,,,31
"De 30 a 34 años (045)",20,17,,5,2,6,3,1,,,3,46
"De 35 a 39 años (046)",42,42,,5,12,11,10,3,1,,,132
"De 40 a 44 años (047)",76,75,1,8,20,10,27,5,1,3,1,267
"De 45 a 49 años (048)",90,89,,5,10,18,30,19,5,2,1,392
"De 50 y más años (049)",1522,1508,9,92,145,158,455,384,205,60,14,7725
"Divorciado(a) (050)",96,90,,18,16,13,22,16,5,,6,334
"De 20 a 24 años (053)",2,2,,1,1,,,,,,,3
"De 25 a 29 años (054)",2,1,,1,,,,,,,1,1
"De 30 a 34 años (055)",8,4,,2,2,,,,,,4,6
"De 35 a 39 años (056)",8,8,,5,,1,1,1,,,,19
"De 40 a 44 años (057)",7,7,,,2,2,1,2,,,,27
"De 45 a 49 años (058)",13,13,,3,2,4,3,1,,,,39
"De 50 y más años (059)",56,55,,6,9,6,17,12,5,,1,239
"Soltero(a) (060)",2197,1457,18,859,352,158,70,,,,740,2317
"De 12 a 14 años (061)",6,5,,4,1,,,,,,1,6
"De 15 a 19 años (062)",115,115,3,103,9,,,,,,,121
"De 20 a 24 años (063)",504,254,2,201,41,9,1,,,,250,314
"De 25 a 29 años (064)",467,230,1,155,56,11,7,,,,237,328
"De 30 a 34 años (065)",310,198,1,115,55,19,8,,,,112,314
"De 35 a 39 años (066)",235,179,,80,53,31,15,,,,56,339
"De 40 a 44 años (067)",145,119,,57,35,20,7,,,,26,215
"De 45 a 49 años (068)",108,89,2,37,25,16,9,,,,19,171
"De 50 y más años (069)",307,268,9,107,77,52,23,,,,39,509
,,,,,,,,,,,,
"URBANA (080)",13485,12758,63,2980,2939,2101,2584,1336,585,170,727,41801
"De 12 a 14 años (081)",9,6,,5,1,,,,,,3,7
"De 15 a 19 años (082)",259,227,11,192,22,2,,,,,32,242
"De 20 a 24 años (083)",1368,1145,10,793,289,45,8,,,,223,1541
"De 25 a 29 años (084)",1605,1402,5,682,488,157,64,5,1,,203,2436
"De 30 a 34 años (085)",1688,1590,5,449,620,328,164,24,,,98,3511
"De 35 a 39 años (086)",1610,1556,2,258,489,429,314,55,7,2,54,4297
"De 40 a 44 años (087)",1325,1299,4,159,292,296,382,134,29,3,26,4425
"De 45 a 49 años (088)",1133,1111,3,108,217,250,320,160,39,14,22,4198
"De 50 y más años (089)",4488,4422,23,334,521,594,1332,958,509,151,66,21144
"Conviviente (090)",4379,4276,22,1372,1265,688,614,226,69,20,103,10865
"De 12 a 14 años (091)",4,2,,2,,,,,,,2,2
"De 15 a 19 años (092)",157,130,7,105,16,2,,,,,27,143
"De 20 a 24 años (093)",814,777,6,525,212,30,4,,,,37,1057
"De 25 a 29 años (094)",879,858,3,376,325,107,42,4,1,,21,1557
"De 30 a 34 años (095)",803,798,,183,332,177,92,14,,,5,1850
"De 35 a 39 años (096)",620,616,1,84,189,176,140,24,1,1,4,1759
"De 40 a 44 años (097)",429,427,2,45,90,95,139,49,7,,2,1488
"De 45 a 49 años (098)",244,242,,20,43,53,70,43,9,4,2,969
"De 50 y más años (099)",429,426,3,32,58,48,127,92,51,15,3,2040
"Separado(a) (100)",813,805,2,237,181,132,147,75,26,5,8,2401
"De 15 a 19 años (102)",17,17,,17,,,,,,,,17
"De 20 a 24 años (103)",68,67,1,50,14,2,,,,,1,84
"De 25 a 29 años (104)",83,82,,48,23,9,2,,,,1,129
"De 30 a 34 años (105)",113,112,,47,37,20,7,1,,,1,215
"De 35 a 39 años (106)",109,105,,27,35,22,18,3,,,4,257
"De 40 a 44 años (107)",81,81,,11,20,17,19,13,1,,,281
"De 45 a 49 años (108)",79,78,,7,15,16,25,12,3,,1,301
"De 50 y más años (109)",263,263,1,30,37,46,76,46,22,5,,1117
"Casado(a) (110)",5395,5335,17,642,1105,1020,1381,730,340,100,60,20603
"De 15 a 19 años (112)",12,8,1,5,2,,,,,,4,9
"De 20 a 24 años (113)",127,122,1,71,40,7,3,,,,5,185
"De 25 a 29 años (114)",308,297,1,140,103,36,17,,,,11,524
"De 30 a 34 años (115)",532,524,4,130,211,112,59,8,,,8,1189
"De 35 a 39 años (116)",668,663,1,81,212,199,138,26,5,1,5,1916
"De 40 a 44 años (117)",655,649,1,51,145,162,201,67,21,1,6,2312
"De 45 a 49 años (118)",656,652,2,43,131,153,194,96,25,8,4,2524
"De 50 y más años (119)",2437,2420,6,121,261,351,769,533,289,90,17,11944
"Viudo(a) (120)",1258,1243,7,90,139,142,382,291,147,45,15,6072
"De 15 a 19 años (122)",1,,,,,,,,,,1,
"De 20 a 24 años (123)",4,4,1,1,2,,,,,,,5
"De 25 a 29 años (124)",6,6,,4,,,1,1,,,,15
"De 30 a 34 años (125)",17,15,,5,2,5,2,1,,,2,39
"De 35 a 39 años (126)",34,34,,4,9,10,9,1,1,,,106
"De 40 a 44 años (127)",52,52,1,8,12,7,18,4,,2,,178
"De 45 a 49 años (128)",62,61,,4,9,13,23,8,2,2,1,247
"De 50 y más años (129)",1082,1071,5,64,105,107,329,276,144,41,11,5482
"Divorciado(a) (130)",74,72,,14,13,9,19,14,3,,2,269
"De 20 a 24 años (133)",1,1,,1,,,,,,,,1
"De 25 a 29 años (134)",1,,,,,,,,,,1,
"De 30 a 34 años (135)",3,3,,1,2,,,,,,,5
"De 35 a 39 años (136)",6,6,,4,,,1,1,,,,15
"De 40 a 44 años (137)",5,5,,,2,2,,1,,,,17
"De 45 a 49 años (138)",13,13,,3,2,4,3,1,,,,39
"De 50 y más años (139)",45,44,,5,7,3,15,11,3,,1,192
"Soltero(a) (140)",1566,1027,15,625,236,110,41,,,,539,1591
"De 12 a 14 años (141)",5,4,,3,1,,,,,,1,5
"De 15 a 19 años (142)",72,72,3,65,4,,,,,,,73
"De 20 a 24 años (143)",354,174,1,145,21,6,1,,,,180,209
"De 25 a 29 años (144)",328,159,1,114,37,5,2,,,,169,211
"De 30 a 34 años (145)",220,138,1,83,36,14,4,,,,82,213
"De 35 a 39 años (146)",173,132,,58,44,22,8,,,,41,244
"De 40 a 44 años (147)",103,85,,44,23,13,5,,,,18,149
"De 45 a 49 años (148)",79,65,1,31,17,11,5,,,,14,118
"De 50 y más años (149)",232,198,8,82,53,39,16,,,,34,369
,,,,,,,,,,,,
"RURAL (160)",5722,5431,29,1195,1164,820,1142,662,307,112,291,19095
"De 12 a 14 años (161)",7,6,,4,2,,,,,,1,8
"De 15 a 19 años (162)",173,158,1,130,22,5,,,,,15,189
"De 20 a 24 años (163)",675,574,6,335,173,47,13,,,,101,874
"De 25 a 29 años (164)",743,668,4,233,262,128,37,3,1,,75,1322
"De 30 a 34 años (165)",697,652,2,156,219,151,107,16,1,,45,1628
"De 35 a 39 años (166)",650,630,2,110,151,132,179,47,9,,20,1968
"De 40 a 44 años (167)",521,508,,54,103,95,163,65,22,6,13,1934
"De 45 a 49 años (168)",428,420,2,30,64,62,124,104,26,8,8,1859
"De 50 y más años (169)",1828,1815,12,143,168,200,519,427,248,98,13,9313
"Conviviente (170)",2198,2136,13,616,577,363,341,152,59,15,62,6001
"De 12 a 14 años (171)",4,3,,2,1,,,,,,1,4
"De 15 a 19 años (172)",112,101,1,80,16,4,,,,,11,124
"De 20 a 24 años (173)",425,394,3,216,127,37,11,,,,31,625
"De 25 a 29 años (174)",442,438,3,134,180,95,23,2,1,,4,896
"De 30 a 34 años (175)",358,351,,76,120,87,54,13,1,,7,906
"De 35 a 39 años (176)",286,285,1,47,59,59,89,23,7,,1,947
"De 40 a 44 años (177)",199,196,,25,35,38,60,26,12,,3,743
"De 45 a 49 años (178)",114,112,1,9,18,15,31,28,7,3,2,500
"De 50 y más años (179)",258,256,4,27,21,28,73,60,31,12,2,1256
"Separado(a) (180)",330,324,1,92,85,42,65,29,9,1,6,950
"De 12 a 14 años (181)",1,1,,1,,,,,,,,1
"De 15 a 19 años (182)",11,9,,7,1,1,,,,,2,12
"De 20 a 24 años (183)",34,34,,24,9,1,,,,,,45
"De 25 a 29 años (184)",25,25,,11,10,4,,,,,,43
"De 30 a 34 años (185)",51,51,,18,18,8,7,,,,,107
"De 35 a 39 años (186)",53,50,,9,17,9,12,2,1,,3,140
"De 40 a 44 años (187)",40,40,,7,14,7,9,3,,,,118
"De 45 a 49 años (188)",29,29,,6,5,2,11,4,1,,,104
"De 50 y más años (189)",86,85,1,9,11,10,26,20,7,1,1,380
"Casado(a) (190)",2029,2016,8,218,325,301,559,357,172,76,13,8823
"De 15 a 19 años (192)",7,5,,5,,,,,,,2,5
"De 20 a 24 años (193)",64,64,2,39,15,6,2,,,,,95
"De 25 a 29 años (194)",129,126,1,45,49,22,8,1,,,3,249
"De 30 a 34 años (195)",190,187,2,29,62,50,41,3,,,3,506
"De 35 a 39 años (196)",239,238,1,30,63,53,70,20,1,,1,756
"De 40 a 44 años (197)",214,213,,9,34,40,82,34,9,5,1,908
"De 45 a 49 años (198)",228,227,,8,32,35,71,61,15,5,1,1057
"De 50 y más años (199)",958,956,2,53,70,95,285,238,147,66,2,5247
"Viudo(a) (200)",512,507,4,31,58,62,145,122,65,20,5,2530
"De 12 a 14 años (201)",1,1,,,1,,,,,,,2
"De 20 a 24 años (203)",1,1,,,1,,,,,,,2
"De 25 a 29 años (204)",7,7,,1,4,1,1,,,,,16
"De 30 a 34 años (205)",3,2,,,,1,1,,,,1,7
"De 35 a 39 años (206)",8,8,,1,3,1,1,2,,,,26
"De 40 a 44 años (207)",24,23,,,8,3,9,1,1,1,1,89
"De 45 a 49 años (208)",28,28,,1,1,5,7,11,3,,,145
"De 50 y más años (209)",440,437,4,28,40,51,126,108,61,19,3,2243
"Divorciado(a) (210)",22,18,,4,3,4,3,2,2,,4,65
"De 20 a 24 años (213)",1,1,,,1,,,,,,,2
"De 25 a 29 años (214)",1,1,,1,,,,,,,,1
"De 30 a 34 años (215)",5,1,,1,,,,,,,4,1
"De 35 a 39 años (216)",2,2,,1,,1,,,,,,4
"De 40 a 44 años (217)",2,2,,,,,1,1,,,,10
"De 50 y más años (219)",11,11,,1,2,3,2,1,2,,,47
"Soltero(a) (220)",631,430,3,234,116,48,29,,,,201,726
"De 12 a 14 años (221)",1,1,,1,,,,,,,,1
"De 15 a 19 años (222)",43,43,,38,5,,,,,,,48
"De 20 a 24 años (223)",150,80,1,56,20,3,,,,,70,105
"De 25 a 29 años (224)",139,71,,41,19,6,5,,,,68,117
"De 30 a 34 años (225)",90,60,,32,19,5,4,,,,30,101
"De 35 a 39 años (226)",62,47,,22,9,9,7,,,,15,95
"De 40 a 44 años (227)",42,34,,13,12,7,2,,,,8,66
"De 45 a 49 años (228)",29,24,1,6,8,5,4,,,,5,53
"De 50 y más años (229)",75,70,1,25,24,13,7,,,,5,140
