"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PAUCARTAMBO (000)",45877,23105,22772,8511,4235,4276,37366,18870,18496
"Menores de 1 año (001)",1105,573,532,163,93,70,942,480,462
"Menores de 1 mes (002)",80,43,37,10,6,4,70,37,33
"De 1 a 11 meses (003)",1025,530,495,153,87,66,872,443,429
"De 1 a 4 años (004)",5461,2795,2666,866,435,431,4595,2360,2235
"1 año (005)",1277,631,646,202,106,96,1075,525,550
"2 años (006)",1426,738,688,237,108,129,1189,630,559
"3 años (007)",1366,692,674,233,121,112,1133,571,562
"4 años (008)",1392,734,658,194,100,94,1198,634,564
"De 5 a 9 años (009)",6548,3257,3291,1037,515,522,5511,2742,2769
"5 años (010)",1326,636,690,211,104,107,1115,532,583
"6 años (011)",1262,629,633,192,95,97,1070,534,536
"7 años (012)",1340,672,668,208,103,105,1132,569,563
"8 años (013)",1375,695,680,225,111,114,1150,584,566
"9 años (014)",1245,625,620,201,102,99,1044,523,521
"De 10 a 14 años (015)",6627,3361,3266,1186,573,613,5441,2788,2653
"10 años (016)",1425,713,712,245,117,128,1180,596,584
"11 años (017)",1256,629,627,206,102,104,1050,527,523
"12 años (018)",1533,780,753,277,126,151,1256,654,602
"13 años (019)",1235,618,617,234,103,131,1001,515,486
"14 años (020)",1178,621,557,224,125,99,954,496,458
"De 15 a 19 años (021)",3936,2001,1935,782,386,396,3154,1615,1539
"15 años (022)",870,427,443,175,80,95,695,347,348
"16 años (023)",811,413,398,171,83,88,640,330,310
"17 años (024)",870,460,410,165,84,81,705,376,329
"18 años (025)",726,378,348,156,90,66,570,288,282
"19 años (026)",659,323,336,115,49,66,544,274,270
"De 20 a 24 años (027)",3333,1697,1636,657,319,338,2676,1378,1298
"20 años (028)",757,412,345,133,71,62,624,341,283
"21 años (029)",561,270,291,102,45,57,459,225,234
"22 años (030)",690,347,343,128,65,63,562,282,280
"23 años (031)",630,317,313,140,68,72,490,249,241
"24 años (032)",695,351,344,154,70,84,541,281,260
"De 25 a 29 años (033)",3146,1583,1563,644,303,341,2502,1280,1222
"25 años (034)",699,362,337,136,62,74,563,300,263
"26 años (035)",596,299,297,116,57,59,480,242,238
"27 años (036)",677,330,347,145,69,76,532,261,271
"28 años (037)",623,313,310,131,61,70,492,252,240
"29 años (038)",551,279,272,116,54,62,435,225,210
"De 30 a 34 años (039)",3006,1520,1486,620,292,328,2386,1228,1158
"30 años (040)",763,385,378,153,73,80,610,312,298
"31 años (041)",547,269,278,115,52,63,432,217,215
"32 años (042)",566,269,297,120,58,62,446,211,235
"33 años (043)",579,302,277,118,53,65,461,249,212
"34 años (044)",551,295,256,114,56,58,437,239,198
