"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",2364,110,1175,654,337,88
"Sin nivel (031)",163,26,28,43,40,26
"Educación inicial (032)",7,2,4,1,,
"Primaria (033)",746,59,252,226,159,50
"Secundaria (034)",937,23,575,241,88,10
"Superior no univ. incompleta (035)",97,,62,27,8,
"Superior no univ. completa (036)",108,,74,27,6,1
"Superior univ. incompleta (037)",123,,86,31,5,1
"Superior univ. completa (038)",183,,94,58,31,
"No PEA (040)",55133,22731,17055,7414,5066,2867
"Sin nivel (041)",4798,606,608,1183,1307,1094
"Educación inicial (042)",900,846,35,19,,
"Primaria (043)",27497,17239,3531,3142,2209,1376
"Secundaria (044)",17004,4040,9424,2198,1090,252
"Superior no univ. incompleta (045)",1172,,919,170,63,20
"Superior no univ. completa (046)",670,,297,213,120,40
"Superior univ. incompleta (047)",2188,,1906,178,86,18
"Superior univ. completa (048)",904,,335,311,191,67
,,,,,,
"URBANA (060)",60602,13390,20390,14158,9739,2925
"Sin nivel (061)",2409,184,243,523,800,659
"Educación inicial (062)",551,497,36,18,,
"Primaria (063)",20619,9485,2317,3697,3485,1635
"Secundaria (064)",23871,3224,11458,5590,3212,387
"Superior no univ. incompleta (065)",2318,,1459,564,259,36
"Superior no univ. completa (066)",2628,,993,1088,493,54
"Superior univ. incompleta (067)",3993,,2746,822,396,29
"Superior univ. completa (068)",4213,,1138,1856,1094,125
"PEA (070)",28049,588,9660,10087,6714,1000
"Sin nivel (071)",925,5,93,254,407,166
"Educación inicial (072)",28,5,12,11,,
"Primaria (073)",6706,358,1222,2328,2220,578
"Secundaria (074)",11736,220,5126,3953,2287,150
"Superior no univ. incompleta (075)",1333,,693,421,203,16
"Superior no univ. completa (076)",2025,,734,899,374,18
"Superior univ. incompleta (077)",1930,,951,653,313,13
"Superior univ. completa (078)",3366,,829,1568,910,59
"Ocupada (080)",26549,557,8879,9663,6497,953
"Sin nivel (081)",890,4,89,244,395,158
"Educación inicial (082)",25,4,11,10,,
"Primaria (083)",6395,341,1151,2223,2132,548
"Secundaria (084)",11056,208,4713,3778,2215,142
"Superior no univ. incompleta (085)",1245,,635,396,198,16
"Superior no univ. completa (086)",1931,,671,874,368,18
"Superior univ. incompleta (087)",1816,,871,624,309,12
"Superior univ. completa (088)",3191,,738,1514,880,59
"Desocupada (090)",1500,31,781,424,217,47
"Sin nivel (091)",35,1,4,10,12,8
"Educación inicial (092)",3,1,1,1,,
"Primaria (093)",311,17,71,105,88,30
"Secundaria (094)",680,12,413,175,72,8
"Superior no univ. incompleta (095)",88,,58,25,5,
"Superior no univ. completa (096)",94,,63,25,6,
"Superior univ. incompleta (097)",114,,80,29,4,1
"Superior univ. completa (098)",175,,91,54,30,
"No PEA (100)",32553,12802,10730,4071,3025,1925
"Sin nivel (101)",1484,179,150,269,393,493
"Educación inicial (102)",523,492,24,7,,
"Primaria (103)",13913,9127,1095,1369,1265,1057
"Secundaria (104)",12135,3004,6332,1637,925,237
"Superior no univ. incompleta (105)",985,,766,143,56,20
"Superior no univ. completa (106)",603,,259,189,119,36
"Superior univ. incompleta (107)",2063,,1795,169,83,16
"Superior univ. completa (108)",847,,309,288,184,66
,,,,,,
"RURAL (120)",41100,10592,13209,9243,6004,2052
"Sin nivel (121)",5753,505,780,1655,1803,1010
"Educación inicial (122)",405,357,26,22,,
"Primaria (123)",23579,8587,5590,5175,3262,965
"Secundaria (124)",10191,1143,6167,2030,789,62
"Superior no univ. incompleta (125)",404,,271,93,39,1
"Superior no univ. completa (126)",260,,122,98,33,7
"Superior univ. incompleta (127)",272,,169,64,36,3
"Superior univ. completa (128)",236,,84,106,42,4
"PEA (130)",18520,663,6884,5900,3963,1110
"Sin nivel (131)",2439,78,322,741,889,409
"Educación inicial (132)",28,3,15,10,,
"Primaria (133)",9995,475,3154,3402,2318,646
"Secundaria (134)",5322,107,3075,1469,624,47
"Superior no univ. incompleta (135)",217,,118,66,32,1
"Superior no univ. completa (136)",193,,84,74,32,3
"Superior univ. incompleta (137)",147,,58,55,33,1
"Superior univ. completa (138)",179,,58,83,35,3
"Ocupada (140)",17656,584,6490,5670,3843,1069
"Sin nivel (141)",2311,53,298,708,861,391
"Educación inicial (142)",24,2,12,10,,
"Primaria (143)",9560,433,2973,3281,2247,626
"Secundaria (144)",5065,96,2913,1403,608,45
"Superior no univ. incompleta (145)",208,,114,64,29,1
"Superior no univ. completa (146)",179,,73,72,32,2
"Superior univ. incompleta (147)",138,,52,53,32,1
"Superior univ. completa (148)",171,,55,79,34,3
"Desocupada (150)",864,79,394,230,120,41
"Sin nivel (151)",128,25,24,33,28,18
"Educación inicial (152)",4,1,3,,,
"Primaria (153)",435,42,181,121,71,20
"Secundaria (154)",257,11,162,66,16,2
"Superior no univ. incompleta (155)",9,,4,2,3,
"Superior no univ. completa (156)",14,,11,2,,1
"Superior univ. incompleta (157)",9,,6,2,1,
"Superior univ. completa (158)",8,,3,4,1,
"No PEA (160)",22580,9929,6325,3343,2041,942
"Sin nivel (161)",3314,427,458,914,914,601
"Educación inicial (162)",377,354,11,12,,
"Primaria (163)",13584,8112,2436,1773,944,319
"Secundaria (164)",4869,1036,3092,561,165,15
"Superior no univ. incompleta (165)",187,,153,27,7,
"Superior no univ. completa (166)",67,,38,24,1,4
"Superior univ. incompleta (167)",125,,111,9,3,2
"Superior univ. completa (168)",57,,26,23,7,1
