"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (058)",6,,,,1,3,1,1
"De 50 y más años (059)",22,,1,6,5,2,,8
"Soltero(a) (060)",1024,11,21,39,60,117,381,395
"De 12 a 14 años (061)",3,,,,,,1,2
"De 15 a 19 años (062)",91,,,,,,68,23
"De 20 a 24 años (063)",213,,,,,2,116,95
"De 25 a 29 años (064)",147,,,,,6,85,56
"De 30 a 34 años (065)",129,,,,,26,59,44
"De 35 a 39 años (066)",84,,,,1,25,32,26
"De 40 a 44 años (067)",68,,,,3,34,11,20
"De 45 a 49 años (068)",54,,,,13,14,9,18
"De 50 y más años (069)",235,11,21,39,43,10,,111
,,,,,,,,
"URBANA (080)",3992,48,135,300,453,794,1339,923
"De 12 a 14 años (081)",7,,,,,,,7
"De 15 a 19 años (082)",100,,,,,,57,43
"De 20 a 24 años (083)",343,,,,,1,218,124
"De 25 a 29 años (084)",376,,,,,13,270,93
"De 30 a 34 años (085)",405,,,,,63,278,64
"De 35 a 39 años (086)",432,,,,3,107,262,60
"De 40 a 44 años (087)",402,,,,14,170,166,52
"De 45 a 49 años (088)",324,,,1,38,165,77,43
"De 50 y más años (089)",1603,48,135,299,398,275,11,437
"Conviviente (090)",1268,2,6,25,66,205,704,260
"De 12 a 14 años (091)",5,,,,,,,5
"De 15 a 19 años (092)",56,,,,,,33,23
"De 20 a 24 años (093)",197,,,,,,141,56
"De 25 a 29 años (094)",219,,,,,8,165,46
"De 30 a 34 años (095)",201,,,,,25,151,25
"De 35 a 39 años (096)",172,,,,,33,118,21
"De 40 a 44 años (097)",135,,,,7,47,63,18
"De 45 a 49 años (098)",79,,,,4,35,30,10
"De 50 y más años (099)",204,2,6,25,55,57,3,56
"Separado(a) (100)",154,,3,12,17,35,53,34
"De 15 a 19 años (102)",5,,,,,,2,3
"De 20 a 24 años (103)",16,,,,,,10,6
"De 25 a 29 años (104)",13,,,,,,9,4
"De 30 a 34 años (105)",15,,,,,2,11,2
"De 35 a 39 años (106)",19,,,,,5,14,
"De 40 a 44 años (107)",16,,,,1,9,3,3
"De 45 a 49 años (108)",14,,,,1,9,2,2
"De 50 y más años (109)",56,,3,12,15,10,2,14
"Casado(a) (110)",1562,6,49,133,263,440,386,285
"De 15 a 19 años (112)",6,,,,,,2,4
"De 20 a 24 años (113)",30,,,,,,18,12
"De 25 a 29 años (114)",73,,,,,2,57,14
"De 30 a 34 años (115)",110,,,,,20,79,11
"De 35 a 39 años (116)",177,,,,2,53,101,21
"De 40 a 44 años (117)",194,,,,4,86,86,18
"De 45 a 49 años (118)",189,,,,25,107,37,20
"De 50 y más años (119)",783,6,49,133,232,172,6,185
"Viudo(a) (120)",429,32,62,99,67,38,20,111
"De 20 a 24 años (123)",1,,,,,,1,
"De 25 a 29 años (124)",3,,,,,,3,
"De 30 a 34 años (125)",6,,,,,,6,
"De 35 a 39 años (126)",8,,,,,3,4,1
"De 40 a 44 años (127)",6,,,,,2,4,
"De 45 a 49 años (128)",9,,,1,,5,2,1
"De 50 y más años (129)",396,32,62,98,67,28,,109
"Divorciado(a) (130)",25,,1,4,4,5,3,8
"De 35 a 39 años (136)",1,,,,,,1,
"De 40 a 44 años (137)",3,,,,,1,1,1
"De 45 a 49 años (138)",4,,,,,3,1,
"De 50 y más años (139)",17,,1,4,4,1,,7
"Soltero(a) (140)",554,8,14,27,36,71,173,225
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",33,,,,,,20,13
"De 20 a 24 años (143)",99,,,,,1,48,50
"De 25 a 29 años (144)",68,,,,,3,36,29
"De 30 a 34 años (145)",73,,,,,16,31,26
"De 35 a 39 años (146)",55,,,,1,13,24,17
"De 40 a 44 años (147)",48,,,,2,25,9,12
"De 45 a 49 años (148)",29,,,,8,6,5,10
"De 50 y más años (149)",147,8,14,27,25,7,,66
,,,,,,,,
"RURAL (160)",3387,20,94,200,352,604,1460,657
"De 12 a 14 años (161)",4,,,,,,1,3
"De 15 a 19 años (162)",131,,,,,,98,33
"De 20 a 24 años (163)",386,,,,,1,274,111
"De 25 a 29 años (164)",377,,,,,9,298,70
"De 30 a 34 años (165)",371,,,,,40,270,61
"De 35 a 39 años (166)",359,,,,,81,238,40
"De 40 a 44 años (167)",316,,,,12,114,167,23
"De 45 a 49 años (168)",266,,,1,23,126,91,25
"De 50 y más años (169)",1177,20,94,199,317,233,23,291
"Conviviente (170)",1300,5,7,25,71,194,810,188
"De 12 a 14 años (171)",1,,,,,,,1
"De 15 a 19 años (172)",66,,,,,,46,20
"De 20 a 24 años (173)",219,,,,,,171,48
"De 25 a 29 años (174)",219,,,,,5,183,31
"De 30 a 34 años (175)",196,,,,,16,154,26
"De 35 a 39 años (176)",167,,,,,31,123,13
"De 40 a 44 años (177)",129,,,,6,33,85,5
"De 45 a 49 años (178)",97,,,1,5,46,40,5
"De 50 y más años (179)",206,5,7,24,60,63,8,39
"Separado(a) (180)",50,,1,3,6,11,21,8
"De 15 a 19 años (182)",1,,,,,,1,
"De 20 a 24 años (183)",7,,,,,,5,2
"De 25 a 29 años (184)",8,,,,,,7,1
"De 30 a 34 años (185)",6,,,,,2,2,2
"De 35 a 39 años (186)",7,,,,,2,4,1
"De 45 a 49 años (188)",4,,,,1,3,,
"De 50 y más años (189)",17,,1,3,5,4,2,2
"Casado(a) (190)",1231,4,39,94,190,309,410,185
"De 12 a 14 años (191)",2,,,,,,,2
"De 15 a 19 años (192)",6,,,,,,3,3
"De 20 a 24 años (193)",42,,,,,,29,13
"De 25 a 29 años (194)",70,,,,,1,58,11
"De 30 a 34 años (195)",106,,,,,10,84,12
"De 35 a 39 años (196)",152,,,,,35,102,15
"De 40 a 44 años (197)",158,,,,5,65,78,10
"De 45 a 49 años (198)",126,,,,10,62,44,10
"De 50 y más años (199)",569,4,39,94,175,136,12,109
"Viudo(a) (200)",329,8,40,64,59,43,11,104
"De 20 a 24 años (203)",4,,,,,,1,3
"De 25 a 29 años (204)",1,,,,,,1,
"De 30 a 34 años (205)",7,,,,,2,2,3
"De 35 a 39 años (206)",4,,,,,1,1,2
"De 40 a 44 años (207)",9,,,,,7,2,
"De 45 a 49 años (208)",12,,,,1,7,3,1
"De 50 y más años (209)",292,8,40,64,58,26,1,95
"Divorciado(a) (210)",7,,,2,2,1,,2
"De 45 a 49 años (218)",2,,,,1,,,1
"De 50 y más años (219)",5,,,2,1,1,,1
"Soltero(a) (220)",470,3,7,12,24,46,208,170
"De 12 a 14 años (221)",1,,,,,,1,
"De 15 a 19 años (222)",58,,,,,,48,10
"De 20 a 24 años (223)",114,,,,,1,68,45
"De 25 a 29 años (224)",79,,,,,3,49,27
"De 30 a 34 años (225)",56,,,,,10,28,18
"De 35 a 39 años (226)",29,,,,,12,8,9
"De 40 a 44 años (227)",20,,,,1,9,2,8
"De 45 a 49 años (228)",25,,,,5,8,4,8
"De 50 y más años (229)",88,3,7,12,18,3,,45
