"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PAITA (000)",79996,12083,16610,17913,13531,9118,10741
"Conviviente (001)",18373,242,4179,7154,3916,1625,1257
"Separado(a) (002)",2534,16,304,679,659,467,409
"Casado(a) (003)",27159,22,1510,6175,7237,5947,6268
"Viudo(a) (004)",2292,1,11,43,125,245,1867
"Divorciado(a) (005)",150,,5,22,36,40,47
"Soltero(a) (006)",29488,11802,10601,3840,1558,794,893
"Hombres (008)",40169,6107,8330,8806,6660,4585,5681
"Conviviente (009)",8808,74,1520,3500,2062,901,751
"Separado(a) (010)",647,5,56,154,161,133,138
"Casado(a) (011)",13405,13,471,2719,3544,2994,3664
"Viudo(a) (012)",728,,5,9,36,75,603
"Divorciado(a) (013)",74,,3,5,17,18,31
"Soltero(a) (014)",16507,6015,6275,2419,840,464,494
"Mujeres (016)",39827,5976,8280,9107,6871,4533,5060
"Conviviente (017)",9565,168,2659,3654,1854,724,506
"Separado(a) (018)",1887,11,248,525,498,334,271
"Casado(a) (019)",13754,9,1039,3456,3693,2953,2604
"Viudo(a) (020)",1564,1,6,34,89,170,1264
"Divorciado(a) (021)",76,,2,17,19,22,16
"Soltero(a) (022)",12981,5787,4326,1421,718,330,399
,,,,,,,
"URBANA (024)",76329,11511,15872,17113,12940,8703,10190
"Conviviente (025)",17709,235,4033,6923,3777,1553,1188
"Separado(a) (026)",2477,16,290,660,652,458,401
"Casado(a) (027)",25660,21,1405,5795,6871,5654,5914
"Viudo(a) (028)",2196,1,11,41,119,233,1791
"Divorciado(a) (029)",148,,5,22,36,38,47
"Soltero(a) (030)",28139,11238,10128,3672,1485,767,849
"Hombres (032)",38208,5806,7958,8372,6331,4368,5373
"Conviviente (033)",8473,73,1475,3370,1981,866,708
"Separado(a) (034)",630,5,54,150,157,130,134
"Casado(a) (035)",12630,12,444,2541,3343,2839,3451
"Viudo(a) (036)",702,,5,9,34,71,583
"Divorciado(a) (037)",73,,3,5,17,17,31
"Soltero(a) (038)",15700,5716,5977,2297,799,445,466
"Mujeres (040)",38121,5705,7914,8741,6609,4335,4817
"Conviviente (041)",9236,162,2558,3553,1796,687,480
"Separado(a) (042)",1847,11,236,510,495,328,267
"Casado(a) (043)",13030,9,961,3254,3528,2815,2463
"Viudo(a) (044)",1494,1,6,32,85,162,1208
"Divorciado(a) (045)",75,,2,17,19,21,16
"Soltero(a) (046)",12439,5522,4151,1375,686,322,383
,,,,,,,
"RURAL (048)",3667,572,738,800,591,415,551
"Conviviente (049)",664,7,146,231,139,72,69
"Separado(a) (050)",57,,14,19,7,9,8
"Casado(a) (051)",1499,1,105,380,366,293,354
"Viudo(a) (052)",96,,,2,6,12,76
"Divorciado(a) (053)",2,,,,,2,
"Soltero(a) (054)",1349,564,473,168,73,27,44
"Hombres (056)",1961,301,372,434,329,217,308
"Conviviente (057)",335,1,45,130,81,35,43
"Separado(a) (058)",17,,2,4,4,3,4
"Casado(a) (059)",775,1,27,178,201,155,213
"Viudo(a) (060)",26,,,,2,4,20
"Divorciado(a) (061)",1,,,,,1,
"Soltero(a) (062)",807,299,298,122,41,19,28
"Mujeres (064)",1706,271,366,366,262,198,243
"Conviviente (065)",329,6,101,101,58,37,26
"Separado(a) (066)",40,,12,15,3,6,4
"Casado(a) (067)",724,,78,202,165,138,141
"Viudo(a) (068)",70,,,2,4,8,56
"Divorciado(a) (069)",1,,,,,1,
"Soltero(a) (070)",542,265,175,46,32,8,16
