"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ACOMAYO (000)",9524,9219,2326,871,957,971,1764,1150,705,475,305,32216
"De 12 a 14 años (001)",1096,1085,1081,4,,,,,,,11,4
"De 15 a 19 años (002)",999,970,853,101,15,1,,,,,29,134
"De 20 a 24 años (003)",782,668,129,280,163,70,23,3,,,114,928
"De 25 a 29 años (004)",816,760,44,164,204,196,136,14,2,,56,1843
"De 30 a 34 años (005)",836,808,14,69,155,168,291,93,18,,28,2890
"De 35 a 39 años (006)",875,860,18,45,97,144,300,177,67,12,15,3853
"De 40 a 44 años (007)",758,748,15,31,67,93,222,172,95,53,10,3917
"De 45 a 49 años (008)",607,599,16,29,65,48,148,143,92,58,8,3312
"De 50 y más años (009)",2755,2721,156,148,191,251,644,548,431,352,34,15335
"Sin nivel (010)",3090,3033,173,174,238,316,753,621,428,330,57,16311
"De 12 a 14 años (011)",5,5,4,1,,,,,,,,1
"De 15 a 19 años (012)",26,24,17,6,1,,,,,,2,8
"De 20 a 24 años (013)",47,41,4,12,11,8,6,,,,6,82
"De 25 a 29 años (014)",94,91,2,10,16,32,29,1,1,,3,279
"De 30 a 34 años (015)",142,132,3,7,14,23,54,25,6,,10,553
"De 35 a 39 años (016)",201,199,4,9,10,25,68,59,21,3,2,999
"De 40 a 44 años (017)",232,229,6,10,19,16,63,58,30,27,3,1306
"De 45 a 49 años (018)",253,247,7,8,22,19,54,63,47,27,6,1450
"De 50 y más años (019)",2090,2065,126,111,145,193,479,415,323,273,25,11633
"Educacion Inicial (020)",39,39,7,7,3,5,13,4,,,,113
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
"De 15 a 19 años (022)",3,3,2,1,,,,,,,,1
"De 20 a 24 años (023)",5,5,,1,1,2,1,,,,,14
