"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia VICTOR FAJARDO (000)",8327,6296,890,544,597
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",44,,5,3,36
"Profes., científicos e intelectuales (002)",636,161,222,140,113
"Técnicos de nivel medio y trab. asimilados (003)",164,43,29,32,60
"Jefes y empleados de oficina (004)",225,22,16,14,173
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",516,489,17,7,3
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3036,2901,135,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",433,205,82,93,53
"Obreros construc.,conf.,papel, fab., instr. (008)",413,218,78,90,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2593,2039,279,148,127
"Otra (010)",1,,,,1
"Ocupación no especificada (011)",266,218,27,17,4
"Hombres (012)",5569,4039,659,441,430
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",32,,3,3,26
"Profes., científicos e intelectuales (014)",409,78,150,104,77
"Técnicos de nivel medio y trab. asimilados (015)",122,34,27,27,34
"Jefes y empleados de oficina (016)",145,18,12,10,105
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",124,103,12,7,2
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2326,2232,94,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",407,183,80,91,53
"Obreros construc.,conf.,papel, fab., instr. (020)",399,212,77,85,25
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1508,1111,189,103,105
"Otra (022)",1,,,,1
"Ocupación no especificada (023)",96,68,15,11,2
"Mujeres (024)",2758,2257,231,103,167
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",12,,2,,10
"Profes., científicos e intelectuales (026)",227,83,72,36,36
"Técnicos de nivel medio y trab. asimilados (027)",42,9,2,5,26
"Jefes y empleados de oficina (028)",80,4,4,4,68
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",392,386,5,,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",710,669,41,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",26,22,2,2,
"Obreros construc.,conf.,papel, fab., instr. (032)",14,6,1,5,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1085,928,90,45,22
