"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia AYABACA (000)",36839,41,1632,372,381,1606,19060,798,763,9359,88,1159,1580
"Agric., ganadería, caza y silvicultura (001)",26657,,3,28,3,,19054,4,1,7564,,,
"Pesca (002)",12,,,,,,6,,,6,,,
"Explotación de minas y canteras (003)",403,,4,2,2,,,207,2,186,,,
"Industrias manufactureras (004)",519,,2,6,4,,,482,16,9,,,
"Suministro de electricidad, gas y agua (005)",79,,2,3,5,,,6,6,57,,,
"Construcción (006)",610,,7,9,2,,,15,367,210,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1704,,,16,,1248,,73,7,360,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",67,,,2,,13,,49,3,,,,
"Comercio al por mayor (009)",90,,,3,,87,,,,,,,
"Comercio al por menor (010)",1547,,,11,,1148,,24,4,360,,,
"Hoteles y restaurantes (011)",554,,1,8,7,310,,,1,227,,,
"Trans., almac. y comunicaciones (012)",456,,,13,12,,,,338,93,,,
"Intermediación financiera (013)",9,,,1,6,,,,,2,,,
"Activid.inmobil., empres. y alquileres (014)",205,,26,33,76,14,,5,8,43,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",511,29,22,53,176,21,,4,15,103,88,,
"Enseñanza (016)",1579,12,1500,9,39,,,,,19,,,
"Servicios sociales y de salud (017)",229,,49,153,14,3,,1,2,7,,,
"Otras activ. serv.comun.soc y personales (018)",168,,16,36,14,10,,1,,91,,,
"Hogares privados con servicio doméstico (019)",382,,,,,,,,,382,,,
"Actividad economica no especificada (021)",1182,,,2,21,,,,,,,1159,
"Desocupado (022)",1580,,,,,,,,,,,,1580
"Hombres (023)",31793,32,742,229,198,774,18529,609,752,8122,85,402,1319
"Agric., ganadería, caza y silvicultura (024)",25648,,2,25,3,,18523,4,1,7090,,,
"Pesca (025)",11,,,,,,6,,,5,,,
"Explotación de minas y canteras (026)",397,,4,2,1,,,203,2,185,,,
"Industrias manufactureras (027)",323,,2,4,2,,,299,10,6,,,
"Suministro de electricidad, gas y agua (028)",76,,2,3,3,,,6,6,56,,,
"Construcción (029)",606,,7,9,2,,,14,366,208,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",998,,,8,,666,,73,7,244,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",64,,,2,,10,,49,3,,,,
"Comercio al por mayor (032)",52,,,,,52,,,,,,,
"Comercio al por menor (033)",882,,,6,,604,,24,4,244,,,
"Hoteles y restaurantes (034)",149,,1,6,3,75,,,1,63,,,
"Trans., almac. y comunicaciones (035)",444,,,12,7,,,,336,89,,,
"Intermediación financiera (036)",4,,,1,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",126,,18,24,31,14,,5,6,28,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",381,22,19,34,101,14,,4,15,87,85,,
"Enseñanza (039)",711,10,660,7,23,,,,,11,,,
"Servicios sociales y de salud (040)",90,,14,64,6,,,1,2,3,,,
"Otras activ. serv.comun.soc y personales (041)",89,,13,28,9,5,,,,34,,,
"Hogares privados con servicio doméstico (042)",13,,,,,,,,,13,,,
"Actividad economica no especificada (044)",408,,,2,4,,,,,,,402,
"Desocupado (045)",1319,,,,,,,,,,,,1319
"Mujeres (046)",5046,9,890,143,183,832,531,189,11,1237,3,757,261
"Agric., ganadería, caza y silvicultura (047)",1009,,1,3,,,531,,,474,,,
"Pesca (048)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (049)",6,,,,1,,,4,,1,,,
"Industrias manufactureras (050)",196,,,2,2,,,183,6,3,,,
"Suministro de electricidad, gas y agua (051)",3,,,,2,,,,,1,,,
"Construcción (052)",4,,,,,,,1,1,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",706,,,8,,582,,,,116,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",3,,,,,3,,,,,,,
"Comercio al por mayor (055)",38,,,3,,35,,,,,,,
"Comercio al por menor (056)",665,,,5,,544,,,,116,,,
"Hoteles y restaurantes (057)",405,,,2,4,235,,,,164,,,
"Trans., almac. y comunicaciones (058)",12,,,1,5,,,,2,4,,,
"Intermediación financiera (059)",5,,,,3,,,,,2,,,
"Activid.inmobil., empres. y alquileres (060)",79,,8,9,45,,,,2,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",130,7,3,19,75,7,,,,16,3,,
"Enseñanza (062)",868,2,840,2,16,,,,,8,,,
"Servicios sociales y de salud (063)",139,,35,89,8,3,,,,4,,,
"Otras activ. serv.comun.soc y personales (064)",79,,3,8,5,5,,1,,57,,,
"Hogares privados con servicio doméstico (065)",369,,,,,,,,,369,,,
"Actividad economica no especificada (067)",774,,,,17,,,,,,,757,
"Desocupado (068)",261,,,,,,,,,,,,261
,,,,,,,,,,,,,
"URBANA (069)",5969,24,985,240,312,1078,791,232,370,1217,81,281,358
"Agric., ganadería, caza y silvicultura (070)",1213,,3,22,2,,789,2,1,394,,,
"Pesca (071)",3,,,,,,2,,,1,,,
"Explotación de minas y canteras (072)",30,,3,2,,,,12,1,12,,,
"Industrias manufactureras (073)",164,,2,3,3,,,143,8,5,,,
"Suministro de electricidad, gas y agua (074)",16,,,3,3,,,5,1,4,,,
"Construcción (075)",221,,6,7,2,,,11,142,53,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1140,,,11,,827,,52,3,247,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",43,,,2,,6,,34,1,,,,
"Comercio al por mayor (078)",64,,,2,,62,,,,,,,
"Comercio al por menor (079)",1033,,,7,,759,,18,2,247,,,
"Hoteles y restaurantes (080)",381,,1,6,6,222,,,,146,,,
"Trans., almac. y comunicaciones (081)",237,,,6,9,,,,194,28,,,
"Intermediación financiera (082)",9,,,1,6,,,,,2,,,
"Activid.inmobil., empres. y alquileres (083)",154,,26,26,57,9,,2,6,28,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",384,17,15,36,153,11,,3,12,56,81,,
"Enseñanza (085)",939,7,884,7,30,,,,,11,,,
"Servicios sociales y de salud (086)",142,,35,85,13,,,1,2,6,,,
"Otras activ. serv.comun.soc y personales (087)",114,,10,24,13,9,,1,,57,,,
"Hogares privados con servicio doméstico (088)",167,,,,,,,,,167,,,
"Actividad economica no especificada (090)",297,,,1,15,,,,,,,281,
"Desocupado (091)",358,,,,,,,,,,,,358
"Hombres (092)",3863,17,454,150,159,506,755,203,364,751,78,171,255
"Agric., ganadería, caza y silvicultura (093)",1133,,2,20,2,,753,2,1,353,,,
"Pesca (094)",3,,,,,,2,,,1,,,
"Explotación de minas y canteras (095)",30,,3,2,,,,12,1,12,,,
"Industrias manufactureras (096)",130,,2,3,1,,,116,4,4,,,
"Suministro de electricidad, gas y agua (097)",15,,,3,2,,,5,1,4,,,
"Construcción (098)",220,,6,7,2,,,10,142,53,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",655,,,7,,434,,52,3,159,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",41,,,2,,4,,34,1,,,,
"Comercio al por mayor (101)",38,,,,,38,,,,,,,
"Comercio al por menor (102)",576,,,5,,392,,18,2,159,,,
"Hoteles y restaurantes (103)",100,,1,5,3,51,,,,40,,,
"Trans., almac. y comunicaciones (104)",228,,,5,5,,,,194,24,,,
"Intermediación financiera (105)",4,,,1,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",97,,18,18,23,9,,2,4,23,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",277,10,14,23,87,7,,3,12,43,78,,
"Enseñanza (108)",426,7,391,5,17,,,,,6,,,
"Servicios sociales y de salud (109)",52,,9,32,5,,,1,2,3,,,
"Otras activ. serv.comun.soc y personales (110)",62,,8,18,8,5,,,,23,,,
"Hogares privados con servicio doméstico (111)",3,,,,,,,,,3,,,
"Actividad economica no especificada (113)",173,,,1,1,,,,,,,171,
"Desocupado (114)",255,,,,,,,,,,,,255
"Mujeres (115)",2106,7,531,90,153,572,36,29,6,466,3,110,103
"Agric., ganadería, caza y silvicultura (116)",80,,1,2,,,36,,,41,,,
"Industrias manufactureras (119)",34,,,,2,,,27,4,1,,,
"Suministro de electricidad, gas y agua (120)",1,,,,1,,,,,,,,
"Construcción (121)",1,,,,,,,1,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",485,,,4,,393,,,,88,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,,,2,,,,,,,
"Comercio al por mayor (124)",26,,,2,,24,,,,,,,
"Comercio al por menor (125)",457,,,2,,367,,,,88,,,
"Hoteles y restaurantes (126)",281,,,1,3,171,,,,106,,,
"Trans., almac. y comunicaciones (127)",9,,,1,4,,,,,4,,,
"Intermediación financiera (128)",5,,,,3,,,,,2,,,
"Activid.inmobil., empres. y alquileres (129)",57,,8,8,34,,,,2,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",107,7,1,13,66,4,,,,13,3,,
"Enseñanza (131)",513,,493,2,13,,,,,5,,,
"Servicios sociales y de salud (132)",90,,26,53,8,,,,,3,,,
"Otras activ. serv.comun.soc y personales (133)",52,,2,6,5,4,,1,,34,,,
"Hogares privados con servicio doméstico (134)",164,,,,,,,,,164,,,
"Actividad economica no especificada (136)",124,,,,14,,,,,,,110,
"Desocupado (137)",103,,,,,,,,,,,,103
,,,,,,,,,,,,,
"RURAL (138)",30870,17,647,132,69,528,18269,566,393,8142,7,878,1222
"Agric., ganadería, caza y silvicultura (139)",25444,,,6,1,,18265,2,,7170,,,
"Pesca (140)",9,,,,,,4,,,5,,,
"Explotación de minas y canteras (141)",373,,1,,2,,,195,1,174,,,
"Industrias manufactureras (142)",355,,,3,1,,,339,8,4,,,
"Suministro de electricidad, gas y agua (143)",63,,2,,2,,,1,5,53,,,
"Construcción (144)",389,,1,2,,,,4,225,157,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",564,,,5,,421,,21,4,113,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",24,,,,,7,,15,2,,,,
"Comercio al por mayor (147)",26,,,1,,25,,,,,,,
"Comercio al por menor (148)",514,,,4,,389,,6,2,113,,,
