"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CASTROVIRREYNA (000)",6420,1124,1622,2746,32,848,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",32,31,,,1,,
"Profes., científicos e intelectuales (002)",602,570,,31,1,,
"Técnicos de nivel medio y trab. asimilados (003)",163,133,,24,6,,
"Jefes y empleados de oficina (004)",192,191,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",362,65,13,238,13,33,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",2229,,1,2221,6,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",654,,590,55,4,5,
"Obreros construc.,conf., papel, fab., instr. (008)",274,30,173,68,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1764,44,810,71,,791,48
"Otra (010)",43,43,,,,,
"Ocupación no especificada (011)",105,17,35,37,,16,
"Hombres (012)",4490,698,1486,1939,21,339,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",23,22,,,1,,
"Profes., científicos e intelectuales (014)",318,306,,11,1,,
"Técnicos de nivel medio y trab. asimilados (015)",138,111,,23,4,,
"Jefes y empleados de oficina (016)",125,124,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",137,30,7,85,6,9,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1657,,1,1651,4,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",640,,579,53,4,4,
"Obreros construc.,conf., papel, fab., instr. (020)",270,29,170,68,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",1079,21,705,32,,314,7
"Otra (022)",42,42,,,,,
"Ocupación no especificada (023)",61,13,24,15,,9,
"Mujeres (024)",1930,426,136,807,11,509,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",284,264,,20,,,
"Técnicos de nivel medio y trab. asimilados (027)",25,22,,1,2,,
"Jefes y empleados de oficina (028)",67,67,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",225,35,6,153,7,24,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",572,,,570,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",14,,11,2,,1,
"Obreros construc.,conf., papel, fab., instr. (032)",4,1,3,,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",685,23,105,39,,477,41
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",44,4,11,22,,7,
,,,,,,,
"URBANA (036)",2598,803,882,704,12,160,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",25,24,,,1,,
"Profes., científicos e intelectuales (038)",411,394,,17,,,
"Técnicos de nivel medio y trab. asimilados (039)",106,90,,13,3,,
"Jefes y empleados de oficina (040)",154,154,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",246,43,9,163,5,26,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",382,,,379,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",426,,392,32,,2,
"Obreros construc.,conf., papel, fab., instr. (044)",142,18,87,37,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",625,27,379,53,,129,37
"Otra (046)",39,39,,,,,
"Ocupación no especificada (047)",42,14,15,10,,3,
"Hombres (048)",1835,480,827,449,7,69,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",19,18,,,1,,
"Profes., científicos e intelectuales (050)",197,193,,4,,,
"Técnicos de nivel medio y trab. asimilados (051)",90,75,,12,3,,
"Jefes y empleados de oficina (052)",95,95,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",84,19,4,54,1,6,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",289,,,287,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",417,,386,30,,1,
"Obreros construc.,conf., papel, fab., instr. (056)",140,17,86,37,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",441,14,342,21,,61,3
"Otra (058)",39,39,,,,,
"Ocupación no especificada (059)",24,10,9,4,,1,
"Mujeres (060)",763,323,55,255,5,91,34
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,6,,,,,
"Profes., científicos e intelectuales (062)",214,201,,13,,,
"Técnicos de nivel medio y trab. asimilados (063)",16,15,,1,,,
"Jefes y empleados de oficina (064)",59,59,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",162,24,5,109,4,20,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",93,,,92,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",9,,6,2,,1,
"Obreros construc.,conf., papel, fab., instr. (068)",2,1,1,,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",184,13,37,32,,68,34
"Ocupación no especificada (071)",18,4,6,6,,2,
,,,,,,,
"RURAL (072)",3822,321,740,2042,20,688,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,7,,,,,
"Profes., científicos e intelectuales (074)",191,176,,14,1,,
"Técnicos de nivel medio y trab. asimilados (075)",57,43,,11,3,,
"Jefes y empleados de oficina (076)",38,37,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",116,22,4,75,8,7,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",1847,,1,1842,3,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",228,,198,23,4,3,
"Obreros construc.,conf., papel, fab., instr. (080)",132,12,86,31,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",1139,17,431,18,,662,11
"Otra (082)",4,4,,,,,
"Ocupación no especificada (083)",63,3,20,27,,13,
"Hombres (084)",2655,218,659,1490,14,270,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,4,,,,,
"Profes., científicos e intelectuales (086)",121,113,,7,1,,
"Técnicos de nivel medio y trab. asimilados (087)",48,36,,11,1,,
"Jefes y empleados de oficina (088)",30,29,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",53,11,3,31,5,3,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",1368,,1,1364,2,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",223,,193,23,4,3,
"Obreros construc.,conf., papel, fab., instr. (092)",130,12,84,31,1,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",638,7,363,11,,253,4
"Otra (094)",3,3,,,,,
"Ocupación no especificada (095)",37,3,15,11,,8,
"Mujeres (096)",1167,103,81,552,6,418,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",70,63,,7,,,
"Técnicos de nivel medio y trab. asimilados (099)",9,7,,,2,,
"Jefes y empleados de oficina (100)",8,8,,,,,
