"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",10,,,2,4,,2,2,
"Industrias manufactureras (048)",18,,,4,10,1,2,,1
"Suministro de electricidad, gas y agua (049)",4,,,,,2,2,,
"Construcción (050)",147,,,16,61,19,24,3,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",219,15,,39,111,21,22,7,4
"Venta, mant.y rep. veh.autom.y motoc. (052)",5,,,2,2,,1,,
"Comercio al por mayor (053)",14,,,2,8,2,1,,1
"Comercio al por menor (054)",200,15,,35,101,19,20,7,3
"Hoteles y restaurantes (055)",217,11,,38,108,22,24,8,6
"Trans., almac. y comunicaciones (056)",16,,,3,6,4,2,,1
"Intermediación financiera (057)",5,,,,4,,,,1
"Activid.inmobil., empres. y de alquiler (058)",17,1,,,5,3,4,1,3
"Admin.pub. y defensa; p. segur.soc.afil (059)",52,,,5,13,6,18,4,6
"Enseñanza (060)",86,,,,3,2,47,5,29
"Servicios sociales y de salud (061)",53,,,2,4,5,21,3,18
"Otras activ. serv.comun.soc y personales (062)",39,1,,12,14,4,5,2,1
"Hogares privados con servicio doméstico (063)",44,2,,10,25,3,2,,2
"Actividad economica no especificada (065)",57,8,,14,28,2,2,1,2
,,,,,,,,,
"URBANA (066)",3848,69,2,464,1824,391,546,177,375
"Agric., ganadería, caza y silvicultura (067)",581,29,1,165,290,35,32,11,18
"Pesca (068)",11,,1,,6,1,2,,1
"Explotación de minas y canteras (069)",339,1,,17,187,6,61,20,47
"Industrias manufactureras (070)",156,1,,25,86,14,14,12,4
"Suministro de electricidad, gas y agua (071)",10,,,,3,2,3,1,1
"Construcción (072)",1274,5,,104,655,185,163,54,108
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",330,16,,50,166,29,38,15,16
"Venta, mant.y rep. veh.autom.y motoc. (074)",39,,,2,15,2,12,2,6
"Comercio al por mayor (075)",31,,,2,20,2,2,1,4
"Comercio al por menor (076)",260,16,,46,131,25,24,12,6
"Hoteles y restaurantes (077)",253,9,,40,127,31,27,11,8
"Trans., almac. y comunicaciones (078)",218,1,,19,124,31,22,12,9
"Intermediación financiera (079)",10,,,,5,1,,,4
"Activid.inmobil., empres. y de alquiler (080)",69,1,,4,20,3,12,3,26
"Admin.pub. y defensa; p. segur.soc.afil (081)",195,,,7,55,16,61,17,39
"Enseñanza (082)",153,,,,6,14,72,7,54
"Servicios sociales y de salud (083)",78,,,1,11,6,25,6,29
"Otras activ. serv.comun.soc y personales (084)",80,1,,16,32,8,11,6,6
"Hogares privados con servicio doméstico (085)",40,2,,8,22,4,2,,2
"Actividad economica no especificada (087)",51,3,,8,29,5,1,2,3
"Hombres (088)",2924,29,1,322,1456,298,391,144,283
"Agric., ganadería, caza y silvicultura (089)",519,18,,144,271,30,28,11,17
"Pesca (090)",10,,1,,6,1,1,,1
"Explotación de minas y canteras (091)",329,1,,15,183,6,59,18,47
"Industrias manufactureras (092)",142,1,,22,77,14,13,12,3
"Suministro de electricidad, gas y agua (093)",6,,,,3,,1,1,1
"Construcción (094)",1144,5,,91,601,170,142,51,84
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",135,2,,16,67,8,19,10,13
"Venta, mant.y rep. veh.autom.y motoc. (096)",36,,,2,13,2,11,2,6
"Comercio al por mayor (097)",17,,,,12,,1,1,3
"Comercio al por menor (098)",82,2,,14,42,6,7,7,4
"Hoteles y restaurantes (099)",59,,,4,31,9,10,3,2
"Trans., almac. y comunicaciones (100)",202,1,,16,118,27,20,12,8
"Intermediación financiera (101)",5,,,,1,1,,,3
"Activid.inmobil., empres. y de alquiler (102)",52,,,4,15,,8,2,23
"Admin.pub. y defensa; p. segur.soc.afil (103)",144,,,3,42,10,43,13,33
"Enseñanza (104)",82,,,,4,12,33,3,30
"Servicios sociales y de salud (105)",32,,,,7,2,8,3,12
"Otras activ. serv.comun.soc y personales (106)",41,,,4,18,4,6,4,5
"Hogares privados con servicio doméstico (107)",3,1,,,1,1,,,
"Actividad economica no especificada (109)",19,,,3,11,3,,1,1
"Mujeres (110)",924,40,1,142,368,93,155,33,92
"Agric., ganadería, caza y silvicultura (111)",62,11,1,21,19,5,4,,1
"Pesca (112)",1,,,,,,1,,
"Explotación de minas y canteras (113)",10,,,2,4,,2,2,
"Industrias manufactureras (114)",14,,,3,9,,1,,1
"Suministro de electricidad, gas y agua (115)",4,,,,,2,2,,
"Construcción (116)",130,,,13,54,15,21,3,24
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",195,14,,34,99,21,19,5,3
"Venta, mant.y rep. veh.autom.y motoc. (118)",3,,,,2,,1,,
"Comercio al por mayor (119)",14,,,2,8,2,1,,1
"Comercio al por menor (120)",178,14,,32,89,19,17,5,2
"Hoteles y restaurantes (121)",194,9,,36,96,22,17,8,6
"Trans., almac. y comunicaciones (122)",16,,,3,6,4,2,,1
"Intermediación financiera (123)",5,,,,4,,,,1
"Activid.inmobil., empres. y de alquiler (124)",17,1,,,5,3,4,1,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",51,,,4,13,6,18,4,6
"Enseñanza (126)",71,,,,2,2,39,4,24
"Servicios sociales y de salud (127)",46,,,1,4,4,17,3,17
"Otras activ. serv.comun.soc y personales (128)",39,1,,12,14,4,5,2,1
"Hogares privados con servicio doméstico (129)",37,1,,8,21,3,2,,2
"Actividad economica no especificada (131)",32,3,,5,18,2,1,1,2
,,,,,,,,,
"RURAL (132)",1693,128,1,483,708,122,150,40,61
"Agric., ganadería, caza y silvicultura (133)",1021,115,1,392,349,66,59,21,18
"Pesca (134)",2,,,,1,,,,1
"Explotación de minas y canteras (135)",2,,,,1,,1,,
"Industrias manufactureras (136)",110,,,19,65,5,12,,9
"Suministro de electricidad, gas y agua (137)",1,,,1,,,,,
"Construcción (138)",321,,,36,201,34,30,11,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",53,4,,8,23,4,8,3,3
"Venta, mant.y rep. veh.autom.y motoc. (140)",6,,,3,1,1,,1,
"Comercio al por mayor (141)",2,1,,,1,,,,
"Comercio al por menor (142)",45,3,,5,21,3,8,2,3
"Hoteles y restaurantes (143)",26,2,,3,14,,7,,
"Trans., almac. y comunicaciones (144)",41,,,5,25,5,2,2,2
"Activid.inmobil., empres. y de alquiler (146)",4,,,1,,,1,,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",18,,,3,3,3,8,1,
"Enseñanza (148)",38,,,1,2,3,15,2,15
"Servicios sociales y de salud (149)",13,,,1,2,2,6,,2
"Otras activ. serv.comun.soc y personales (150)",7,1,,1,5,,,,
"Hogares privados con servicio doméstico (151)",7,1,,2,4,,,,
"Actividad economica no especificada (153)",29,5,,10,13,,1,,
"Hombres (154)",1411,81,1,400,628,109,114,28,50
"Agric., ganadería, caza y silvicultura (155)",862,77,1,333,316,59,50,12,14
"Pesca (156)",2,,,,1,,,,1
"Explotación de minas y canteras (157)",2,,,,1,,1,,
"Industrias manufactureras (158)",106,,,18,64,4,11,,9
"Suministro de electricidad, gas y agua (159)",1,,,1,,,,,
"Construcción (160)",304,,,33,194,30,27,11,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",29,3,,3,11,4,5,1,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,1,1,1,,1,
"Comercio al por mayor (163)",2,1,,,1,,,,
"Comercio al por menor (164)",23,2,,2,9,3,5,,2
"Hoteles y restaurantes (165)",3,,,1,2,,,,
"Trans., almac. y comunicaciones (166)",41,,,5,25,5,2,2,2
"Activid.inmobil., empres. y de alquiler (168)",4,,,1,,,1,,2
"Admin.pub. y defensa; p. segur.soc.afil (169)",17,,,2,3,3,8,1,
"Enseñanza (170)",23,,,1,1,3,7,1,10
"Servicios sociales y de salud (171)",6,,,,2,1,2,,1
"Otras activ. serv.comun.soc y personales (172)",7,1,,1,5,,,,
"Actividad economica no especificada (175)",4,,,1,3,,,,
"Mujeres (176)",282,47,,83,80,13,36,12,11
"Agric., ganadería, caza y silvicultura (177)",159,38,,59,33,7,9,9,4
"Industrias manufactureras (180)",4,,,1,1,1,1,,
"Construcción (182)",17,,,3,7,4,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",24,1,,5,12,,3,2,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,2,,,,,
"Comercio al por menor (186)",22,1,,3,12,,3,2,1
"Hoteles y restaurantes (187)",23,2,,2,12,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,1,,,,,
"Enseñanza (192)",15,,,,1,,8,1,5
"Servicios sociales y de salud (193)",7,,,1,,1,4,,1
"Hogares privados con servicio doméstico (195)",7,1,,2,4,,,,
"Actividad economica no especificada (197)",25,5,,9,10,,1,,
