"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",817,207,1,284,255,21,24,8,17
"Pesca (046)",84,7,,12,44,5,7,4,5
"Explotación de minas y canteras (047)",1,,,,1,,,,
"Industrias manufactureras (048)",427,19,,65,209,35,59,16,24
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,
"Construcción (050)",12,,,4,5,,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1199,129,1,297,442,66,115,57,92
"Venta, mant.y rep. veh.autom.y motoc. (052)",22,,,2,6,4,6,1,3
"Comercio al por mayor (053)",97,4,,14,36,4,13,9,17
"Comercio al por menor (054)",1080,125,1,281,400,58,96,47,72
"Hoteles y restaurantes (055)",552,45,2,159,218,31,43,13,41
"Trans., almac. y comunicaciones (056)",93,,,4,33,15,21,12,8
"Intermediación financiera (057)",12,,,1,2,,4,1,4
"Activid.inmobil., empres. y de alquiler (058)",117,1,,5,22,8,25,12,44
"Admin.pub. y defensa; p. segur.soc.afil (059)",170,5,,10,29,21,53,8,44
"Enseñanza (060)",442,,,1,23,19,131,27,241
"Servicios sociales y de salud (061)",120,,,7,9,4,50,10,40
"Otras activ. serv.comun.soc y personales (062)",143,6,1,31,40,11,29,8,17
"Hogares privados con servicio doméstico (063)",215,16,,70,99,8,12,3,7
"Actividad economica no especificada (065)",130,25,,22,48,6,11,10,8
,,,,,,,,,
"URBANA (066)",11527,598,10,2511,4708,641,1146,564,1349
"Agric., ganadería, caza y silvicultura (067)",2327,268,3,837,912,58,80,61,108
"Pesca (068)",759,16,1,166,430,41,30,29,46
"Explotación de minas y canteras (069)",26,2,,4,9,1,1,2,7
"Industrias manufactureras (070)",923,26,,162,469,63,105,41,57
"Suministro de electricidad, gas y agua (071)",19,,,,10,3,2,3,1
"Construcción (072)",551,11,1,120,300,30,37,20,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2294,146,,536,944,146,224,120,178
"Venta, mant.y rep. veh.autom.y motoc. (074)",254,4,,40,109,26,47,11,17
"Comercio al por mayor (075)",222,4,,30,108,15,25,15,25
"Comercio al por menor (076)",1818,138,,466,727,105,152,94,136
"Hoteles y restaurantes (077)",742,49,3,188,302,54,62,30,54
"Trans., almac. y comunicaciones (078)",1468,24,1,273,778,92,113,96,91
"Intermediación financiera (079)",29,,,2,5,,9,1,12
"Activid.inmobil., empres. y de alquiler (080)",384,3,,26,122,32,54,37,110
"Admin.pub. y defensa; p. segur.soc.afil (081)",425,9,,38,96,40,106,26,110
"Enseñanza (082)",744,,,1,49,35,196,49,414
"Servicios sociales y de salud (083)",161,,,8,15,8,56,13,61
"Otras activ. serv.comun.soc y personales (084)",306,11,1,57,111,20,42,20,44
"Hogares privados con servicio doméstico (085)",207,14,,68,93,9,13,2,8
"Actividad economica no especificada (087)",162,19,,25,63,9,16,14,16
"Hombres (088)",7608,257,6,1748,3421,409,596,381,790
"Agric., ganadería, caza y silvicultura (089)",1884,146,2,705,778,45,62,55,91
"Pesca (090)",679,9,1,154,390,36,23,25,41
"Explotación de minas y canteras (091)",25,2,,4,8,1,1,2,7
"Industrias manufactureras (092)",517,8,,101,270,30,48,27,33
"Suministro de electricidad, gas y agua (093)",18,,,,9,3,2,3,1
"Construcción (094)",540,11,1,117,295,30,36,19,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1171,32,,269,522,83,112,65,88
"Venta, mant.y rep. veh.autom.y motoc. (096)",232,4,,38,103,22,41,10,14
"Comercio al por mayor (097)",136,1,,19,77,11,12,7,9
"Comercio al por menor (098)",803,27,,212,342,50,59,48,65
"Hoteles y restaurantes (099)",229,6,1,41,100,23,21,17,20
"Trans., almac. y comunicaciones (100)",1377,24,1,269,746,78,92,84,83
"Intermediación financiera (101)",17,,,1,3,,5,,8
"Activid.inmobil., empres. y de alquiler (102)",274,3,,21,100,25,30,25,70
"Admin.pub. y defensa; p. segur.soc.afil (103)",265,4,,28,70,20,57,18,68
"Enseñanza (104)",337,,,,26,18,80,22,191
"Servicios sociales y de salud (105)",43,,,1,6,4,7,3,22
"Otras activ. serv.comun.soc y personales (106)",166,5,,28,72,9,13,12,27
"Hogares privados con servicio doméstico (107)",10,2,,2,3,1,1,,1
"Actividad economica no especificada (109)",56,5,,7,23,3,6,4,8
"Mujeres (110)",3919,341,4,763,1287,232,550,183,559
"Agric., ganadería, caza y silvicultura (111)",443,122,1,132,134,13,18,6,17
"Pesca (112)",80,7,,12,40,5,7,4,5
"Explotación de minas y canteras (113)",1,,,,1,,,,
"Industrias manufactureras (114)",406,18,,61,199,33,57,14,24
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,
"Construcción (116)",11,,,3,5,,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1123,114,,267,422,63,112,55,90
"Venta, mant.y rep. veh.autom.y motoc. (118)",22,,,2,6,4,6,1,3
"Comercio al por mayor (119)",86,3,,11,31,4,13,8,16
"Comercio al por menor (120)",1015,111,,254,385,55,93,46,71
"Hoteles y restaurantes (121)",513,43,2,147,202,31,41,13,34
"Trans., almac. y comunicaciones (122)",91,,,4,32,14,21,12,8
"Intermediación financiera (123)",12,,,1,2,,4,1,4
"Activid.inmobil., empres. y de alquiler (124)",110,,,5,22,7,24,12,40
"Admin.pub. y defensa; p. segur.soc.afil (125)",160,5,,10,26,20,49,8,42
"Enseñanza (126)",407,,,1,23,17,116,27,223
"Servicios sociales y de salud (127)",118,,,7,9,4,49,10,39
"Otras activ. serv.comun.soc y personales (128)",140,6,1,29,39,11,29,8,17
"Hogares privados con servicio doméstico (129)",197,12,,66,90,8,12,2,7
"Actividad economica no especificada (131)",106,14,,18,40,6,10,10,8
,,,,,,,,,
"RURAL (132)",4447,489,3,1858,1721,97,136,50,93
"Agric., ganadería, caza y silvicultura (133)",3574,439,2,1621,1339,49,58,39,27
"Pesca (134)",67,4,,18,39,1,1,,4
"Explotación de minas y canteras (135)",10,1,,3,5,,,,1
"Industrias manufactureras (136)",85,2,,15,48,9,6,2,3
"Suministro de electricidad, gas y agua (137)",16,,,11,4,,1,,
"Construcción (138)",92,2,,29,33,14,8,,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",149,17,1,58,50,7,9,3,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",17,,,5,9,1,1,1,
"Comercio al por mayor (141)",20,1,,7,10,,,1,1
"Comercio al por menor (142)",112,16,1,46,31,6,8,1,3
"Hoteles y restaurantes (143)",50,3,,17,20,1,2,,7
"Trans., almac. y comunicaciones (144)",198,2,,56,115,10,11,,4
"Activid.inmobil., empres. y de alquiler (146)",57,3,,10,27,2,4,4,7
"Admin.pub. y defensa; p. segur.soc.afil (147)",34,,,4,14,1,11,,4
"Enseñanza (148)",49,,,,2,3,21,,23
"Servicios sociales y de salud (149)",4,,,,,,2,,2
"Otras activ. serv.comun.soc y personales (150)",13,,,4,6,,1,1,1
"Hogares privados con servicio doméstico (151)",19,5,,4,9,,,1,
"Actividad economica no especificada (153)",30,11,,8,10,,1,,
"Hombres (154)",3831,370,2,1649,1528,79,101,43,59
"Agric., ganadería, caza y silvicultura (155)",3200,354,2,1469,1218,41,52,37,27
"Pesca (156)",63,4,,18,35,1,1,,4
"Explotación de minas y canteras (157)",10,1,,3,5,,,,1
"Industrias manufactureras (158)",64,1,,11,38,7,4,,3
"Suministro de electricidad, gas y agua (159)",16,,,11,4,,1,,
"Construcción (160)",91,2,,28,33,14,8,,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",73,2,,28,30,4,6,1,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",17,,,5,9,1,1,1,
"Comercio al por mayor (163)",9,,,4,5,,,,
"Comercio al por menor (164)",47,2,,19,16,3,5,,2
"Hoteles y restaurantes (165)",11,1,,5,4,1,,,
"Trans., almac. y comunicaciones (166)",196,2,,56,114,9,11,,4
"Activid.inmobil., empres. y de alquiler (168)",50,2,,10,27,1,3,4,3
"Admin.pub. y defensa; p. segur.soc.afil (169)",24,,,4,11,,7,,2
"Enseñanza (170)",14,,,,2,1,6,,5
"Servicios sociales y de salud (171)",2,,,,,,1,,1
"Otras activ. serv.comun.soc y personales (172)",10,,,2,5,,1,1,1
"Hogares privados con servicio doméstico (173)",1,1,,,,,,,
"Actividad economica no especificada (175)",6,,,4,2,,,,
"Mujeres (176)",616,119,1,209,193,18,35,7,34
"Agric., ganadería, caza y silvicultura (177)",374,85,,152,121,8,6,2,
"Pesca (178)",4,,,,4,,,,
"Industrias manufactureras (180)",21,1,,4,10,2,2,2,
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",76,15,1,30,20,3,3,2,2
"Comercio al por mayor (185)",11,1,,3,5,,,1,1
"Comercio al por menor (186)",65,14,1,27,15,3,3,1,1
"Hoteles y restaurantes (187)",39,2,,12,16,,2,,7
"Trans., almac. y comunicaciones (188)",2,,,,1,1,,,
"Activid.inmobil., empres. y de alquiler (190)",7,1,,,,1,1,,4
"Admin.pub. y defensa; p. segur.soc.afil (191)",10,,,,3,1,4,,2
"Enseñanza (192)",35,,,,,2,15,,18
"Servicios sociales y de salud (193)",2,,,,,,1,,1
"Otras activ. serv.comun.soc y personales (194)",3,,,2,1,,,,
"Hogares privados con servicio doméstico (195)",18,4,,4,9,,,1,
"Actividad economica no especificada (197)",24,11,,4,8,,1,,
