"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHUMBIVILCAS (000)",25175,24449,6892,2270,2208,2065,3845,3269,2280,1620,726,88448
"De 12 a 14 años (001)",3309,3271,3254,15,2,,,,,,38,19
"De 15 a 19 años (002)",3069,2983,2576,344,49,11,3,,,,86,487
"De 20 a 24 años (003)",2182,1983,464,760,529,157,64,9,,,199,2614
"De 25 a 29 años (004)",2245,2090,143,429,578,501,386,46,7,,155,5072
"De 30 a 34 años (005)",2103,2038,77,207,365,433,688,215,45,8,65,7121
"De 35 a 39 años (006)",2067,2028,48,117,187,308,658,490,179,41,39,9428
"De 40 a 44 años (007)",2057,2032,54,66,111,149,507,561,420,164,25,11961
"De 45 a 49 años (008)",1761,1744,34,55,82,99,348,486,375,265,17,11320
"De 50 y más años (009)",6382,6280,242,277,305,407,1191,1462,1254,1142,102,40426
"Conviviente (010)",6856,6651,405,1344,1247,927,1316,755,415,242,205,23487
"De 12 a 14 años (011)",60,26,13,12,1,,,,,,34,14
"De 15 a 19 años (012)",453,388,99,241,40,6,2,,,,65,347
"De 20 a 24 años (013)",1341,1289,106,574,423,130,50,6,,,52,2056
"De 25 a 29 años (014)",1346,1317,64,268,396,326,233,26,4,,29,3215
"De 30 a 34 años (015)",990,984,28,111,198,201,341,86,18,1,6,3320
"De 35 a 39 años (016)",774,772,18,53,81,131,259,162,57,11,2,3398
"De 40 a 44 años (017)",596,593,16,18,38,51,162,160,103,45,3,3363
"De 45 a 49 años (018)",419,415,7,17,22,24,86,129,75,55,4,2616
"De 50 y más años (019)",877,867,54,50,48,58,183,186,158,130,10,5158
"Separado(a) (020)",678,661,5,244,125,79,99,63,27,19,17,2007
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",60,53,2,51,,,,,,,7,51
