"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AREQUIPA (000)",340701,123509,64450,121496,8097,11183,11966
"Agric., ganadería, caza y silvicultura (001)",28417,571,14423,9181,1538,2704,
"Pesca (002)",201,43,108,42,7,1,
"Explotación de minas y canteras (003)",4845,1861,2346,542,86,10,
"Industrias manufactureras (004)",37749,4433,16098,15118,1222,878,
"Suministro de electricidad, gas y agua (005)",995,581,360,47,7,,
"Construcción (006)",22860,1631,14041,6628,405,155,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",77028,20007,4384,45452,2157,5028,
"Venta, mant.y rep. veh.autom.y motoc. (008)",9531,1789,3142,3968,422,210,
"Comercio al por mayor (009)",5149,2771,355,1600,217,206,
"Comercio al por menor (010)",62348,15447,887,39884,1518,4612,
"Hoteles y restaurantes (011)",18162,7788,1383,7537,670,784,
"Trans., almac. y comunicaciones (012)",35178,10984,5272,18061,550,311,
"Intermediación financiera (013)",3001,2889,11,66,26,9,
"Activid.inmobil., empres. y alquileres (014)",25945,17484,1743,5839,717,162,
"Admin.pub. y defensa; p. segur.soc.afil (015)",14117,13398,719,,,,
"Enseñanza (016)",25217,22656,53,2329,126,53,
"Servicios sociales y de salud (017)",11851,9543,144,1967,149,48,
"Otras activ. serv.comun.soc y personales (018)",14585,6083,1863,6124,230,285,
"Hogares privados con servicio doméstico (019)",11966,,,,,,11966
"Actividad economica no especificada (021)",8584,3557,1502,2563,207,755,
"Hombres (022)",196330,63712,49291,73089,5427,4157,654
"Agric., ganadería, caza y silvicultura (023)",17833,432,8294,6596,1203,1308,
"Pesca (024)",177,29,102,40,5,1,
"Explotación de minas y canteras (025)",4467,1602,2279,504,75,7,
"Industrias manufactureras (026)",25083,2711,10811,10176,911,474,
"Suministro de electricidad, gas y agua (027)",855,462,345,42,6,,
"Construcción (028)",21942,1307,13674,6458,371,132,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",35515,8746,4184,20086,1223,1276,
"Venta, mant.y rep. veh.autom.y motoc. (030)",8686,1356,3069,3750,374,137,
"Comercio al por mayor (031)",2904,1570,305,826,144,59,
"Comercio al por menor (032)",23925,5820,810,15510,705,1080,
"Hoteles y restaurantes (033)",6074,3340,584,1572,295,283,
"Trans., almac. y comunicaciones (034)",30483,7920,4858,17059,433,213,
"Intermediación financiera (035)",1565,1494,8,41,18,4,
"Activid.inmobil., empres. y alquileres (036)",16892,10689,1303,4308,521,71,
"Admin.pub. y defensa; p. segur.soc.afil (037)",9409,8986,423,,,,
"Enseñanza (038)",9846,8616,44,1108,54,24,
"Servicios sociales y de salud (039)",4000,2819,44,1034,90,13,
"Otras activ. serv.comun.soc y personales (040)",7451,3043,1363,2789,117,139,
"Hogares privados con servicio doméstico (041)",654,,,,,,654
"Actividad economica no especificada (043)",4084,1516,975,1276,105,212,
"Mujeres (044)",144371,59797,15159,48407,2670,7026,11312
"Agric., ganadería, caza y silvicultura (045)",10584,139,6129,2585,335,1396,
"Pesca (046)",24,14,6,2,2,,
"Explotación de minas y canteras (047)",378,259,67,38,11,3,
"Industrias manufactureras (048)",12666,1722,5287,4942,311,404,
"Suministro de electricidad, gas y agua (049)",140,119,15,5,1,,
"Construcción (050)",918,324,367,170,34,23,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",41513,11261,200,25366,934,3752,
"Venta, mant.y rep. veh.autom.y motoc. (052)",845,433,73,218,48,73,
"Comercio al por mayor (053)",2245,1201,50,774,73,147,
"Comercio al por menor (054)",38423,9627,77,24374,813,3532,
"Hoteles y restaurantes (055)",12088,4448,799,5965,375,501,
"Trans., almac. y comunicaciones (056)",4695,3064,414,1002,117,98,
"Intermediación financiera (057)",1436,1395,3,25,8,5,
"Activid.inmobil., empres. y alquileres (058)",9053,6795,440,1531,196,91,
"Admin.pub. y defensa; p. segur.soc.afil (059)",4708,4412,296,,,,
"Enseñanza (060)",15371,14040,9,1221,72,29,
"Servicios sociales y de salud (061)",7851,6724,100,933,59,35,
"Otras activ. serv.comun.soc y personales (062)",7134,3040,500,3335,113,146,
"Hogares privados con servicio doméstico (063)",11312,,,,,,11312
"Actividad economica no especificada (065)",4500,2041,527,1287,102,543,
,,,,,,,
"URBANA (066)",331326,122720,60645,118450,7572,10063,11876
"Agric., ganadería, caza y silvicultura (067)",22315,521,11597,7327,1075,1795,
"Pesca (068)",192,42,102,40,7,1,
"Explotación de minas y canteras (069)",4325,1792,2046,398,82,7,
"Industrias manufactureras (070)",37136,4417,15836,14906,1210,767,
"Suministro de electricidad, gas y agua (071)",974,574,346,47,7,,
"Construcción (072)",22658,1625,13893,6580,405,155,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",76472,19933,4355,45066,2137,4981,
"Venta, mant.y rep. veh.autom.y motoc. (074)",9460,1767,3121,3946,416,210,
"Comercio al por mayor (075)",5108,2761,351,1579,214,203,
"Comercio al por menor (076)",61904,15405,883,39541,1507,4568,
"Hoteles y restaurantes (077)",17991,7729,1367,7459,661,775,
"Trans., almac. y comunicaciones (078)",34909,10927,5219,17911,543,309,
"Intermediación financiera (079)",2993,2881,11,66,26,9,
"Activid.inmobil., empres. y alquileres (080)",25817,17409,1714,5818,714,162,
"Admin.pub. y defensa; p. segur.soc.afil (081)",13941,13246,695,,,,
"Enseñanza (082)",25091,22540,52,2320,126,53,
"Servicios sociales y de salud (083)",11785,9500,144,1946,147,48,
"Otras activ. serv.comun.soc y personales (084)",14437,6047,1808,6074,230,278,
"Hogares privados con servicio doméstico (085)",11876,,,,,,11876
"Actividad economica no especificada (087)",8414,3537,1460,2492,202,723,
"Hombres (088)",189937,63221,46509,70873,4993,3696,645
"Agric., ganadería, caza y silvicultura (089)",13580,389,6392,5091,806,902,
"Pesca (090)",169,29,96,38,5,1,
"Explotación de minas y canteras (091)",3970,1538,1986,369,72,5,
"Industrias manufactureras (092)",24665,2701,10588,10031,900,445,
"Suministro de electricidad, gas y agua (093)",836,457,331,42,6,,
"Construcción (094)",21749,1302,13534,6410,371,132,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",35289,8709,4156,19946,1213,1265,
"Venta, mant.y rep. veh.autom.y motoc. (096)",8625,1340,3049,3730,369,137,
"Comercio al por mayor (097)",2880,1563,301,815,142,59,
"Comercio al por menor (098)",23784,5806,806,15401,702,1069,
"Hoteles y restaurantes (099)",6042,3327,578,1561,293,283,
"Trans., almac. y comunicaciones (100)",30236,7872,4805,16921,426,212,
"Intermediación financiera (101)",1561,1490,8,41,18,4,
"Activid.inmobil., empres. y alquileres (102)",16791,10635,1277,4290,518,71,
"Admin.pub. y defensa; p. segur.soc.afil (103)",9257,8854,403,,,,
"Enseñanza (104)",9812,8584,43,1107,54,24,
"Servicios sociales y de salud (105)",3973,2808,44,1019,89,13,
"Otras activ. serv.comun.soc y personales (106)",7345,3020,1314,2759,117,135,
