"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9442,1066,1656,4666,240,1685,129
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",36,36,,,,,
"Profes., científicos e intelectuales (002)",553,513,,39,1,,
"Técnicos de nivel medio y trab. asimilados (003)",162,121,,33,5,3,
"Jefes y empleados de oficina (004)",106,105,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",551,97,1,367,15,71,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",3917,,,3722,193,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",294,,76,192,9,17,
"Obreros construc.,conf., papel, fab., instr. (008)",341,33,123,167,8,10,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",3295,96,1438,70,3,1559,129
"Otra (010)",34,34,,,,,
"Ocupación no especificada (011)",153,31,18,76,6,22,
"Hombres (012)",7722,612,1450,4117,203,1338,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",29,29,,,,,
"Profes., científicos e intelectuales (014)",316,284,,31,1,,
"Técnicos de nivel medio y trab. asimilados (015)",97,59,,32,4,2,
"Jefes y empleados de oficina (016)",58,57,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",224,50,,148,9,17,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",3695,,,3520,173,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",261,,73,172,5,11,
"Obreros construc.,conf., papel, fab., instr. (020)",338,33,123,165,7,10,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",2623,55,1245,27,1,1293,2
"Otra (022)",34,34,,,,,
"Ocupación no especificada (023)",47,11,9,22,3,2,
"Mujeres (024)",1720,454,206,549,37,347,127
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,7,,,,,
"Profes., científicos e intelectuales (026)",237,229,,8,,,
"Técnicos de nivel medio y trab. asimilados (027)",65,62,,1,1,1,
"Jefes y empleados de oficina (028)",48,48,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",327,47,1,219,6,54,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",222,,,202,20,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",33,,3,20,4,6,
"Obreros construc.,conf., papel, fab., instr. (032)",3,,,2,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",672,41,193,43,2,266,127
"Ocupación no especificada (035)",106,20,9,54,3,20,
,,,,,,,
"URBANA (036)",3213,820,390,1473,62,383,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",29,29,,,,,
"Profes., científicos e intelectuales (038)",402,380,,21,1,,
"Técnicos de nivel medio y trab. asimilados (039)",123,89,,27,4,3,
"Jefes y empleados de oficina (040)",85,84,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",439,84,,284,13,58,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",832,,,808,23,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",199,,43,139,8,9,
"Obreros construc.,conf., papel, fab., instr. (044)",227,24,81,110,8,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",762,79,249,50,3,296,85
"Otra (046)",30,30,,,,,
"Ocupación no especificada (047)",85,21,17,34,2,11,
"Hombres (048)",2266,468,337,1152,49,259,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",24,24,,,,,
"Profes., científicos e intelectuales (050)",223,204,,18,1,,
"Técnicos de nivel medio y trab. asimilados (051)",74,43,,26,3,2,
"Jefes y empleados de oficina (052)",43,42,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",173,47,,104,8,14,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",767,,,743,23,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",175,,40,124,4,7,
"Obreros construc.,conf., papel, fab., instr. (056)",224,24,81,108,7,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",505,48,208,19,1,228,1
"Otra (058)",30,30,,,,,
"Ocupación no especificada (059)",28,6,8,10,2,2,
"Mujeres (060)",947,352,53,321,13,124,84
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,5,,,,,
"Profes., científicos e intelectuales (062)",179,176,,3,,,
"Técnicos de nivel medio y trab. asimilados (063)",49,46,,1,1,1,
"Jefes y empleados de oficina (064)",42,42,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",266,37,,180,5,44,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",65,,,65,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",24,,3,15,4,2,
"Obreros construc.,conf., papel, fab., instr. (068)",3,,,2,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",257,31,41,31,2,68,84
"Ocupación no especificada (071)",57,15,9,24,,9,
,,,,,,,
"RURAL (072)",6229,246,1266,3193,178,1302,44
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,7,,,,,
"Profes., científicos e intelectuales (074)",151,133,,18,,,
"Técnicos de nivel medio y trab. asimilados (075)",39,32,,6,1,,
"Jefes y empleados de oficina (076)",21,21,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",112,13,1,83,2,13,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",3085,,,2914,170,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",95,,33,53,1,8,
"Obreros construc.,conf., papel, fab., instr. (080)",114,9,42,57,,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",2533,17,1189,20,,1263,44
"Otra (082)",4,4,,,,,
"Ocupación no especificada (083)",68,10,1,42,4,11,
"Hombres (084)",5456,144,1113,2965,154,1079,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,5,,,,,
"Profes., científicos e intelectuales (086)",93,80,,13,,,
"Técnicos de nivel medio y trab. asimilados (087)",23,16,,6,1,,
"Jefes y empleados de oficina (088)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",51,3,,44,1,3,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2928,,,2777,150,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",86,,33,48,1,4,
"Obreros construc.,conf., papel, fab., instr. (092)",114,9,42,57,,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2118,7,1037,8,,1065,1
"Otra (094)",4,4,,,,,
"Ocupación no especificada (095)",19,5,1,12,1,,
"Mujeres (096)",773,102,153,228,24,223,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",58,53,,5,,,
"Técnicos de nivel medio y trab. asimilados (099)",16,16,,,,,
"Jefes y empleados de oficina (100)",6,6,,,,,
