"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CUSCO (000)",152938,539,26236,12651,9783,35716,3894,12392,20622,25288,1928,3889
"Agric., ganadería, caza y silvicultura (001)",6033,1,153,61,16,,3892,18,26,1866,,
"Pesca (002)",7,,3,1,,,2,1,,,,
"Explotación de minas y canteras (003)",316,2,74,22,20,,,88,17,93,,
"Industrias manufactureras (004)",12884,19,295,563,187,83,,8246,3305,186,,
"Suministro de electricidad, gas y agua (005)",423,4,116,67,72,,,85,24,55,,
"Construcción (006)",11445,10,940,423,76,,,694,7111,2191,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",36432,49,474,1732,394,24832,,2897,197,5857,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3237,10,61,174,44,583,,2213,97,55,,
"Comercio al por mayor (009)",1831,16,92,414,122,1008,,5,40,134,,
"Comercio al por menor (010)",31364,23,321,1144,228,23241,,679,60,5668,,
"Hoteles y restaurantes (011)",13068,45,336,860,1123,6678,,26,21,3979,,
"Trans., almac. y comunicaciones (012)",17522,62,493,1633,1444,2203,,86,9158,2443,,
"Intermediación financiera (013)",1220,24,188,263,686,16,,2,1,40,,
"Activid.inmobil., empres. y alquileres (014)",11421,32,5159,2891,1466,814,,95,157,807,,
