"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PADRE ABAD (000)",15702,15095,4343,2356,2161,1751,2263,1186,618,417,607,39431
"De 12 a 14 años (001)",1770,1744,1722,21,1,,,,,,26,23
"De 15 a 19 años (002)",2511,2424,1744,561,100,15,4,,,,87,822
"De 20 a 24 años (003)",2163,1980,465,828,494,145,44,4,,,183,2464
"De 25 a 29 años (004)",1935,1810,174,458,535,371,239,27,6,,125,3877
"De 30 a 34 años (005)",1669,1580,74,161,402,405,416,98,14,10,89,4832
"De 35 a 39 años (006)",1652,1623,55,121,281,351,532,213,61,9,29,6055
"De 40 a 44 años (007)",1339,1314,47,77,161,223,429,235,102,40,25,5753
"De 45 a 49 años (008)",869,857,16,35,71,111,247,199,127,51,12,4535
"De 50 y más años (009)",1794,1763,46,94,116,130,352,410,308,307,31,11070
"Sin nivel (010)",1523,1494,84,98,161,151,360,306,185,149,29,7734
"De 12 a 14 años (011)",20,20,20,,,,,,,,,
"De 15 a 19 años (012)",42,41,20,14,5,2,,,,,1,30
"De 20 a 24 años (013)",70,69,11,19,23,11,4,1,,,1,120
"De 25 a 29 años (014)",128,123,5,19,33,30,29,6,1,,5,350
"De 30 a 34 años (015)",141,139,3,7,32,22,51,18,3,3,2,537
"De 35 a 39 años (016)",188,187,6,6,11,30,72,46,14,2,1,880
"De 40 a 44 años (017)",175,171,7,9,15,20,41,47,21,11,4,875
"De 45 a 49 años (018)",143,140,1,3,6,11,36,42,28,13,3,862
"De 50 y más años (019)",616,604,11,21,36,25,127,146,118,120,12,4080
"Educacion Inicial (020)",30,29,7,2,4,6,2,7,1,,1,87
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
"De 15 a 19 años (022)",6,5,2,2,1,,,,,,1,4
