"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",3953,,,,,1465,1280,1129,79
"Superior univ. incompleto (037)",4598,,,,1005,1995,738,805,55
"Superior univ. completo (038)",4893,,,,,1297,1623,1840,133
"Hombres (040)",31325,1487,3413,3618,3400,6487,5069,6945,906
"Sin nivel (041)",1997,1487,200,29,19,53,44,108,57
"Educación inicial (042)",965,,919,18,4,12,12,,
"Primaria (043)",7135,,2294,2131,162,318,569,1273,388
"Secundaria (044)",11700,,,1440,2491,2955,1996,2595,223
"Superior no univ. incompleto (045)",2087,,,,258,820,458,516,35
"Superior no univ. completo (046)",1985,,,,,670,639,621,55
"Superior univ. incompleto (047)",2600,,,,466,1051,452,585,46
"Superior univ. completo (048)",2856,,,,,608,899,1247,102
"Mujeres (050)",29506,1463,3227,3580,3796,6692,4958,5090,700
"Sin nivel (051)",2716,1463,209,44,16,63,210,482,229
"Educación inicial (052)",911,,860,11,6,10,24,,
"Primaria (053)",8004,,2158,2089,229,622,1035,1583,288
"Secundaria (054)",10030,,,1436,2706,2701,1633,1448,106
"Superior no univ. incompleto (055)",1842,,,,300,868,405,256,13
"Superior no univ. completo (056)",1968,,,,,795,641,508,24
"Superior univ. incompleto (057)",1998,,,,539,944,286,220,9
"Superior univ. completo (058)",2037,,,,,689,724,593,31
,,,,,,,,,
"RURAL (060)",12111,640,1179,1188,1248,2771,1952,2558,575
"Sin nivel (061)",1562,640,146,17,27,36,164,359,173
"Educación inicial (062)",247,,232,4,2,6,3,,
"Primaria (063)",4036,,801,791,175,432,608,981,248
"Secundaria (064)",4322,,,376,926,1540,698,718,64
"Superior no univ. incompleto (065)",550,,,,63,242,119,110,16
"Superior no univ. completo (066)",536,,,,,239,142,124,31
"Superior univ. incompleto (067)",413,,,,55,140,82,114,22
"Superior univ. completo (068)",445,,,,,136,136,152,21
"Hombres (070)",7242,304,588,618,703,1654,1227,1744,404
"Sin nivel (071)",683,304,58,16,17,18,58,130,82
"Educación inicial (072)",124,,119,2,,,3,,
"Primaria (073)",2222,,411,399,113,188,306,615,190
"Secundaria (074)",2832,,,201,513,987,496,586,49
"Superior no univ. incompleto (075)",356,,,,31,138,85,86,16
"Superior no univ. completo (076)",380,,,,,146,105,100,29
"Superior univ. incompleto (077)",308,,,,29,93,69,97,20
"Superior univ. completo (078)",337,,,,,84,105,130,18
"Mujeres (080)",4869,336,591,570,545,1117,725,814,171
"Sin nivel (081)",879,336,88,1,10,18,106,229,91
"Educación inicial (082)",123,,113,2,2,6,,,
"Primaria (083)",1814,,390,392,62,244,302,366,58
"Secundaria (084)",1490,,,175,413,553,202,132,15
"Superior no univ. incompleto (085)",194,,,,32,104,34,24,
"Superior no univ. completo (086)",156,,,,,93,37,24,2
"Superior univ. incompleto (087)",105,,,,26,47,13,17,2
"Superior univ. completo (088)",108,,,,,52,31,22,3
