"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANTA (000)",156601,339900,319021,,5630,93.9,1.7
"De 12 a 14 años (001)",12292,62,59,,3,95.2,4.8
"De 15 a 19 años (002)",19406,2232,2190,618,98.1,27.7,
"De 20 a 24 años (003)",17642,10195,10047,1324,98.5,13,
"De 25 a 29 años (004)",16772,19375,19105,1408,98.6,7.3,
"De 30 a 34 años (005)",15626,27628,27156,1202,98.3,4.4,
"De 35 a 39 años (006)",15106,35004,34243,799,97.8,2.3,
"De 40 a 44 años (007)",13298,37297,36216,237,97.1,0.6,
"De 45 a 49 años (008)",10811,35869,34494,39,96.2,0.1,
"De 50 y más años (009)",35648,172238,155511,,90.3,,
"Conviviente (010)",38538,97610,93582,3271,95.9,3.4,
"De 12 a 14 años (011)",107,24,23,2,95.8,8.3,
"De 15 a 19 años (012)",2193,1457,1429,413,98.1,28.3,
"De 20 a 24 años (013)",5986,6681,6588,900,98.6,13.5,
"De 25 a 29 años (014)",7109,11654,11478,871,98.5,7.5,
"De 30 a 34 años (015)",6380,14083,13808,641,98,4.6,
"De 35 a 39 años (016)",5350,14854,14525,338,97.8,2.3,
"De 40 a 44 años (017)",4015,13523,13084,90,96.8,0.7,
"De 45 a 49 años (018)",2752,11073,10651,16,96.2,0.1,
"De 50 y más años (019)",4646,24261,21996,,90.7,,
"Separado(a) (020)",9298,27229,25857,304,95,1.1,
"De 12 a 14 años (021)",4,1,1,,100,,
"De 15 a 19 años (022)",226,204,204,60,100,29.4,
"De 20 a 24 años (023)",708,831,820,71,98.7,8.5,
"De 25 a 29 años (024)",908,1366,1352,69,99,5.1,
"De 30 a 34 años (025)",1118,2123,2091,44,98.5,2.1,
"De 35 a 39 años (026)",1287,3005,2940,41,97.8,1.4,
"De 40 a 44 años (027)",1169,3369,3285,16,97.5,0.5,
"De 45 a 49 años (028)",1038,3517,3371,3,95.8,0.1,
"De 50 y más años (029)",2840,12813,11793,,92,,
"Casado(a) (030)",45010,155075,146285,1645,94.3,1.1,
"De 12 a 14 años (031)",13,8,7,,87.5,,
"De 15 a 19 años (032)",214,164,154,37,93.9,22.6,
"De 20 a 24 años (033)",1368,1522,1498,223,98.4,14.7,
"De 25 a 29 años (034)",3216,4730,4674,406,98.8,8.6,
