"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MOHO (000)",7783,7512,57,1149,1285,1221,2017,1237,448,98,271,29080
"De 12 a 14 años (001)",11,6,,4,2,,,,,,5,8
"De 15 a 19 años (002)",143,117,5,98,10,4,,,,,26,130
"De 20 a 24 años (003)",459,402,2,230,125,33,11,1,,,57,634
"De 25 a 29 años (004)",662,595,3,197,207,116,67,4,1,,67,1272
"De 30 a 34 años (005)",693,658,7,121,185,160,155,27,3,,35,1842
"De 35 a 39 años (006)",722,703,3,87,162,162,205,70,12,2,19,2365
"De 40 a 44 años (007)",697,681,1,45,122,133,224,111,41,4,16,2786
"De 45 a 49 años (008)",602,587,1,40,84,95,190,132,34,11,15,2588
"De 50 y más años (009)",3794,3763,35,327,388,518,1165,892,357,81,31,17455
"Conviviente (010)",1487,1436,15,458,424,228,204,84,17,6,51,3629
"De 12 a 14 años (011)",7,3,,2,1,,,,,,4,4
"De 15 a 19 años (012)",95,74,3,64,6,1,,,,,21,79
"De 20 a 24 años (013)",272,262,2,143,90,21,6,,,,10,410
"De 25 a 29 años (014)",326,318,2,114,122,50,27,2,1,,8,643
"De 30 a 34 años (015)",244,241,4,53,83,46,47,7,1,,3,616
"De 35 a 39 años (016)",175,173,,28,48,42,33,19,2,1,2,541
"De 40 a 44 años (017)",116,115,,14,32,27,26,14,2,,1,382
"De 45 a 49 años (018)",71,71,,9,13,11,21,13,4,,,281
"De 50 y más años (019)",181,179,4,31,29,30,44,29,7,5,2,673
"Separado(a) (020)",258,255,3,91,65,41,36,13,4,2,3,639
"De 15 a 19 años (022)",11,11,,11,,,,,,,,11
"De 20 a 24 años (023)",22,22,,18,2,2,,,,,,28
"De 25 a 29 años (024)",27,26,,13,9,3,1,,,,1,44
