"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PAITA (000)",34602,1586,53,10746,12850,2442,3719,1177,2029
"Agric., ganadería, caza y silvicultura (001)",5342,679,8,2690,1537,163,160,42,63
"Pesca (002)",5117,111,4,2077,2081,242,296,118,188
"Explotación de minas y canteras (003)",81,,,9,26,11,20,6,9
"Industrias manufactureras (004)",6080,164,8,1660,2770,454,580,176,268
"Suministro de electricidad, gas y agua (005)",108,2,,21,45,10,18,4,8
"Construcción (006)",1557,66,2,460,666,95,144,38,86
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4766,243,10,1477,1592,387,597,188,272
"Venta, mant.y rep. veh.autom.y motoc. (008)",471,8,,70,172,69,96,18,38
"Comercio al por mayor (009)",447,9,,84,160,43,81,19,51
"Comercio al por menor (010)",3848,226,10,1323,1260,275,420,151,183
"Hoteles y restaurantes (011)",1167,71,3,381,411,76,114,62,49
"Trans., almac. y comunicaciones (012)",3880,71,7,871,1824,348,425,155,179
"Intermediación financiera (013)",67,,,4,7,8,18,5,25
"Activid.inmobil., empres. y de alquiler (014)",1567,26,2,242,606,170,225,93,203
"Admin.pub. y defensa; p. segur.soc.afil (015)",1184,14,,109,276,128,408,97,152
"Enseñanza (016)",1090,,,6,134,130,404,86,330
"Servicios sociales y de salud (017)",286,2,,9,27,20,113,33,82
"Otras activ. serv.comun.soc y personales (018)",877,35,3,207,338,107,82,38,67
"Hogares privados con servicio doméstico (019)",607,42,3,230,233,38,37,14,10
"Actividad economica no especificada (021)",826,60,3,293,277,55,78,22,38
"Hombres (022)",25894,1151,38,8311,10235,1717,2349,782,1311
"Agric., ganadería, caza y silvicultura (023)",5156,653,7,2602,1491,153,149,40,61
"Pesca (024)",4928,110,4,2024,2006,232,276,109,167
"Explotación de minas y canteras (025)",80,,,9,26,11,20,5,9
"Industrias manufactureras (026)",4218,110,3,1092,2013,314,392,122,172
"Suministro de electricidad, gas y agua (027)",95,2,,20,43,10,10,4,6
"Construcción (028)",1520,65,2,449,654,93,140,37,80
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2457,82,7,641,913,226,325,101,162
"Venta, mant.y rep. veh.autom.y motoc. (030)",434,7,,65,161,62,87,15,37
"Comercio al por mayor (031)",281,7,,43,110,31,45,11,34
"Comercio al por menor (032)",1742,68,7,533,642,133,193,75,91
"Hoteles y restaurantes (033)",296,5,2,73,121,23,26,23,23
"Trans., almac. y comunicaciones (034)",3676,66,7,850,1783,325,357,135,153
"Intermediación financiera (035)",29,,,,4,4,5,2,14
"Activid.inmobil., empres. y de alquiler (036)",1247,20,2,217,529,137,136,67,139
"Admin.pub. y defensa; p. segur.soc.afil (037)",783,7,,86,200,51,262,68,109
"Enseñanza (038)",359,,,6,53,28,138,23,111
"Servicios sociales y de salud (039)",98,,,2,9,10,34,7,36
"Otras activ. serv.comun.soc y personales (040)",582,19,3,123,235,74,50,26,52
"Hogares privados con servicio doméstico (041)",32,,,8,16,5,1,1,1
"Actividad economica no especificada (043)",338,12,1,109,139,21,28,12,16
