"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CUSCO (000)",154514,101703,16808,16179,19824
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",539,83,160,119,177
"Profes., científicos e intelectuales (002)",26236,7946,4192,6430,7668
"Técnicos de nivel medio y trab. asimilados (003)",12672,6910,1674,1741,2347
"Jefes y empleados de oficina (004)",9783,2685,1438,2075,3585
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",35949,30015,3046,2020,868
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3900,3484,402,9,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",12483,10407,1296,473,307
"Obreros construc.,conf.,papel, fab., instr. (008)",20688,16019,2070,1471,1128
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",26421,21512,2035,1398,1476
"Otra (010)",1928,,,,1928
"Ocupación no especificada (011)",3915,2642,495,443,335
"Hombres (012)",85755,53625,10373,9522,12235
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",347,51,91,71,134
"Profes., científicos e intelectuales (014)",13043,4212,1967,2952,3912
"Técnicos de nivel medio y trab. asimilados (015)",7226,4033,1028,1022,1143
"Jefes y empleados de oficina (016)",4711,1106,658,1000,1947
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",13560,9969,1649,1303,639
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3101,2770,320,7,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",9946,8210,1062,395,279
"Obreros construc.,conf.,papel, fab., instr. (020)",18722,14341,1897,1404,1080
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",11059,7538,1368,1052,1101
"Otra (022)",1768,,,,1768
"Ocupación no especificada (023)",2272,1395,333,316,228
"Mujeres (024)",68759,48078,6435,6657,7589
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",192,32,69,48,43
"Profes., científicos e intelectuales (026)",13193,3734,2225,3478,3756
"Técnicos de nivel medio y trab. asimilados (027)",5446,2877,646,719,1204
"Jefes y empleados de oficina (028)",5072,1579,780,1075,1638
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",22389,20046,1397,717,229
"Agricult.trabaj.calif.agrop.y pesqueros (030)",799,714,82,2,1
