"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia ATALAYA",,,
"Viviendas particulares (001)",9398,2987,6411
"Ocupantes presentes (002)",42896,13598,29298
"Casa independiente",,,
"Viviendas particulares (004)",4473,2261,2212
"Ocupantes presentes (005)",20250,10401,9849
"Departamento en edificio",,,
"Viviendas particulares (007)",6,6,
"Ocupantes presentes (008)",19,19,
"Vivienda en quinta",,,
"Viviendas particulares (010)",154,154,
"Ocupantes presentes (011)",585,585,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",67,60,7
"Ocupantes presentes (014)",206,170,36
"Choza o cabaña",,,
"Viviendas particulares (016)",4625,462,4163
"Ocupantes presentes (017)",21537,2252,19285
"Vivienda improvisada",,,
"Viviendas particulares (019)",47,41,6
"Ocupantes presentes (020)",189,163,26
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",5,3,2
"Ocupantes presentes (023)",17,8,9
"Otro tipo",,,
"Viviendas particulares (025)",21,,21
"Ocupantes presentes (026)",93,,93
,,,
URBANA,,,
"Viviendas particulares (028)",3214,2476,738
"Ocupantes presentes (029)",14435,11099,3336
"Casa independiente",,,
"Viviendas particulares (031)",2935,2212,723
"Ocupantes presentes (032)",13426,10154,3272
"Departamento en edificio",,,
"Viviendas particulares (034)",6,6,
"Ocupantes presentes (035)",19,19,
"Vivienda en quinta",,,
"Viviendas particulares (037)",154,154,
"Ocupantes presentes (038)",585,585,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",67,60,7
"Ocupantes presentes (041)",206,170,36
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",47,41,6
"Ocupantes presentes (047)",189,163,26
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",3,3,
"Ocupantes presentes (050)",8,8,
"Otro tipo",,,
"Viviendas particulares (052)",2,,2
"Ocupantes presentes (053)",2,,2
,,,
RURAL,,,
"Viviendas particulares (055)",6184,511,5673
"Ocupantes presentes (056)",28461,2499,25962
"Casa independiente",,,
"Viviendas particulares (058)",1538,49,1489
"Ocupantes presentes (059)",6824,247,6577
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",4625,462,4163
"Ocupantes presentes (071)",21537,2252,19285
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,,2
"Ocupantes presentes (077)",9,,9
"Otro tipo",,,
"Viviendas particulares (079)",19,,19
"Ocupantes presentes (080)",91,,91
