"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PICOTA (000)",14112,1363,2894,7052,387,1882,534
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,39,,,,,
"Profes., científicos e intelectuales (002)",509,480,,28,1,,
"Técnicos de nivel medio y trab. asimilados (003)",197,124,,49,19,5,
"Jefes y empleados de oficina (004)",277,274,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1239,205,18,771,39,206,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",5296,3,,5001,290,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",525,,216,268,15,26,
"Obreros construc.,conf., papel, fab., instr. (008)",702,56,224,400,13,9,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4940,103,2377,327,4,1595,534
"Otra (010)",19,19,,,,,
"Ocupación no especificada (011)",369,60,59,207,6,37,
"Hombres (012)",10748,837,2536,5939,345,1072,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",30,30,,,,,
"Profes., científicos e intelectuales (014)",304,281,,22,1,,
"Técnicos de nivel medio y trab. asimilados (015)",135,76,,39,16,4,
"Jefes y empleados de oficina (016)",156,155,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",559,123,4,378,20,34,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",4970,3,,4690,275,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",445,,198,217,15,15,
"Obreros construc.,conf., papel, fab., instr. (020)",695,56,221,397,13,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",3259,56,2072,109,2,1001,19
"Otra (022)",18,18,,,,,
"Ocupación no especificada (023)",177,39,41,87,3,7,
"Mujeres (024)",3364,526,358,1113,42,810,515
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",205,199,,6,,,
"Técnicos de nivel medio y trab. asimilados (027)",62,48,,10,3,1,
"Jefes y empleados de oficina (028)",121,119,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",680,82,14,393,19,172,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",326,,,311,15,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",80,,18,51,,11,
"Obreros construc.,conf., papel, fab., instr. (032)",7,,3,3,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",1681,47,305,218,2,594,515
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",192,21,18,120,3,30,
,,,,,,,
"URBANA (036)",8907,1240,1880,4126,222,964,475
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,33,,,,,
"Profes., científicos e intelectuales (038)",467,438,,28,1,,
"Técnicos de nivel medio y trab. asimilados (039)",187,116,,47,19,5,
"Jefes y empleados de oficina (040)",253,250,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1126,192,18,695,35,186,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2443,1,,2311,131,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",479,,199,242,15,23,
"Obreros construc.,conf., papel, fab., instr. (044)",632,49,193,370,13,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",3032,100,1423,313,4,717,475
"Otra (046)",19,19,,,,,
"Ocupación no especificada (047)",236,42,47,119,4,24,
"Hombres (048)",6357,758,1630,3255,189,510,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",26,26,,,,,
"Profes., científicos e intelectuales (050)",283,260,,22,1,,
"Técnicos de nivel medio y trab. asimilados (051)",127,70,,37,16,4,
"Jefes y empleados de oficina (052)",139,138,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",504,114,4,334,19,33,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2288,1,,2166,121,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",407,,183,197,15,12,
"Obreros construc.,conf., papel, fab., instr. (056)",626,49,190,367,13,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1840,53,1219,101,2,450,15
"Otra (058)",18,18,,,,,
"Ocupación no especificada (059)",99,29,34,31,2,3,
"Mujeres (060)",2550,482,250,871,33,454,460
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",184,178,,6,,,
"Técnicos de nivel medio y trab. asimilados (063)",60,46,,10,3,1,
"Jefes y empleados de oficina (064)",114,112,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",622,78,14,361,16,153,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",155,,,145,10,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",72,,16,45,,11,
"Obreros construc.,conf., papel, fab., instr. (068)",6,,3,3,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1192,47,204,212,2,267,460
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",137,13,13,88,2,21,
,,,,,,,
"RURAL (072)",5205,123,1014,2926,165,918,59
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",42,42,,,,,
"Técnicos de nivel medio y trab. asimilados (075)",10,8,,2,,,
"Jefes y empleados de oficina (076)",24,24,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",113,13,,76,4,20,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",2853,2,,2690,159,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",46,,17,26,,3,
"Obreros construc.,conf., papel, fab., instr. (080)",70,7,31,30,,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",1908,3,954,14,,878,59
"Ocupación no especificada (083)",133,18,12,88,2,13,
"Hombres (084)",4391,79,906,2684,156,562,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,4,,,,,
"Profes., científicos e intelectuales (086)",21,21,,,,,
"Técnicos de nivel medio y trab. asimilados (087)",8,6,,2,,,
"Jefes y empleados de oficina (088)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",55,9,,44,1,1,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2682,2,,2524,154,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",38,,15,20,,3,
"Obreros construc.,conf., papel, fab., instr. (092)",69,7,31,30,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1419,3,853,8,,551,4
"Ocupación no especificada (095)",78,10,7,56,1,4,
"Mujeres (096)",814,44,108,242,9,356,55
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",21,21,,,,,
"Técnicos de nivel medio y trab. asimilados (099)",2,2,,,,,
"Jefes y empleados de oficina (100)",7,7,,,,,
