"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AYMARAES (000)",9224,1055,7,3039,3348,308,627,241,599
"Agric., ganadería, caza y silvicultura (001)",5515,914,5,2417,1889,91,84,60,55
"Pesca (002)",5,,,4,1,,,,
"Explotación de minas y canteras (003)",931,2,1,57,483,71,177,35,105
"Industrias manufactureras (004)",117,10,,41,47,5,7,,7
"Suministro de electricidad, gas y agua (005)",9,,,4,,1,3,,1
"Construcción (006)",370,14,,109,195,11,20,13,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",581,36,1,167,291,27,27,19,13
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,,,13,2,6,1,
"Comercio al por mayor (009)",29,1,,8,15,,2,2,1
"Comercio al por menor (010)",530,35,1,159,263,25,19,16,12
"Hoteles y restaurantes (011)",188,19,,62,76,16,7,6,2
"Trans., almac. y comunicaciones (012)",201,,,29,113,16,10,26,7
"Intermediación financiera (013)",6,,,,,,,3,3
"Activid.inmobil., empres. y de alquiler (014)",53,1,,7,10,3,7,5,20
"Admin.pub. y defensa; p. segur.soc.afil (015)",341,7,,37,120,24,56,32,65
"Enseñanza (016)",486,,,3,37,21,172,29,224
"Servicios sociales y de salud (017)",121,1,,1,1,4,39,5,70
"Otras activ. serv.comun.soc y personales (018)",60,5,,11,16,10,9,,9
"Hogares privados con servicio doméstico (019)",66,6,,26,26,4,1,2,1
"Actividad economica no especificada (021)",174,40,,64,43,4,8,6,9
"Hombres (022)",7025,569,5,2386,2773,231,442,199,420
"Agric., ganadería, caza y silvicultura (023)",4499,543,3,2042,1663,74,69,55,50
"Pesca (024)",5,,,4,1,,,,
"Explotación de minas y canteras (025)",902,,1,56,475,69,171,35,95
"Industrias manufactureras (026)",83,3,,28,40,3,6,,3
"Suministro de electricidad, gas y agua (027)",9,,,4,,1,3,,1
"Construcción (028)",351,12,,100,190,10,19,13,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",221,3,1,52,119,14,14,13,5
"Venta, mant.y rep. veh.autom.y motoc. (030)",20,,,,11,2,6,1,
"Comercio al por mayor (031)",19,,,4,10,,2,2,1
"Comercio al por menor (032)",182,3,1,48,98,12,6,10,4
"Hoteles y restaurantes (033)",45,,,11,19,7,2,4,2
"Trans., almac. y comunicaciones (034)",193,,,29,111,15,9,24,5
"Intermediación financiera (035)",5,,,,,,,3,2
"Activid.inmobil., empres. y de alquiler (036)",47,1,,5,9,3,5,4,20
"Admin.pub. y defensa; p. segur.soc.afil (037)",267,4,,28,97,17,45,25,51
"Enseñanza (038)",268,,,3,19,9,80,16,141
"Servicios sociales y de salud (039)",41,,,,,1,10,3,27
"Otras activ. serv.comun.soc y personales (040)",24,1,,2,8,6,3,,4
"Hogares privados con servicio doméstico (041)",8,,,3,4,,,1,
"Actividad economica no especificada (043)",57,2,,19,18,2,6,3,7
"Mujeres (044)",2199,486,2,653,575,77,185,42,179
"Agric., ganadería, caza y silvicultura (045)",1016,371,2,375,226,17,15,5,5
"Explotación de minas y canteras (047)",29,2,,1,8,2,6,,10
