"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUANUCO (000)",270233,133057,137176,163235,78698,84537,106998,54359,52639
"Menores de 1 año (001)",4692,2394,2298,2794,1428,1366,1898,966,932
"Menores de 1 mes (002)",380,203,177,210,120,90,170,83,87
"De 1 a 11 meses (003)",4312,2191,2121,2584,1308,1276,1728,883,845
"De 1 a 4 años (004)",23261,11937,11324,12418,6416,6002,10843,5521,5322
"1 año (005)",5377,2700,2677,2904,1474,1430,2473,1226,1247
"2 años (006)",6262,3250,3012,3292,1727,1565,2970,1523,1447
"3 años (007)",5777,2966,2811,3122,1595,1527,2655,1371,1284
"4 años (008)",5845,3021,2824,3100,1620,1480,2745,1401,1344
"De 5 a 9 años (009)",30371,15437,14934,15927,8064,7863,14444,7373,7071
"5 años (010)",5810,2916,2894,3139,1559,1580,2671,1357,1314
"6 años (011)",5478,2813,2665,2918,1511,1407,2560,1302,1258
"7 años (012)",6131,3132,2999,3156,1597,1559,2975,1535,1440
"8 años (013)",6531,3331,3200,3385,1724,1661,3146,1607,1539
"9 años (014)",6421,3245,3176,3329,1673,1656,3092,1572,1520
"De 10 a 14 años (015)",34018,17418,16600,18758,9436,9322,15260,7982,7278
"10 años (016)",6812,3538,3274,3479,1775,1704,3333,1763,1570
"11 años (017)",6434,3293,3141,3622,1838,1784,2812,1455,1357
"12 años (018)",7154,3668,3486,3795,1911,1884,3359,1757,1602
"13 años (019)",6745,3418,3327,3858,1935,1923,2887,1483,1404
"14 años (020)",6873,3501,3372,4004,1977,2027,2869,1524,1345
"De 15 a 19 años (021)",29656,14857,14799,18970,9290,9680,10686,5567,5119
"15 años (022)",6813,3428,3385,4198,2061,2137,2615,1367,1248
"16 años (023)",5890,2929,2961,3687,1784,1903,2203,1145,1058
"17 años (024)",5850,2988,2862,3719,1862,1857,2131,1126,1005
"18 años (025)",5839,2945,2894,3797,1867,1930,2042,1078,964
"19 años (026)",5264,2567,2697,3569,1716,1853,1695,851,844
"De 20 a 24 años (027)",26037,12686,13351,17100,8143,8957,8937,4543,4394
"20 años (028)",6141,3021,3120,3938,1861,2077,2203,1160,1043
"21 años (029)",4741,2280,2461,3270,1519,1751,1471,761,710
"22 años (030)",5257,2550,2707,3409,1638,1771,1848,912,936
"23 años (031)",4980,2403,2577,3278,1559,1719,1702,844,858
"24 años (032)",4918,2432,2486,3205,1566,1639,1713,866,847
"De 25 a 29 años (033)",21420,10468,10952,13620,6546,7074,7800,3922,3878
"25 años (034)",4907,2436,2471,3122,1520,1602,1785,916,869
"26 años (035)",4209,2029,2180,2758,1330,1428,1451,699,752
"27 años (036)",4554,2272,2282,2912,1439,1473,1642,833,809
