"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PATAZ (000)",17376,16682,85,2725,2742,2532,4019,2759,1412,408,694,67554
"De 12 a 14 años (001)",28,16,2,11,3,,,,,,12,17
"De 15 a 19 años (002)",622,565,7,462,86,10,,,,,57,664
"De 20 a 24 años (003)",2054,1843,18,893,628,249,52,3,,,211,3137
"De 25 a 29 años (004)",2297,2149,3,495,673,558,377,38,5,,148,5401
"De 30 a 34 años (005)",2201,2125,8,272,439,458,702,218,28,,76,7214
"De 35 a 39 años (006)",2154,2123,6,137,279,387,755,415,131,13,31,9111
"De 40 a 44 años (007)",1599,1569,6,89,131,183,504,436,175,45,30,7891
"De 45 a 49 años (008)",1382,1365,9,69,99,164,370,345,246,63,17,7381
"De 50 y más años (009)",5039,4927,26,297,404,523,1259,1304,827,287,112,26738
"Sin nivel (010)",6586,6411,30,520,692,847,1744,1475,843,260,175,31593
"De 12 a 14 años (011)",3,3,,2,1,,,,,,,4
"De 15 a 19 años (012)",64,57,,45,10,2,,,,,7,71
"De 20 a 24 años (013)",296,263,3,98,103,42,15,2,,,33,508
"De 25 a 29 años (014)",415,387,1,53,103,102,109,17,2,,28,1159
"De 30 a 34 años (015)",555,541,1,36,82,116,206,87,13,,14,2123
"De 35 a 39 años (016)",701,694,,29,58,108,242,184,63,10,7,3370
"De 40 a 44 años (017)",578,566,3,27,37,55,179,166,78,21,12,3017
"De 45 a 49 años (018)",584,576,5,26,27,52,130,164,134,38,8,3418
"De 50 y más años (019)",3390,3324,17,204,271,370,863,855,553,191,66,17923
"Educacion Inicial (020)",35,32,,6,8,5,10,2,1,,3,103
"De 15 a 19 años (022)",4,4,,2,2,,,,,,,6
