"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CUSCO (000)",349453,13515,34115,36757,40159,73536,55737,75679,19955
"Sabe leer y escribir (001)",319378,,28005,36531,39996,73006,54786,71362,15692
"No sabe leer y escribir (002)",30075,13515,6110,226,163,530,951,4317,4263
"Hombres (004)",168149,6895,17353,18352,19318,35125,26006,35853,9247
"Sabe leer y escribir (005)",156412,,14285,18258,19250,34995,25846,35248,8530
"No sabe leer y escribir (006)",11737,6895,3068,94,68,130,160,605,717
"Mujeres (008)",181304,6620,16762,18405,20841,38411,29731,39826,10708
"Sabe leer y escribir (009)",162966,,13720,18273,20746,38011,28940,36114,7162
"No sabe leer y escribir (010)",18338,6620,3042,132,95,400,791,3712,3546
,,,,,,,,,
"URBANA (012)",334457,12704,31937,34570,38619,71304,53444,72737,19142
"Sabe leer y escribir (013)",307465,,26261,34359,38473,70885,52755,69287,15445
"No sabe leer y escribir (014)",26992,12704,5676,211,146,419,689,3450,3697
"Hombres (016)",160606,6494,16245,17228,18476,34012,24858,34385,8908
"Sabe leer y escribir (017)",149923,,13397,17143,18415,33906,24741,33980,8341
"No sabe leer y escribir (018)",10683,6494,2848,85,61,106,117,405,567
"Mujeres (020)",173851,6210,15692,17342,20143,37292,28586,38352,10234
"Sabe leer y escribir (021)",157542,,12864,17216,20058,36979,28014,35307,7104
"No sabe leer y escribir (022)",16309,6210,2828,126,85,313,572,3045,3130
,,,,,,,,,
"RURAL (024)",14996,811,2178,2187,1540,2232,2293,2942,813
"Sabe leer y escribir (025)",11913,,1744,2172,1523,2121,2031,2075,247
"No sabe leer y escribir (026)",3083,811,434,15,17,111,262,867,566
"Hombres (028)",7543,401,1108,1124,842,1113,1148,1468,339
"Sabe leer y escribir (029)",6489,,888,1115,835,1089,1105,1268,189
"No sabe leer y escribir (030)",1054,401,220,9,7,24,43,200,150
"Mujeres (032)",7453,410,1070,1063,698,1119,1145,1474,474
"Sabe leer y escribir (033)",5424,,856,1057,688,1032,926,807,58
"No sabe leer y escribir (034)",2029,410,214,6,10,87,219,667,416
