"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",8847,837,937,3604,96,2947,426
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,5,,,,,
"Profes., científicos e intelectuales (098)",531,487,,38,,6,
"Técnicos de nivel medio y trab. asimilados (099)",117,78,,27,8,4,
"Jefes y empleados de oficina (100)",104,102,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",1137,94,28,821,19,175,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",1970,,,1914,56,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",81,,10,49,2,20,
"Obreros construc.,conf., papel, fab., instr. (104)",15,,6,8,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",4070,33,837,256,5,2513,426
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",816,37,56,491,6,226,
