"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHEPEN (000)",28115,4925,10113,9123,671,933,602,1748
"Agric., ganadería, caza y silvicultura (001)",11130,52,8244,1913,462,459,,
"Pesca (002)",38,3,31,4,,,,
"Explotación de minas y canteras (003)",23,6,15,,2,,,
"Industrias manufactureras (004)",1126,118,312,641,26,29,,
"Suministro de electricidad, gas y agua (005)",52,27,24,1,,,,
"Construcción (006)",1215,24,825,339,24,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4924,944,118,3444,74,344,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",418,72,81,247,10,8,,
"Comercio al por mayor (009)",253,88,11,129,6,19,,
"Comercio al por menor (010)",4253,784,26,3068,58,317,,
"Hoteles y restaurantes (011)",977,242,57,621,30,27,,
"Trans., almac. y comunicaciones (012)",2238,480,249,1477,21,11,,
"Intermediación financiera (013)",120,117,1,2,,,,
"Activid.inmobil., empres. y alquileres (014)",646,438,31,163,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",479,399,80,,,,,
"Enseñanza (016)",1495,1394,,98,,3,,
"Servicios sociales y de salud (017)",366,301,,62,2,1,,
"Otras activ. serv.comun.soc y personales (018)",518,253,33,213,15,4,,
"Hogares privados con servicio doméstico (019)",602,,,,,,602,
"Actividad economica no especificada (021)",418,127,93,145,6,47,,
"Desocupado (022)",1748,,,,,,,1748
"Hombres (023)",20093,2661,8478,6555,604,475,16,1304
"Agric., ganadería, caza y silvicultura (024)",9420,49,6805,1788,449,329,,
"Pesca (025)",36,1,31,4,,,,
"Explotación de minas y canteras (026)",22,5,15,,2,,,
"Industrias manufactureras (027)",890,94,280,481,20,15,,
"Suministro de electricidad, gas y agua (028)",45,22,22,1,,,,
"Construcción (029)",1181,24,794,336,24,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2708,521,117,1927,50,93,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",384,51,81,238,10,4,,
"Comercio al por mayor (032)",166,61,11,84,6,4,,
"Comercio al por menor (033)",2158,409,25,1605,34,85,,
"Hoteles y restaurantes (034)",316,94,23,173,16,10,,
"Trans., almac. y comunicaciones (035)",2128,396,244,1460,19,9,,
"Intermediación financiera (036)",71,71,,,,,,
"Activid.inmobil., empres. y alquileres (037)",474,303,25,135,7,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",318,263,55,,,,,
"Enseñanza (039)",562,526,,35,,1,,
"Servicios sociales y de salud (040)",148,99,,48,1,,,
"Otras activ. serv.comun.soc y personales (041)",315,159,26,113,13,4,,
"Hogares privados con servicio doméstico (042)",16,,,,,,16,
"Actividad economica no especificada (044)",139,34,41,54,3,7,,
"Desocupado (045)",1304,,,,,,,1304
"Mujeres (046)",8022,2264,1635,2568,67,458,586,444
"Agric., ganadería, caza y silvicultura (047)",1710,3,1439,125,13,130,,
"Pesca (048)",2,2,,,,,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",236,24,32,160,6,14,,
"Suministro de electricidad, gas y agua (051)",7,5,2,,,,,
"Construcción (052)",34,,31,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2216,423,1,1517,24,251,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",34,21,,9,,4,,
"Comercio al por mayor (055)",87,27,,45,,15,,
"Comercio al por menor (056)",2095,375,1,1463,24,232,,
"Hoteles y restaurantes (057)",661,148,34,448,14,17,,
"Trans., almac. y comunicaciones (058)",110,84,5,17,2,2,,
"Intermediación financiera (059)",49,46,1,2,,,,
"Activid.inmobil., empres. y alquileres (060)",172,135,6,28,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",161,136,25,,,,,
"Enseñanza (062)",933,868,,63,,2,,
"Servicios sociales y de salud (063)",218,202,,14,1,1,,
"Otras activ. serv.comun.soc y personales (064)",203,94,7,100,2,,,
"Hogares privados con servicio doméstico (065)",586,,,,,,586,
"Actividad economica no especificada (067)",279,93,52,91,3,40,,
,,,,,,,,
"URBANA (068)",23486,4745,7460,8030,592,681,567,1411
"Agric., ganadería, caza y silvicultura (069)",7577,41,5800,1127,388,221,,
"Pesca (070)",34,3,27,4,,,,
"Explotación de minas y canteras (071)",22,6,14,,2,,,
"Industrias manufactureras (072)",1066,111,284,618,25,28,,
"Suministro de electricidad, gas y agua (073)",51,26,24,1,,,,
"Construcción (074)",1094,23,727,319,23,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",4770,917,106,3339,72,336,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",398,70,70,240,10,8,,
"Comercio al por mayor (077)",246,85,11,125,6,19,,
"Comercio al por menor (078)",4126,762,25,2974,56,309,,
"Hoteles y restaurantes (079)",951,237,51,607,30,26,,
"Trans., almac. y comunicaciones (080)",2070,455,210,1373,21,11,,
"Intermediación financiera (081)",119,116,1,2,,,,
"Activid.inmobil., empres. y alquileres (082)",610,411,26,159,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",466,387,79,,,,,
"Enseñanza (084)",1444,1356,,86,,2,,
"Servicios sociales y de salud (085)",353,290,,60,2,1,,
"Otras activ. serv.comun.soc y personales (086)",498,245,29,205,15,4,,
"Hogares privados con servicio doméstico (087)",567,,,,,,567,
"Actividad economica no especificada (089)",383,121,82,130,5,45,,
"Desocupado (090)",1411,,,,,,,1411
"Hombres (091)",16197,2541,6209,5599,526,294,16,1012
"Agric., ganadería, caza y silvicultura (092)",6340,38,4721,1051,376,154,,
"Pesca (093)",32,1,27,4,,,,
"Explotación de minas y canteras (094)",21,5,14,,2,,,
"Industrias manufactureras (095)",838,87,253,465,19,14,,
"Suministro de electricidad, gas y agua (096)",44,21,22,1,,,,
"Construcción (097)",1071,23,706,317,23,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",2620,506,105,1870,48,91,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",365,50,70,231,10,4,,
"Comercio al por mayor (100)",161,59,11,81,6,4,,
"Comercio al por menor (101)",2094,397,24,1558,32,83,,
"Hoteles y restaurantes (102)",307,91,20,170,16,10,,
"Trans., almac. y comunicaciones (103)",1963,371,208,1356,19,9,,
"Intermediación financiera (104)",71,71,,,,,,
"Activid.inmobil., empres. y alquileres (105)",443,279,20,133,7,4,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",310,256,54,,,,,
"Enseñanza (107)",542,511,,31,,,,
"Servicios sociales y de salud (108)",143,96,,46,1,,,
"Otras activ. serv.comun.soc y personales (109)",300,154,22,107,13,4,,
"Hogares privados con servicio doméstico (110)",16,,,,,,16,
"Actividad economica no especificada (112)",124,31,37,48,2,6,,
"Desocupado (113)",1012,,,,,,,1012
"Mujeres (114)",7289,2204,1251,2431,66,387,551,399
