"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",2204,318,,775,753,113,137,36,72
"Pesca (046)",33,,,10,18,,4,,1
"Explotación de minas y canteras (047)",4,,,,1,,2,,1
"Industrias manufactureras (048)",249,6,,27,87,38,57,9,25
"Suministro de electricidad, gas y agua (049)",4,,,,,,3,,1
"Construcción (050)",38,1,,6,18,2,5,1,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1890,121,2,416,618,204,340,69,120
"Venta, mant.y rep. veh.autom.y motoc. (052)",42,3,,,11,7,12,4,5
"Comercio al por mayor (053)",75,4,1,13,20,6,19,3,9
"Comercio al por menor (054)",1773,114,1,403,587,191,309,62,106
"Hoteles y restaurantes (055)",749,45,3,179,268,80,108,26,40
"Trans., almac. y comunicaciones (056)",228,3,,13,68,39,73,11,21
"Intermediación financiera (057)",38,,,,6,2,14,8,8
"Activid.inmobil., empres. y de alquiler (058)",223,1,,8,41,29,86,11,47
"Admin.pub. y defensa; p. segur.soc.afil (059)",190,3,,4,31,21,81,12,38
"Enseñanza (060)",609,,,2,34,40,272,23,238
"Servicios sociales y de salud (061)",193,3,,4,26,18,68,12,62
"Otras activ. serv.comun.soc y personales (062)",427,8,3,47,67,37,73,10,182
"Hogares privados con servicio doméstico (063)",340,11,1,76,153,31,46,10,12
"Actividad economica no especificada (065)",225,12,,40,62,22,52,13,24
,,,,,,,,,
"URBANA (066)",18750,659,19,3188,6818,1763,3121,810,2372
"Agric., ganadería, caza y silvicultura (067)",4828,349,3,1495,2018,304,308,125,226
"Pesca (068)",838,9,2,122,493,67,87,34,24
"Explotación de minas y canteras (069)",105,1,,9,45,11,24,6,9
"Industrias manufactureras (070)",1047,28,,139,427,133,209,36,75
"Suministro de electricidad, gas y agua (071)",55,,,8,21,4,8,2,12
"Construcción (072)",1017,23,1,181,529,97,109,26,51
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3230,129,4,568,1136,371,585,168,269
"Venta, mant.y rep. veh.autom.y motoc. (074)",513,3,,26,196,63,133,38,54
"Comercio al por mayor (075)",162,3,1,18,40,27,34,10,29
"Comercio al por menor (076)",2555,123,3,524,900,281,418,120,186
"Hoteles y restaurantes (077)",997,49,3,212,353,108,161,51,60
"Trans., almac. y comunicaciones (078)",1961,18,1,146,823,254,441,114,164
"Intermediación financiera (079)",68,,,1,10,3,22,15,17
"Activid.inmobil., empres. y de alquiler (080)",817,8,1,42,212,97,228,53,176
"Admin.pub. y defensa; p. segur.soc.afil (081)",645,4,,28,186,65,212,42,108
"Enseñanza (082)",895,,,4,58,63,378,43,349
"Servicios sociales y de salud (083)",280,2,,4,27,29,94,16,108
"Otras activ. serv.comun.soc y personales (084)",915,15,3,80,199,88,126,42,362
"Hogares privados con servicio doméstico (085)",369,11,1,83,163,32,53,13,13
"Actividad economica no especificada (087)",683,13,,66,118,37,76,24,349
"Hombres (088)",11770,209,12,1807,4781,1124,1760,568,1509
"Agric., ganadería, caza y silvicultura (089)",3123,100,3,909,1423,221,204,94,169
"Pesca (090)",806,9,2,113,475,67,83,34,23
"Explotación de minas y canteras (091)",101,1,,9,44,11,22,6,8
"Industrias manufactureras (092)",809,23,,114,341,96,152,27,56
"Suministro de electricidad, gas y agua (093)",51,,,8,21,4,5,2,11
"Construcción (094)",980,22,1,175,512,95,104,25,46
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1404,15,3,171,541,168,255,100,151
"Venta, mant.y rep. veh.autom.y motoc. (096)",472,1,,26,185,56,121,34,49
"Comercio al por mayor (097)",91,,,6,22,21,15,7,20
"Comercio al por menor (098)",841,14,3,139,334,91,119,59,82
"Hoteles y restaurantes (099)",269,5,,37,97,30,55,25,20
"Trans., almac. y comunicaciones (100)",1736,15,1,133,757,215,369,103,143
"Intermediación financiera (101)",30,,,1,4,1,8,7,9
"Activid.inmobil., empres. y de alquiler (102)",599,7,1,34,173,70,142,42,130
"Admin.pub. y defensa; p. segur.soc.afil (103)",466,1,,25,158,44,133,31,74
"Enseñanza (104)",298,,,2,25,24,112,20,115
"Servicios sociales y de salud (105)",97,,,,4,11,29,6,47
"Otras activ. serv.comun.soc y personales (106)",499,8,1,37,136,51,54,32,180
"Hogares privados con servicio doméstico (107)",35,1,,12,10,1,7,3,1
"Actividad economica no especificada (109)",467,2,,27,60,15,26,11,326
"Mujeres (110)",6980,450,7,1381,2037,639,1361,242,863
"Agric., ganadería, caza y silvicultura (111)",1705,249,,586,595,83,104,31,57
"Pesca (112)",32,,,9,18,,4,,1
"Explotación de minas y canteras (113)",4,,,,1,,2,,1
"Industrias manufactureras (114)",238,5,,25,86,37,57,9,19
"Suministro de electricidad, gas y agua (115)",4,,,,,,3,,1
"Construcción (116)",37,1,,6,17,2,5,1,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1826,114,1,397,595,203,330,68,118
"Venta, mant.y rep. veh.autom.y motoc. (118)",41,2,,,11,7,12,4,5
"Comercio al por mayor (119)",71,3,1,12,18,6,19,3,9
"Comercio al por menor (120)",1714,109,,385,566,190,299,61,104
"Hoteles y restaurantes (121)",728,44,3,175,256,78,106,26,40
"Trans., almac. y comunicaciones (122)",225,3,,13,66,39,72,11,21
"Intermediación financiera (123)",38,,,,6,2,14,8,8
"Activid.inmobil., empres. y de alquiler (124)",218,1,,8,39,27,86,11,46
"Admin.pub. y defensa; p. segur.soc.afil (125)",179,3,,3,28,21,79,11,34
"Enseñanza (126)",597,,,2,33,39,266,23,234
"Servicios sociales y de salud (127)",183,2,,4,23,18,65,10,61
"Otras activ. serv.comun.soc y personales (128)",416,7,2,43,63,37,72,10,182
"Hogares privados con servicio doméstico (129)",334,10,1,71,153,31,46,10,12
"Actividad economica no especificada (131)",216,11,,39,58,22,50,13,23
,,,,,,,,,
"RURAL (132)",2521,179,4,605,943,187,312,107,184
"Agric., ganadería, caza y silvicultura (133)",1655,151,2,516,658,104,102,54,68
"Pesca (134)",196,10,,11,61,24,50,22,18
"Explotación de minas y canteras (135)",111,,,6,18,17,29,8,33
"Industrias manufactureras (136)",108,2,,9,42,10,21,5,19
"Suministro de electricidad, gas y agua (137)",3,,,1,,,2,,
"Construcción (138)",30,,,3,9,5,6,2,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",110,8,1,25,43,4,20,4,5
"Venta, mant.y rep. veh.autom.y motoc. (140)",17,1,,,5,1,7,2,1
"Comercio al por mayor (141)",6,2,,1,3,,,,
"Comercio al por menor (142)",87,5,1,24,35,3,13,2,4
"Hoteles y restaurantes (143)",36,1,,5,17,3,4,1,5
"Trans., almac. y comunicaciones (144)",53,,,6,30,2,10,5,
"Intermediación financiera (145)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (146)",56,3,,,23,9,14,2,5
"Admin.pub. y defensa; p. segur.soc.afil (147)",80,,,3,20,7,38,1,11
"Enseñanza (148)",18,,,,2,1,6,,9
"Servicios sociales y de salud (149)",12,1,,,3,,4,2,2
"Otras activ. serv.comun.soc y personales (150)",27,1,1,10,10,,3,1,1
"Hogares privados con servicio doméstico (151)",9,1,,6,2,,,,
"Actividad economica no especificada (153)",16,1,,4,5,1,2,,3
"Hombres (154)",1857,97,2,379,729,150,252,98,150
"Agric., ganadería, caza y silvicultura (155)",1156,82,2,327,500,74,69,49,53
"Pesca (156)",195,10,,10,61,24,50,22,18
"Explotación de minas y canteras (157)",111,,,6,18,17,29,8,33
"Industrias manufactureras (158)",97,1,,7,41,9,21,5,13
"Suministro de electricidad, gas y agua (159)",3,,,1,,,2,,
"Construcción (160)",29,,,3,8,5,6,2,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",46,1,,6,20,3,10,3,3
"Venta, mant.y rep. veh.autom.y motoc. (162)",16,,,,5,1,7,2,1
"Comercio al por mayor (163)",2,1,,,1,,,,
"Comercio al por menor (164)",28,,,6,14,2,3,1,2
"Hoteles y restaurantes (165)",15,,,1,5,1,2,1,5
"Trans., almac. y comunicaciones (166)",50,,,6,28,2,9,5,
"Intermediación financiera (167)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (168)",51,3,,,21,7,14,2,4
"Admin.pub. y defensa; p. segur.soc.afil (169)",69,,,2,17,7,36,,7
"Enseñanza (170)",6,,,,1,,,,5
"Servicios sociales y de salud (171)",2,,,,,,1,,1
"Otras activ. serv.comun.soc y personales (172)",16,,,6,6,,2,1,1
"Hogares privados con servicio doméstico (173)",3,,,1,2,,,,
"Actividad economica no especificada (175)",7,,,3,1,1,,,2
"Mujeres (176)",664,82,2,226,214,37,60,9,34
"Agric., ganadería, caza y silvicultura (177)",499,69,,189,158,30,33,5,15
"Pesca (178)",1,,,1,,,,,
"Industrias manufactureras (180)",11,1,,2,1,1,,,6
"Construcción (182)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",64,7,1,19,23,1,10,1,2
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,1,,,,,,,
"Comercio al por mayor (185)",4,1,,1,2,,,,
"Comercio al por menor (186)",59,5,1,18,21,1,10,1,2
"Hoteles y restaurantes (187)",21,1,,4,12,2,2,,
"Trans., almac. y comunicaciones (188)",3,,,,2,,1,,
"Activid.inmobil., empres. y de alquiler (190)",5,,,,2,2,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,,,1,3,,2,1,4
"Enseñanza (192)",12,,,,1,1,6,,4
"Servicios sociales y de salud (193)",10,1,,,3,,3,2,1
"Otras activ. serv.comun.soc y personales (194)",11,1,1,4,4,,1,,
"Hogares privados con servicio doméstico (195)",6,1,,5,,,,,
"Actividad economica no especificada (197)",9,1,,1,4,,2,,1
