"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",4192,,,,797,1732,817,796,50
"Superior no univ. completo (036)",3933,,,,,1530,1224,1084,95
"Superior univ. incompleto (037)",2955,,,,367,1211,644,658,75
"Superior univ. completo (038)",4970,,,,,1172,1721,1927,150
"Hombres (040)",46106,2103,6073,6305,5500,8267,6627,9442,1789
"Sin nivel (041)",3865,2103,662,66,72,93,194,405,270
"Educación inicial (042)",1416,,1324,61,9,14,8,,
"Primaria (043)",14466,,4087,3756,553,984,1346,2881,859
"Secundaria (044)",17813,,,2422,4291,4444,2842,3435,379
"Superior no univ. incompleto (045)",2242,,,,387,851,475,489,40
"Superior no univ. completo (046)",1917,,,,,691,561,597,68
"Superior univ. incompleto (047)",1722,,,,188,632,374,467,61
"Superior univ. completo (048)",2665,,,,,558,827,1168,112
"Mujeres (050)",44618,1951,5758,5998,5302,8394,7169,8468,1578
"Sin nivel (051)",5423,1951,510,51,44,134,506,1508,719
"Educación inicial (052)",1423,,1315,40,7,28,33,,
"Primaria (053)",15012,,3933,3595,496,1274,2091,3054,569
"Secundaria (054)",15256,,,2312,4166,4045,2370,2162,201
"Superior no univ. incompleto (055)",1950,,,,410,881,342,307,10
"Superior no univ. completo (056)",2016,,,,,839,663,487,27
"Superior univ. incompleto (057)",1233,,,,179,579,270,191,14
"Superior univ. completo (058)",2305,,,,,614,894,759,38
,,,,,,,,,
"RURAL (060)",67622,3736,9573,8636,7183,12594,9262,13298,3340
"Sin nivel (061)",12522,3736,1741,172,142,440,1330,3432,1529
"Educación inicial (062)",1443,,1374,12,8,25,24,,
"Primaria (063)",30956,,6458,6264,1964,4405,4050,6372,1443
"Secundaria (064)",19017,,,2188,4766,6280,2925,2601,257
"Superior no univ. incompleto (065)",1226,,,,208,583,209,205,21
"Superior no univ. completo (066)",997,,,,,414,299,260,24
"Superior univ. incompleto (067)",595,,,,95,240,122,121,17
"Superior univ. completo (068)",866,,,,,207,303,307,49
"Hombres (070)",37703,1849,4983,4523,3983,7194,5265,7833,2073
"Sin nivel (071)",5470,1849,973,97,72,146,486,1195,652
"Educación inicial (072)",690,,673,2,2,11,2,,
"Primaria (073)",17197,,3337,3244,1059,2290,2143,4013,1111
"Secundaria (074)",11977,,,1180,2703,3874,2038,1962,220
"Superior no univ. incompleto (075)",744,,,,101,344,141,145,13
"Superior no univ. completo (076)",648,,,,,258,191,184,15
"Superior univ. incompleto (077)",389,,,,46,145,75,107,16
"Superior univ. completo (078)",588,,,,,126,189,227,46
"Mujeres (080)",29919,1887,4590,4113,3200,5400,3997,5465,1267
"Sin nivel (081)",7052,1887,768,75,70,294,844,2237,877
"Educación inicial (082)",753,,701,10,6,14,22,,
"Primaria (083)",13759,,3121,3020,905,2115,1907,2359,332
"Secundaria (084)",7040,,,1008,2063,2406,887,639,37
"Superior no univ. incompleto (085)",482,,,,107,239,68,60,8
"Superior no univ. completo (086)",349,,,,,156,108,76,9
"Superior univ. incompleto (087)",206,,,,49,95,47,14,1
"Superior univ. completo (088)",278,,,,,81,114,80,3
