"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHANCHAMAYO (000)",158346,7790,21404,20939,17985,29255,23058,31208,6707
"Sin nivel (001)",21810,7790,2913,289,258,667,2030,5345,2518
"Educación inicial (002)",4282,,4013,113,24,67,65,,
"Primaria (003)",60434,,14478,13615,3013,6663,7487,12307,2871
"Secundaria (004)",52086,,,6922,13223,14769,8137,8198,837
"Superior no univ. incompleto (005)",5418,,,,1005,2315,1026,1001,71
"Superior no univ. completo (006)",4930,,,,,1944,1523,1344,119
"Superior univ. incompleto (007)",3550,,,,462,1451,766,779,92
"Superior univ. completo (008)",5836,,,,,1379,2024,2234,199
"Hombres (010)",83809,3952,11056,10828,9483,15461,11892,17275,3862
"Sin nivel (011)",9335,3952,1635,163,144,239,680,1600,922
"Educación inicial (012)",2106,,1997,63,11,25,10,,
"Primaria (013)",31663,,7424,7000,1612,3274,3489,6894,1970
"Secundaria (014)",29790,,,3602,6994,8318,4880,5397,599
"Superior no univ. incompleto (015)",2986,,,,488,1195,616,634,53
"Superior no univ. completo (016)",2565,,,,,949,752,781,83
"Superior univ. incompleto (017)",2111,,,,234,777,449,574,77
"Superior univ. completo (018)",3253,,,,,684,1016,1395,158
"Mujeres (020)",74537,3838,10348,10111,8502,13794,11166,13933,2845
"Sin nivel (021)",12475,3838,1278,126,114,428,1350,3745,1596
"Educación inicial (022)",2176,,2016,50,13,42,55,,
"Primaria (023)",28771,,7054,6615,1401,3389,3998,5413,901
"Secundaria (024)",22296,,,3320,6229,6451,3257,2801,238
"Superior no univ. incompleto (025)",2432,,,,517,1120,410,367,18
"Superior no univ. completo (026)",2365,,,,,995,771,563,36
"Superior univ. incompleto (027)",1439,,,,228,674,317,205,15
"Superior univ. completo (028)",2583,,,,,695,1008,839,41
,,,,,,,,,
"URBANA (030)",90724,4054,11831,12303,10802,16661,13796,17910,3367
"Sin nivel (031)",9288,4054,1172,117,116,227,700,1913,989
"Educación inicial (032)",2839,,2639,101,16,42,41,,
"Primaria (033)",29478,,8020,7351,1049,2258,3437,5935,1428
"Secundaria (034)",33069,,,4734,8457,8489,5212,5597,580
