"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3992,775,621,1857,22,501,53,163
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",35,35,,,,,,
"Profes., científicos e intelectuales (002)",472,434,,38,,,,
"Técnicos de nivel medio y trab. asimilados (003)",108,70,,33,3,2,,
"Jefes y empleados de oficina (004)",117,115,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",357,27,3,278,3,46,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1049,,,1038,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",318,,55,254,2,7,,
"Obreros construc.,conf.,papel, fab., instr. (008)",157,11,69,75,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",1052,52,452,76,,419,53,
"Otra (010)",9,9,,,,,,
"Ocupación no especificada (011)",155,22,42,63,1,27,,
"Desocupado (012)",163,,,,,,,163
"Hombres (013)",2716,410,547,1359,14,252,4,130
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",24,24,,,,,,
"Profes., científicos e intelectuales (015)",228,213,,15,,,,
"Técnicos de nivel medio y trab. asimilados (016)",65,37,,25,2,1,,
"Jefes y empleados de oficina (017)",63,63,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",116,8,2,95,1,10,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",874,,,868,6,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",284,,55,224,2,3,,
"Obreros construc.,conf.,papel, fab., instr. (021)",153,11,69,71,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",677,30,389,27,,227,4,
"Otra (023)",9,9,,,,,,
"Ocupación no especificada (024)",93,15,32,34,1,11,,
"Desocupado (025)",130,,,,,,,130
"Mujeres (026)",1276,365,74,498,8,249,49,33
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,11,,,,,,
"Profes., científicos e intelectuales (028)",244,221,,23,,,,
"Técnicos de nivel medio y trab. asimilados (029)",43,33,,8,1,1,,
"Jefes y empleados de oficina (030)",54,52,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",241,19,1,183,2,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",175,,,170,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",34,,,30,,4,,
"Obreros construc.,conf.,papel, fab., instr. (034)",4,,,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",375,22,63,49,,192,49,
"Ocupación no especificada (037)",62,7,10,29,,16,,
"Desocupado (038)",33,,,,,,,33
,,,,,,,,
"URBANA (039)",2895,691,419,1342,19,305,47,72
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",23,23,,,,,,
"Profes., científicos e intelectuales (041)",420,389,,31,,,,
"Técnicos de nivel medio y trab. asimilados (042)",95,63,,27,3,2,,
"Jefes y empleados de oficina (043)",115,113,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",302,25,3,232,3,39,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",665,,,656,9,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",280,,50,222,1,7,,
"Obreros construc.,conf.,papel, fab., instr. (047)",132,9,59,62,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",683,44,285,68,,239,47,
"Otra (049)",9,9,,,,,,
"Ocupación no especificada (050)",99,16,22,42,1,18,,
"Desocupado (051)",72,,,,,,,72
"Hombres (052)",1884,361,375,943,12,133,4,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",16,16,,,,,,
"Profes., científicos e intelectuales (054)",197,188,,9,,,,
"Técnicos de nivel medio y trab. asimilados (055)",58,34,,21,2,1,,
"Jefes y empleados de oficina (056)",62,62,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",94,7,2,78,1,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",541,,,536,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",248,,50,194,1,3,,
"Obreros construc.,conf.,papel, fab., instr. (060)",128,9,59,58,2,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",417,25,249,23,,116,4,
"Otra (062)",9,9,,,,,,
"Ocupación no especificada (063)",58,11,15,24,1,7,,
"Desocupado (064)",56,,,,,,,56
"Mujeres (065)",1011,330,44,399,7,172,43,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",7,7,,,,,,
"Profes., científicos e intelectuales (067)",223,201,,22,,,,
"Técnicos de nivel medio y trab. asimilados (068)",37,29,,6,1,1,,
"Jefes y empleados de oficina (069)",53,51,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",208,18,1,154,2,33,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",124,,,120,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",32,,,28,,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",4,,,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",266,19,36,45,,123,43,
"Ocupación no especificada (076)",41,5,7,18,,11,,
"Desocupado (077)",16,,,,,,,16
,,,,,,,,
"RURAL (078)",1097,84,202,515,3,196,6,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",12,12,,,,,,
"Profes., científicos e intelectuales (080)",52,45,,7,,,,
"Técnicos de nivel medio y trab. asimilados (081)",13,7,,6,,,,
"Jefes y empleados de oficina (082)",2,2,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",55,2,,46,,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",384,,,382,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",38,,5,32,1,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",25,2,10,13,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",369,8,167,8,,180,6,
"Ocupación no especificada (089)",56,6,20,21,,9,,
"Desocupado (090)",91,,,,,,,91
"Hombres (091)",832,49,172,416,2,119,,74
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",8,8,,,,,,
"Profes., científicos e intelectuales (093)",31,25,,6,,,,
"Técnicos de nivel medio y trab. asimilados (094)",7,3,,4,,,,
"Jefes y empleados de oficina (095)",1,1,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",22,1,,17,,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",333,,,332,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",36,,5,30,1,,,
"Obreros construc.,conf.,papel, fab., instr. (099)",25,2,10,13,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (100)",260,5,140,4,,111,,
