"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LUCANAS (000)",49226,7286,8168,8710,7661,5824,11577
"Conviviente (001)",11549,180,2240,4173,2545,1278,1133
"Separado(a) (002)",1356,7,123,286,310,257,373
"Casado(a) (003)",16009,20,289,1826,3575,3508,6791
"Viudo(a) (004)",3200,1,9,47,218,303,2622
"Divorciado(a) (005)",212,,6,25,37,34,110
"Soltero(a) (006)",16900,7078,5501,2353,976,444,548
"Hombres (008)",25279,3792,4297,4555,3973,3000,5662
"Conviviente (009)",5932,70,859,2216,1416,735,636
"Separado(a) (010)",489,2,14,72,109,107,185
"Casado(a) (011)",8243,14,90,819,1756,1787,3777
"Viudo(a) (012)",897,1,1,17,76,80,722
"Divorciado(a) (013)",109,,4,12,18,20,55
"Soltero(a) (014)",9609,3705,3329,1419,598,271,287
"Mujeres (016)",23947,3494,3871,4155,3688,2824,5915
"Conviviente (017)",5617,110,1381,1957,1129,543,497
"Separado(a) (018)",867,5,109,214,201,150,188
"Casado(a) (019)",7766,6,199,1007,1819,1721,3014
"Viudo(a) (020)",2303,,8,30,142,223,1900
"Divorciado(a) (021)",103,,2,13,19,14,55
"Soltero(a) (022)",7291,3373,2172,934,378,173,261
,,,,,,,
"URBANA (024)",29268,4634,4830,5113,4647,3360,6684
"Conviviente (025)",5667,93,1103,2190,1264,570,447
"Separado(a) (026)",798,4,78,183,192,156,185
"Casado(a) (027)",10087,14,174,1190,2428,2203,4078
"Viudo(a) (028)",1907,,6,30,116,162,1593
"Divorciado(a) (029)",142,,3,13,31,23,72
"Soltero(a) (030)",10667,4523,3466,1507,616,246,309
"Hombres (032)",14433,2405,2439,2492,2292,1681,3124
"Conviviente (033)",2784,47,394,1105,682,317,239
"Separado(a) (034)",248,2,8,43,59,55,81
"Casado(a) (035)",5097,9,52,496,1170,1130,2240
"Viudo(a) (036)",482,,1,10,36,39,396
"Divorciado(a) (037)",66,,2,6,14,11,33
"Soltero(a) (038)",5756,2347,1982,832,331,129,135
"Mujeres (040)",14835,2229,2391,2621,2355,1679,3560
"Conviviente (041)",2883,46,709,1085,582,253,208
"Separado(a) (042)",550,2,70,140,133,101,104
"Casado(a) (043)",4990,5,122,694,1258,1073,1838
"Viudo(a) (044)",1425,,5,20,80,123,1197
"Divorciado(a) (045)",76,,1,7,17,12,39
"Soltero(a) (046)",4911,2176,1484,675,285,117,174
,,,,,,,
"RURAL (048)",19958,2652,3338,3597,3014,2464,4893
"Conviviente (049)",5882,87,1137,1983,1281,708,686
"Separado(a) (050)",558,3,45,103,118,101,188
"Casado(a) (051)",5922,6,115,636,1147,1305,2713
"Viudo(a) (052)",1293,1,3,17,102,141,1029
"Divorciado(a) (053)",70,,3,12,6,11,38
"Soltero(a) (054)",6233,2555,2035,846,360,198,239
"Hombres (056)",10846,1387,1858,2063,1681,1319,2538
"Conviviente (057)",3148,23,465,1111,734,418,397
"Separado(a) (058)",241,,6,29,50,52,104
"Casado(a) (059)",3146,5,38,323,586,657,1537
"Viudo(a) (060)",415,1,,7,40,41,326
"Divorciado(a) (061)",43,,2,6,4,9,22
"Soltero(a) (062)",3853,1358,1347,587,267,142,152
"Mujeres (064)",9112,1265,1480,1534,1333,1145,2355
"Conviviente (065)",2734,64,672,872,547,290,289
"Separado(a) (066)",317,3,39,74,68,49,84
"Casado(a) (067)",2776,1,77,313,561,648,1176
"Viudo(a) (068)",878,,3,10,62,100,703
"Divorciado(a) (069)",27,,1,6,2,2,16
"Soltero(a) (070)",2380,1197,688,259,93,56,87
