"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PALLASCA (000)",29454,14886,14568,15229,7597,7632,14225,7289,6936
"Menores de 1 año (001)",815,409,406,363,165,198,452,244,208
"Menores de 1 mes (002)",89,47,42,27,13,14,62,34,28
"De 1 a 11 meses (003)",726,362,364,336,152,184,390,210,180
"De 1 a 4 años (004)",2925,1486,1439,1377,706,671,1548,780,768
"1 año (005)",682,343,339,330,163,167,352,180,172
"2 años (006)",810,394,416,374,176,198,436,218,218
"3 años (007)",770,384,386,370,193,177,400,191,209
"4 años (008)",663,365,298,303,174,129,360,191,169
"De 5 a 9 años (009)",3463,1772,1691,1642,851,791,1821,921,900
"5 años (010)",658,343,315,318,176,142,340,167,173
"6 años (011)",686,331,355,322,156,166,364,175,189
"7 años (012)",675,343,332,326,167,159,349,176,173
"8 años (013)",697,343,354,328,159,169,369,184,185
"9 años (014)",747,412,335,348,193,155,399,219,180
"De 10 a 14 años (015)",3891,1954,1937,1978,975,1003,1913,979,934
"10 años (016)",759,362,397,385,178,207,374,184,190
"11 años (017)",731,366,365,338,174,164,393,192,201
"12 años (018)",820,417,403,403,194,209,417,223,194
"13 años (019)",761,394,367,406,206,200,355,188,167
"14 años (020)",820,415,405,446,223,223,374,192,182
"De 15 a 19 años (021)",2762,1380,1382,1448,726,722,1314,654,660
"15 años (022)",749,378,371,414,206,208,335,172,163
"16 años (023)",619,302,317,343,162,181,276,140,136
"17 años (024)",560,280,280,292,142,150,268,138,130
"18 años (025)",462,230,232,214,113,101,248,117,131
"19 años (026)",372,190,182,185,103,82,187,87,100
"De 20 a 24 años (027)",2040,1083,957,1048,566,482,992,517,475
"20 años (028)",409,217,192,199,113,86,210,104,106
"21 años (029)",389,203,186,190,99,91,199,104,95
"22 años (030)",422,221,201,212,110,102,210,111,99
"23 años (031)",412,218,194,222,119,103,190,99,91
"24 años (032)",408,224,184,225,125,100,183,99,84
"De 25 a 29 años (033)",1820,970,850,922,486,436,898,484,414
"25 años (034)",371,194,177,192,96,96,179,98,81
"26 años (035)",331,184,147,164,88,76,167,96,71
"27 años (036)",413,227,186,222,124,98,191,103,88
"28 años (037)",361,191,170,166,87,79,195,104,91
"29 años (038)",344,174,170,178,91,87,166,83,83
"De 30 a 34 años (039)",1747,905,842,933,487,446,814,418,396
"30 años (040)",417,238,179,210,120,90,207,118,89
"31 años (041)",306,151,155,158,82,76,148,69,79
"32 años (042)",372,181,191,196,95,101,176,86,90
"33 años (043)",336,181,155,185,95,90,151,86,65
"34 años (044)",316,154,162,184,95,89,132,59,73
"De 35 a 39 años (045)",1668,848,820,887,433,454,781,415,366
"35 años (046)",334,165,169,190,91,99,144,74,70
