"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia JORGE BASADRE (000)",3115,6512,6103,,108,93.7,1.7
"De 12 a 14 años (001)",208,1,1,,,100,
"De 15 a 19 años (002)",278,42,41,6,97.6,14.3,
"De 20 a 24 años (003)",376,262,260,27,99.2,10.3,
"De 25 a 29 años (004)",415,488,474,34,97.1,7,
"De 30 a 34 años (005)",380,667,653,22,97.9,3.3,
"De 35 a 39 años (006)",329,781,748,15,95.8,1.9,
"De 40 a 44 años (007)",271,696,673,3,96.7,0.4,
"De 45 a 49 años (008)",224,691,670,1,97,0.1,
"De 50 y más años (009)",634,2884,2583,,89.6,,
"Sin nivel (010)",323,1481,1299,3,87.7,0.2,
"De 12 a 14 años (011)",4,,,,,,
"De 15 a 19 años (012)",4,1,1,,100,,
"De 20 a 24 años (013)",6,6,6,,100,,
"De 25 a 29 años (014)",1,,,,,,
"De 30 a 34 años (015)",28,65,65,1,100,1.5,
"De 35 a 39 años (016)",22,70,68,2,97.1,2.9,
"De 40 a 44 años (017)",19,63,60,,95.2,,
"De 45 a 49 años (018)",28,114,108,,94.7,,
"De 50 y más años (019)",211,1162,991,,85.3,,
"Educacion Inicial (020)",9,2,2,,100,,
"De 12 a 14 años (021)",8,,,,,,
"De 30 a 34 años (025)",1,2,2,,100,,
"Primaria (030)",638,1996,1868,15,93.6,0.8,
"De 12 a 14 años (031)",66,1,1,,100,,
"De 15 a 19 años (032)",10,4,4,2,100,50,
"De 20 a 24 años (033)",24,34,34,1,100,2.9,
"De 25 a 29 años (034)",42,76,75,5,98.7,6.6,
"De 30 a 34 años (035)",60,149,145,4,97.3,2.7,
"De 35 a 39 años (036)",78,214,200,1,93.5,0.5,
"De 40 a 44 años (037)",70,197,188,2,95.4,1,
"De 45 a 49 años (038)",62,231,224,,97,,
"De 50 y más años (039)",226,1090,997,,91.5,,
"Secundaria (040)",1144,1531,1479,53,96.6,3.5,
"De 12 a 14 años (041)",130,,,,,,
"De 15 a 19 años (042)",232,33,32,4,97,12.1,
"De 20 a 24 años (043)",178,153,152,18,99.3,11.8,
"De 25 a 29 años (044)",178,253,242,19,95.7,7.5,
"De 30 a 34 años (045)",113,205,201,5,98,2.4,
"De 35 a 39 años (046)",106,268,257,7,95.9,2.6,
