"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUARAL (000)",67997,14666,20212,23709,1813,3210,1826,2561
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",109,94,,,15,,,
"Profes., científicos e intelectuales (002)",4647,3966,,606,60,14,1,
"Técnicos de nivel medio y trab. asimilados (003)",2726,1756,,824,124,20,2,
"Jefes y empleados de oficina (004)",2323,2295,,5,,23,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10837,2996,174,6351,267,1036,13,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7463,37,173,6176,1076,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4282,,2189,1896,103,94,,
"Obreros construc.,conf.,papel, fab., instr. (008)",7835,859,2500,4303,112,60,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",23598,1992,14739,3161,41,1856,1809,
"Otra (010)",286,286,,,,,,
"Ocupación no especificada (011)",1330,385,437,387,15,106,,
"Desocupado (012)",2561,,,,,,,2561
"Hombres (013)",44817,8069,16014,16115,1423,1428,66,1702
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",79,69,,,10,,,
"Profes., científicos e intelectuales (015)",2081,1644,,385,43,8,1,
"Técnicos de nivel medio y trab. asimilados (016)",1685,1000,,585,86,14,,
"Jefes y empleados de oficina (017)",1084,1069,,3,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",4787,1728,77,2638,130,213,1,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6336,33,171,5198,933,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3640,,1892,1579,90,79,,
"Obreros construc.,conf.,papel, fab., instr. (021)",7518,843,2388,4128,107,51,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",14927,1246,11190,1403,16,1009,63,
"Otra (023)",268,268,,,,,,
"Ocupación no especificada (024)",710,169,296,196,8,41,,
"Desocupado (025)",1702,,,,,,,1702
"Mujeres (026)",23180,6597,4198,7594,390,1782,1760,859
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",30,25,,,5,,,
"Profes., científicos e intelectuales (028)",2566,2322,,221,17,6,,
"Técnicos de nivel medio y trab. asimilados (029)",1041,756,,239,38,6,2,
"Jefes y empleados de oficina (030)",1239,1226,,2,,11,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",6050,1268,97,3713,137,823,12,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1127,4,2,978,143,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",642,,297,317,13,15,,
"Obreros construc.,conf.,papel, fab., instr. (034)",317,16,112,175,5,9,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",8671,746,3549,1758,25,847,1746,
"Otra (036)",18,18,,,,,,
"Ocupación no especificada (037)",620,216,141,191,7,65,,
"Desocupado (038)",859,,,,,,,859
,,,,,,,,
"URBANA (039)",56221,13576,14352,20786,1222,2407,1590,2288
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",99,85,,,14,,,
"Profes., científicos e intelectuales (041)",4346,3714,,560,59,12,1,
"Técnicos de nivel medio y trab. asimilados (042)",2541,1611,,793,116,20,1,
"Jefes y empleados de oficina (043)",2183,2155,,5,,23,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",10130,2779,145,5939,255,999,13,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5134,26,160,4409,538,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",3913,,1972,1797,90,54,,
"Obreros construc.,conf.,papel, fab., instr. (047)",7119,768,2256,3964,100,30,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",16989,1814,9436,2950,37,1178,1574,
"Otra (049)",265,265,,,,,,
"Ocupación no especificada (050)",1214,359,383,369,13,90,,
"Desocupado (051)",2288,,,,,,,2288
"Hombres (052)",36253,7409,11564,13844,897,956,53,1530
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",70,61,,,9,,,
"Profes., científicos e intelectuales (054)",1949,1544,,354,42,8,1,
"Técnicos de nivel medio y trab. asimilados (055)",1583,923,,567,79,14,,
"Jefes y empleados de oficina (056)",1023,1008,,3,,12,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",4468,1581,68,2491,126,201,1,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4266,22,159,3639,445,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",3315,,1702,1496,78,39,,
"Obreros construc.,conf.,papel, fab., instr. (060)",6825,753,2151,3801,95,24,1,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",10345,1117,7228,1308,16,626,50,
"Otra (062)",247,247,,,,,,
"Ocupación no especificada (063)",632,153,256,185,7,31,,
"Desocupado (064)",1530,,,,,,,1530
"Mujeres (065)",19968,6167,2788,6942,325,1451,1537,758
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",29,24,,,5,,,
"Profes., científicos e intelectuales (067)",2397,2170,,206,17,4,,
"Técnicos de nivel medio y trab. asimilados (068)",958,688,,226,37,6,1,
"Jefes y empleados de oficina (069)",1160,1147,,2,,11,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",5662,1198,77,3448,129,798,12,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",868,4,1,770,93,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",598,,270,301,12,15,,
"Obreros construc.,conf.,papel, fab., instr. (073)",294,15,105,163,5,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",6644,697,2208,1642,21,552,1524,
"Otra (075)",18,18,,,,,,
"Ocupación no especificada (076)",582,206,127,184,6,59,,
"Desocupado (077)",758,,,,,,,758
,,,,,,,,
"RURAL (078)",11776,1090,5860,2923,591,803,236,273
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",10,9,,,1,,,
"Profes., científicos e intelectuales (080)",301,252,,46,1,2,,
"Técnicos de nivel medio y trab. asimilados (081)",185,145,,31,8,,1,
"Jefes y empleados de oficina (082)",140,140,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",707,217,29,412,12,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2329,11,13,1767,538,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",369,,217,99,13,40,,
"Obreros construc.,conf.,papel, fab., instr. (086)",716,91,244,339,12,30,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",6609,178,5303,211,4,678,235,
"Otra (088)",21,21,,,,,,
"Ocupación no especificada (089)",116,26,54,18,2,16,,
"Desocupado (090)",273,,,,,,,273
"Hombres (091)",8564,660,4450,2271,526,472,13,172
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,8,,,1,,,
