"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Obreros construc.,conf., papel, fab., instr. (092)",1321,138,449,667,35,32,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",3042,111,1451,216,3,1249,12
"Otra (094)",25,25,,,,,
"Ocupación no especificada (095)",130,21,38,54,,17,
"Mujeres (096)",5767,587,732,2457,63,1753,175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",252,228,,24,,,
"Técnicos de nivel medio y trab. asimilados (099)",70,53,,11,3,2,1
"Jefes y empleados de oficina (100)",51,50,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",760,127,15,524,12,82,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",1193,,,1171,22,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",390,,97,262,4,27,
"Obreros construc.,conf., papel, fab., instr. (104)",229,1,62,115,17,34,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",2669,104,548,277,,1566,174
"Ocupación no especificada (107)",151,22,10,72,5,42,
