"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCAYO (000)",170330,55337,22196,74489,3897,10955,3456
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",422,360,,,62,,
"Profes., científicos e intelectuales (002)",25997,21419,,4124,406,48,
"Técnicos de nivel medio y trab. asimilados (003)",11001,6788,,3523,589,95,6
"Jefes y empleados de oficina (004)",7346,7227,,48,,71,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",32588,8607,278,19306,908,3487,2
"Agricult.trabaj. calif.agrop. y pesqueros (006)",13941,6,53,13266,615,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",17465,,6033,10126,734,572,
"Obreros construc.,conf., papel, fab., instr. (008)",18105,2680,5288,9570,373,194,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",39018,6074,10137,13186,155,6018,3448
"Otra (010)",1278,1278,,,,,
"Ocupación no especificada (011)",3169,898,407,1340,55,469,
"Hombres (012)",98848,29528,18019,44571,2628,3945,157
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",311,269,,,42,,
"Profes., científicos e intelectuales (014)",13419,10246,,2849,309,15,
"Técnicos de nivel medio y trab. asimilados (015)",6994,3989,,2542,415,46,2
"Jefes y empleados de oficina (016)",3268,3229,,16,,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",13209,4515,130,7432,414,718,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",10286,5,37,9787,457,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",13070,,5010,7175,568,317,
"Obreros construc.,conf., papel, fab., instr. (020)",17206,2621,5069,9051,334,131,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",18510,3092,7483,5144,63,2573,155
"Otra (022)",1160,1160,,,,,
"Ocupación no especificada (023)",1415,402,290,575,26,122,
"Mujeres (024)",71482,25809,4177,29918,1269,7010,3299
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",111,91,,,20,,
"Profes., científicos e intelectuales (026)",12578,11173,,1275,97,33,
"Técnicos de nivel medio y trab. asimilados (027)",4007,2799,,981,174,49,4
"Jefes y empleados de oficina (028)",4078,3998,,32,,48,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",19379,4092,148,11874,494,2769,2
"Agricult.trabaj. calif.agrop. y pesqueros (030)",3655,1,16,3479,158,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",4395,,1023,2951,166,255,
"Obreros construc.,conf., papel, fab., instr. (032)",899,59,219,519,39,63,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",20508,2982,2654,8042,92,3445,3293
"Otra (034)",118,118,,,,,
"Ocupación no especificada (035)",1754,496,117,765,29,347,
,,,,,,,
"URBANA (036)",153143,53904,19041,65411,3661,7857,3269
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",403,341,,,62,,
"Profes., científicos e intelectuales (038)",25437,20951,,4034,405,47,
"Técnicos de nivel medio y trab. asimilados (039)",10749,6649,,3427,577,91,5
"Jefes y empleados de oficina (040)",7236,7118,,47,,71,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",31366,8332,257,18501,883,3391,2
"Agricult.trabaj. calif.agrop. y pesqueros (042)",7806,5,39,7252,509,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",16143,,5471,9455,702,515,
"Obreros construc.,conf., papel, fab., instr. (044)",16555,2541,4777,8788,321,128,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",33307,5859,8138,12693,152,3203,3262
"Otra (046)",1253,1253,,,,,
"Ocupación no especificada (047)",2888,855,359,1214,50,410,
"Hombres (048)",87428,28682,15596,37950,2455,2600,145
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",294,252,,,42,,
"Profes., científicos e intelectuales (050)",13111,10006,,2783,308,14,
"Técnicos de nivel medio y trab. asimilados (051)",6812,3903,,2457,406,44,2
"Jefes y empleados de oficina (052)",3209,3170,,16,,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",12747,4367,124,7151,401,704,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",5344,4,23,4944,373,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",12138,,4545,6766,540,287,
"Obreros construc.,conf., papel, fab., instr. (056)",15885,2483,4620,8384,299,99,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",15468,2981,6032,4928,60,1324,143
"Otra (058)",1135,1135,,,,,
"Ocupación no especificada (059)",1285,381,252,521,26,105,
"Mujeres (060)",65715,25222,3445,27461,1206,5257,3124
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",109,89,,,20,,
"Profes., científicos e intelectuales (062)",12326,10945,,1251,97,33,
"Técnicos de nivel medio y trab. asimilados (063)",3937,2746,,970,171,47,3
"Jefes y empleados de oficina (064)",4027,3948,,31,,48,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",18619,3965,133,11350,482,2687,2
"Agricult.trabaj. calif.agrop. y pesqueros (066)",2462,1,16,2308,136,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",4005,,926,2689,162,228,
"Obreros construc.,conf., papel, fab., instr. (068)",670,58,157,404,22,29,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",17839,2878,2106,7765,92,1879,3119
"Otra (070)",118,118,,,,,
"Ocupación no especificada (071)",1603,474,107,693,24,305,
,,,,,,,
"RURAL (072)",17187,1433,3155,9078,236,3098,187
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,19,,,,,
"Profes., científicos e intelectuales (074)",560,468,,90,1,1,
"Técnicos de nivel medio y trab. asimilados (075)",252,139,,96,12,4,1
"Jefes y empleados de oficina (076)",110,109,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1222,275,21,805,25,96,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",6135,1,14,6014,106,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1322,,562,671,32,57,
"Obreros construc.,conf., papel, fab., instr. (080)",1550,139,511,782,52,66,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",5711,215,1999,493,3,2815,186
"Otra (082)",25,25,,,,,
"Ocupación no especificada (083)",281,43,48,126,5,59,
"Hombres (084)",11420,846,2423,6621,173,1345,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",17,17,,,,,
"Profes., científicos e intelectuales (086)",308,240,,66,1,1,
"Técnicos de nivel medio y trab. asimilados (087)",182,86,,85,9,2,
"Jefes y empleados de oficina (088)",59,59,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",462,148,6,281,13,14,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4942,1,14,4843,84,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",932,,465,409,28,30,
