"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MOYOBAMBA (000)",41625,1901,69,19865,12428,1411,3124,782,2045
"Agric., ganadería, caza y silvicultura (001)",22629,1521,47,15025,5579,168,143,67,79
"Pesca (002)",21,4,,10,3,1,1,,2
"Explotación de minas y canteras (003)",14,1,,2,3,1,5,,2
"Industrias manufactureras (004)",1341,20,3,418,644,72,95,35,54
"Suministro de electricidad, gas y agua (005)",91,,,12,30,7,23,5,14
"Construcción (006)",1425,12,2,462,719,71,73,22,64
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4665,101,4,1508,2018,293,428,119,194
"Venta, mant.y rep. veh.autom.y motoc. (008)",507,1,1,91,230,48,88,23,25
"Comercio al por mayor (009)",244,4,,68,99,12,27,7,27
"Comercio al por menor (010)",3914,96,3,1349,1689,233,313,89,142
"Hoteles y restaurantes (011)",1285,44,5,496,524,79,68,41,28
"Trans., almac. y comunicaciones (012)",2187,13,2,553,1180,168,155,60,56
"Intermediación financiera (013)",122,,,,19,16,21,15,51
"Activid.inmobil., empres. y de alquiler (014)",801,1,,49,207,71,167,64,242
"Admin.pub. y defensa; p. segur.soc.afil (015)",1101,4,,55,286,105,298,94,259
"Enseñanza (016)",2299,2,,2,115,167,1244,116,653
"Servicios sociales y de salud (017)",516,1,,20,57,37,145,57,199
"Otras activ. serv.comun.soc y personales (018)",548,9,1,118,199,39,86,39,57
"Hogares privados con servicio doméstico (019)",1321,79,2,629,512,46,37,7,9
"Actividad economica no especificada (021)",1259,89,3,506,333,70,135,41,82
"Hombres (022)",30652,1205,53,15560,9512,827,1677,533,1285
"Agric., ganadería, caza y silvicultura (023)",19960,1120,40,13220,5167,153,129,61,70
"Pesca (024)",17,3,,7,3,1,1,,2
"Explotación de minas y canteras (025)",11,1,,2,2,1,3,,2
"Industrias manufactureras (026)",988,12,3,305,494,51,60,23,40
"Suministro de electricidad, gas y agua (027)",83,,,12,28,5,19,5,14
"Construcción (028)",1374,12,2,441,699,70,68,22,60
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2405,25,3,673,1122,146,228,82,126
"Venta, mant.y rep. veh.autom.y motoc. (030)",460,1,1,82,210,40,79,22,25
"Comercio al por mayor (031)",156,1,,38,76,5,11,5,20
"Comercio al por menor (032)",1789,23,2,553,836,101,138,55,81
"Hoteles y restaurantes (033)",266,3,1,58,130,19,22,19,14
"Trans., almac. y comunicaciones (034)",2021,12,2,542,1099,134,129,59,44
"Intermediación financiera (035)",71,,,,12,7,9,11,32
"Activid.inmobil., empres. y de alquiler (036)",579,1,,41,162,49,105,46,175
"Admin.pub. y defensa; p. segur.soc.afil (037)",727,3,,39,211,47,176,64,187
"Enseñanza (038)",1140,1,,2,54,80,597,62,344
"Servicios sociales y de salud (039)",239,,,13,33,15,55,32,91
"Otras activ. serv.comun.soc y personales (040)",290,2,1,39,121,23,34,29,41
"Hogares privados con servicio doméstico (041)",59,4,,27,20,1,2,3,2
"Actividad economica no especificada (043)",422,6,1,139,155,25,40,15,41
