"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",7,,,,3,,1,1,2
"Industrias manufactureras (048)",68,6,,30,22,2,4,2,2
"Construcción (050)",8,,,2,3,,,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",511,32,1,242,169,14,23,12,18
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,1,,,,,,,1
"Comercio al por mayor (053)",23,2,,8,8,,1,2,2
"Comercio al por menor (054)",486,29,1,234,161,14,22,10,15
"Hoteles y restaurantes (055)",163,7,1,68,70,10,4,2,1
"Trans., almac. y comunicaciones (056)",16,,,1,8,1,2,1,3
"Intermediación financiera (057)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (058)",36,1,,2,11,5,12,2,3
"Admin.pub. y defensa; p. segur.soc.afil (059)",61,,,4,20,6,24,2,5
"Enseñanza (060)",253,,,,13,23,125,18,74
"Servicios sociales y de salud (061)",60,,,1,1,2,27,4,25
"Otras activ. serv.comun.soc y personales (062)",41,2,,13,18,2,5,1,
"Hogares privados con servicio doméstico (063)",179,15,,105,54,2,2,,1
"Actividad economica no especificada (065)",200,27,1,110,42,3,8,5,4
,,,,,,,,,
"URBANA (066)",6248,238,11,2843,1870,242,539,143,362
"Agric., ganadería, caza y silvicultura (067)",2858,162,5,1873,713,30,36,13,26
"Pesca (068)",5,,,2,2,,,1,
"Explotación de minas y canteras (069)",26,,,8,7,4,3,1,3
"Industrias manufactureras (070)",221,5,,85,97,12,11,7,4
"Suministro de electricidad, gas y agua (071)",6,,,3,,,2,,1
"Construcción (072)",299,1,1,92,142,16,16,10,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",942,28,1,362,395,42,50,21,43
"Venta, mant.y rep. veh.autom.y motoc. (074)",61,1,,7,26,7,10,1,9
"Comercio al por mayor (075)",47,1,,17,21,1,2,3,2
"Comercio al por menor (076)",834,26,1,338,348,34,38,17,32
"Hoteles y restaurantes (077)",174,6,1,71,75,11,6,3,1
"Trans., almac. y comunicaciones (078)",354,2,1,80,171,25,35,16,24
"Intermediación financiera (079)",5,,,,,,2,,3
"Activid.inmobil., empres. y de alquiler (080)",153,1,,14,30,22,44,11,31
"Admin.pub. y defensa; p. segur.soc.afil (081)",216,1,,13,54,21,78,16,33
"Enseñanza (082)",379,,,,14,28,199,27,111
"Servicios sociales y de salud (083)",94,,,2,1,6,31,8,46
"Otras activ. serv.comun.soc y personales (084)",110,2,1,30,45,12,13,2,5
"Hogares privados con servicio doméstico (085)",157,12,,90,50,2,2,,1
"Actividad economica no especificada (087)",249,18,1,118,74,11,11,7,9
"Hombres (088)",4341,98,8,2001,1400,176,322,98,238
"Agric., ganadería, caza y silvicultura (089)",2336,87,5,1514,634,27,33,11,25
"Pesca (090)",5,,,2,2,,,1,
"Explotación de minas y canteras (091)",22,,,8,5,4,2,,3
"Industrias manufactureras (092)",164,1,,61,77,11,7,5,2
"Suministro de electricidad, gas y agua (093)",6,,,3,,,2,,1
"Construcción (094)",292,1,1,90,140,16,16,10,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",485,5,,143,237,29,28,12,31
"Venta, mant.y rep. veh.autom.y motoc. (096)",60,1,,7,26,7,10,1,8
"Comercio al por mayor (097)",28,,,10,15,1,1,1,
"Comercio al por menor (098)",397,4,,126,196,21,17,10,23
"Hoteles y restaurantes (099)",30,,,13,12,1,2,1,1
"Trans., almac. y comunicaciones (100)",339,2,1,79,164,24,33,15,21
"Intermediación financiera (101)",3,,,,,,2,,1
"Activid.inmobil., empres. y de alquiler (102)",120,,,12,21,17,33,9,28
"Admin.pub. y defensa; p. segur.soc.afil (103)",157,1,,9,34,15,55,14,29
"Enseñanza (104)",156,,,,8,9,83,11,45
"Servicios sociales y de salud (105)",45,,,1,,5,11,5,23
"Otras activ. serv.comun.soc y personales (106)",72,,1,18,28,10,9,1,5
"Hogares privados con servicio doméstico (107)",1,,,,1,,,,
"Actividad economica no especificada (109)",108,1,,48,37,8,6,3,5
"Mujeres (110)",1907,140,3,842,470,66,217,45,124
"Agric., ganadería, caza y silvicultura (111)",522,75,,359,79,3,3,2,1
"Explotación de minas y canteras (113)",4,,,,2,,1,1,
"Industrias manufactureras (114)",57,4,,24,20,1,4,2,2
"Construcción (116)",7,,,2,2,,,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",457,23,1,219,158,13,22,9,12
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,,,,,1
"Comercio al por mayor (119)",19,1,,7,6,,1,2,2
"Comercio al por menor (120)",437,22,1,212,152,13,21,7,9
"Hoteles y restaurantes (121)",144,6,1,58,63,10,4,2,
"Trans., almac. y comunicaciones (122)",15,,,1,7,1,2,1,3
"Intermediación financiera (123)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (124)",33,1,,2,9,5,11,2,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",59,,,4,20,6,23,2,4
"Enseñanza (126)",223,,,,6,19,116,16,66
"Servicios sociales y de salud (127)",49,,,1,1,1,20,3,23
"Otras activ. serv.comun.soc y personales (128)",38,2,,12,17,2,4,1,
"Hogares privados con servicio doméstico (129)",156,12,,90,49,2,2,,1
"Actividad economica no especificada (131)",141,17,1,70,37,3,5,4,4
,,,,,,,,,
"RURAL (132)",3789,400,5,2368,714,33,78,52,139
"Agric., ganadería, caza y silvicultura (133)",3114,356,4,2093,514,14,33,26,74
"Pesca (134)",4,,,4,,,,,
"Explotación de minas y canteras (135)",41,,,7,23,3,1,,7
"Industrias manufactureras (136)",53,5,,23,18,1,,3,3
"Construcción (138)",115,4,,56,45,,4,1,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",127,15,,59,26,4,6,5,12
"Venta, mant.y rep. veh.autom.y motoc. (140)",14,3,,1,3,1,3,,3
"Comercio al por mayor (141)",11,1,,5,5,,,,
"Comercio al por menor (142)",102,11,,53,18,3,3,5,9
"Hoteles y restaurantes (143)",25,1,,12,9,1,1,,1
"Trans., almac. y comunicaciones (144)",85,5,1,31,36,3,1,2,6
"Activid.inmobil., empres. y de alquiler (146)",28,,,8,12,1,2,1,4
"Admin.pub. y defensa; p. segur.soc.afil (147)",30,,,12,10,,2,3,3
"Enseñanza (148)",46,,,,7,5,14,4,16
"Servicios sociales y de salud (149)",16,,,,,1,8,3,4
"Otras activ. serv.comun.soc y personales (150)",10,,,1,2,,2,2,3
"Hogares privados con servicio doméstico (151)",24,3,,15,5,,,1,
"Actividad economica no especificada (153)",71,11,,47,7,,4,1,1
"Hombres (154)",3164,288,4,2003,639,25,50,41,114
"Agric., ganadería, caza y silvicultura (155)",2709,269,3,1823,482,13,28,22,69
"Pesca (156)",4,,,4,,,,,
"Explotación de minas y canteras (157)",38,,,7,22,3,1,,5
"Industrias manufactureras (158)",42,3,,17,16,,,3,3
"Construcción (160)",114,4,,56,44,,4,1,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",73,6,,36,15,3,5,2,6
"Venta, mant.y rep. veh.autom.y motoc. (162)",13,2,,1,3,1,3,,3
"Comercio al por mayor (163)",7,,,4,3,,,,
"Comercio al por menor (164)",53,4,,31,9,2,2,2,3
"Hoteles y restaurantes (165)",6,,,2,2,1,1,,
"Trans., almac. y comunicaciones (166)",84,5,1,31,35,3,1,2,6
"Activid.inmobil., empres. y de alquiler (168)",25,,,8,10,1,1,1,4
"Admin.pub. y defensa; p. segur.soc.afil (169)",28,,,12,10,,1,3,2
"Enseñanza (170)",16,,,,,1,5,2,8
"Servicios sociales y de salud (171)",5,,,,,,1,2,2
"Otras activ. serv.comun.soc y personales (172)",7,,,,1,,1,2,3
"Hogares privados con servicio doméstico (173)",1,,,,,,,1,
"Actividad economica no especificada (175)",12,1,,7,2,,1,,1
"Mujeres (176)",625,112,1,365,75,8,28,11,25
"Agric., ganadería, caza y silvicultura (177)",405,87,1,270,32,1,5,4,5
"Explotación de minas y canteras (179)",3,,,,1,,,,2
"Industrias manufactureras (180)",11,2,,6,2,1,,,
"Construcción (182)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",54,9,,23,11,1,1,3,6
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,1,,,,,,,
"Comercio al por mayor (185)",4,1,,1,2,,,,
"Comercio al por menor (186)",49,7,,22,9,1,1,3,6
"Hoteles y restaurantes (187)",19,1,,10,7,,,,1
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",3,,,,2,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",2,,,,,,1,,1
"Enseñanza (192)",30,,,,7,4,9,2,8
"Servicios sociales y de salud (193)",11,,,,,1,7,1,2
"Otras activ. serv.comun.soc y personales (194)",3,,,1,1,,1,,
"Hogares privados con servicio doméstico (195)",23,3,,15,5,,,,
"Actividad economica no especificada (197)",59,10,,40,5,,3,1,
