"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",192,185,2,3,2
,,,,,
"URBANA (036)",6248,5078,341,347,482
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",31,,1,3,27
"Profes., científicos e intelectuales (038)",481,123,81,154,123
"Técnicos de nivel medio y trab. asimilados (039)",180,76,22,29,53
"Jefes y empleados de oficina (040)",143,24,14,30,75
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",840,785,38,10,7
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1924,1881,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",279,238,17,20,4
"Obreros construc.,conf.,papel, fab., instr. (044)",524,400,32,48,44
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1539,1367,83,42,47
"Otra (046)",73,,,,73
"Ocupación no especificada (047)",234,184,10,11,29
"Hombres (048)",4341,3528,250,234,329
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",18,,1,1,16
"Profes., científicos e intelectuales (050)",233,53,45,75,60
"Técnicos de nivel medio y trab. asimilados (051)",128,56,19,24,29
"Jefes y empleados de oficina (052)",75,13,5,18,39
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",360,327,23,5,5
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1703,1667,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",227,189,16,18,4
"Obreros construc.,conf.,papel, fab., instr. (056)",518,394,32,48,44
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",907,772,65,37,33
"Otra (058)",72,,,,72
"Ocupación no especificada (059)",100,57,8,8,27
"Mujeres (060)",1907,1550,91,113,153
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",13,,,2,11
"Profes., científicos e intelectuales (062)",248,70,36,79,63
"Técnicos de nivel medio y trab. asimilados (063)",52,20,3,5,24
"Jefes y empleados de oficina (064)",68,11,9,12,36
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",480,458,15,5,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",221,214,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",52,49,1,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,6,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",632,595,18,5,14
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",134,127,2,3,2
,,,,,
"RURAL (072)",3789,3493,138,61,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,,1,,10
"Profes., científicos e intelectuales (074)",65,36,10,6,13
"Técnicos de nivel medio y trab. asimilados (075)",21,10,,3,8
"Jefes y empleados de oficina (076)",18,2,3,4,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",129,114,7,3,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1974,1951,22,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",76,54,4,13,5
"Obreros construc.,conf.,papel, fab., instr. (080)",148,100,13,14,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1276,1158,77,17,24
"Otra (082)",2,,,,2
"Ocupación no especificada (083)",69,68,1,,
"Hombres (084)",3164,2910,119,52,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",11,,1,,10
"Profes., científicos e intelectuales (086)",32,15,7,4,6
"Técnicos de nivel medio y trab. asimilados (087)",12,5,,2,5
"Jefes y empleados de oficina (088)",15,1,3,3,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",67,57,5,1,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1819,1799,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",65,43,4,13,5
"Obreros construc.,conf.,papel, fab., instr. (092)",147,100,12,14,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",985,880,66,15,24
"Ocupación no especificada (095)",11,10,1,,
"Mujeres (096)",625,583,19,9,14
"Profes., científicos e intelectuales (098)",33,21,3,2,7
"Técnicos de nivel medio y trab. asimilados (099)",9,5,,1,3
"Jefes y empleados de oficina (100)",3,1,,1,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",62,57,2,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",155,152,2,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",11,11,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",291,278,11,2,
"Otra (106)",2,,,,2
"Ocupación no especificada (107)",58,58,,,
