"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAMANGA (000)",71283,21482,9687,31604,1247,5723,1540
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",178,152,,,26,,
"Profes., científicos e intelectuales (002)",10569,9019,,1406,115,29,
"Técnicos de nivel medio y trab. asimilados (003)",3796,2371,,1191,177,55,2
"Jefes y empleados de oficina (004)",3039,2996,,24,2,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",12522,2964,70,7907,279,1300,2
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9176,2,2,8903,269,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5701,,1678,3618,178,227,
"Obreros construc.,conf.,papel, fab., instr. (008)",6887,1011,2212,3463,116,85,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",16572,1755,5234,4217,40,3790,1536
"Otra (010)",708,708,,,,,
"Ocupación no especificada (011)",2135,504,491,875,45,220,
"Hombres (012)",43379,11865,8136,19868,881,2557,72
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",122,103,,,19,,
"Profes., científicos e intelectuales (014)",5501,4505,,893,88,15,
"Técnicos de nivel medio y trab. asimilados (015)",2476,1449,,879,126,22,
"Jefes y empleados de oficina (016)",1549,1522,,18,2,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4353,1484,38,2445,120,265,1
"Agricult.trabaj.calif.agrop.y pesqueros (018)",7836,2,2,7598,234,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",4606,,1416,2904,145,141,
"Obreros construc.,conf.,papel, fab., instr. (020)",6655,1002,2145,3321,110,77,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",8461,861,4136,1424,13,1956,71
"Otra (022)",648,648,,,,,
"Ocupación no especificada (023)",1172,289,399,386,24,74,
"Mujeres (024)",27904,9617,1551,11736,366,3166,1468
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",56,49,,,7,,
"Profes., científicos e intelectuales (026)",5068,4514,,513,27,14,
"Técnicos de nivel medio y trab. asimilados (027)",1320,922,,312,51,33,2
"Jefes y empleados de oficina (028)",1490,1474,,6,,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",8169,1480,32,5462,159,1035,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1340,,,1305,35,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",1095,,262,714,33,86,
"Obreros construc.,conf.,papel, fab., instr. (032)",232,9,67,142,6,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",8111,894,1098,2793,27,1834,1465
"Otra (034)",60,60,,,,,
"Ocupación no especificada (035)",963,215,92,489,21,146,
,,,,,,,
"URBANA (036)",57995,21015,7271,24004,1067,3174,1464
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",166,140,,,26,,
"Profes., científicos e intelectuales (038)",10361,8909,,1310,114,28,
"Técnicos de nivel medio y trab. asimilados (039)",3738,2343,,1163,177,53,2
"Jefes y empleados de oficina (040)",2985,2942,,24,2,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",12008,2876,66,7540,274,1250,2
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2810,2,1,2684,123,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",5391,,1539,3483,175,194,
"Obreros construc.,conf.,papel, fab., instr. (044)",6402,964,1986,3280,100,72,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",12004,1674,3367,4046,39,1418,1460
"Otra (046)",707,707,,,,,
"Ocupación no especificada (047)",1423,458,312,474,37,142,
"Hombres (048)",33456,11575,6150,13678,718,1266,69
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",113,94,,,19,,
"Profes., científicos e intelectuales (050)",5380,4434,,844,88,14,
"Técnicos de nivel medio y trab. asimilados (051)",2439,1437,,856,126,20,
"Jefes y empleados de oficina (052)",1505,1478,,18,2,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4204,1437,37,2355,118,256,1
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2191,2,1,2090,98,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",4343,,1296,2792,142,113,
"Obreros construc.,conf.,papel, fab., instr. (056)",6176,955,1922,3141,94,64,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",5620,825,2639,1337,12,739,68
"Otra (058)",647,647,,,,,
"Ocupación no especificada (059)",838,266,255,245,19,53,
"Mujeres (060)",24539,9440,1121,10326,349,1908,1395
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",53,46,,,7,,
"Profes., científicos e intelectuales (062)",4981,4475,,466,26,14,
"Técnicos de nivel medio y trab. asimilados (063)",1299,906,,307,51,33,2
"Jefes y empleados de oficina (064)",1480,1464,,6,,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",7804,1439,29,5185,156,994,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",619,,,594,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1048,,243,691,33,81,
"Obreros construc.,conf.,papel, fab., instr. (068)",226,9,64,139,6,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6384,849,728,2709,27,679,1392
"Otra (070)",60,60,,,,,
"Ocupación no especificada (071)",585,192,57,229,18,89,
,,,,,,,
"RURAL (072)",13288,467,2416,7600,180,2549,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,12,,,,,
"Profes., científicos e intelectuales (074)",208,110,,96,1,1,
"Técnicos de nivel medio y trab. asimilados (075)",58,28,,28,,2,
"Jefes y empleados de oficina (076)",54,54,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",514,88,4,367,5,50,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6366,,1,6219,146,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",310,,139,135,3,33,
"Obreros construc.,conf.,papel, fab., instr. (080)",485,47,226,183,16,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4568,81,1867,171,1,2372,76
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",712,46,179,401,8,78,
"Hombres (084)",9923,290,1986,6190,163,1291,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",121,71,,49,,1,
"Técnicos de nivel medio y trab. asimilados (087)",37,12,,23,,2,
"Jefes y empleados de oficina (088)",44,44,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",149,47,1,90,2,9,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5645,,1,5508,136,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",263,,120,112,3,28,
"Obreros construc.,conf.,papel, fab., instr. (092)",479,47,223,180,16,13,
