"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",108,12,,41,29,7,12,7,
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,1,,,,,,,
"Comercio al por mayor (053)",3,,,1,,,2,,
"Comercio al por menor (054)",104,11,,40,29,7,10,7,
"Hoteles y restaurantes (055)",44,1,,18,19,2,1,3,
"Trans., almac. y comunicaciones (056)",1,,,,1,,,,
"Intermediación financiera (057)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (058)",12,1,,,5,2,2,,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",25,,,5,7,4,3,2,4
"Enseñanza (060)",96,,,,13,8,30,11,34
"Servicios sociales y de salud (061)",17,1,,,,2,10,,4
"Otras activ. serv.comun.soc y personales (062)",11,2,,2,3,1,2,,1
"Hogares privados con servicio doméstico (063)",39,3,,24,9,2,,,1
"Actividad economica no especificada (065)",56,18,,20,15,1,2,,
,,,,,,,,,
"URBANA (066)",1389,82,3,493,396,86,140,57,132
"Agric., ganadería, caza y silvicultura (067)",567,46,1,316,150,12,19,16,7
"Pesca (068)",1,,,,1,,,,
"Industrias manufactureras (070)",77,6,,21,34,3,3,4,6
"Suministro de electricidad, gas y agua (071)",2,,,1,,,1,,
"Construcción (072)",105,3,,32,45,4,8,6,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",159,12,2,41,62,10,19,8,5
"Venta, mant.y rep. veh.autom.y motoc. (074)",2,,,,,2,,,
"Comercio al por mayor (075)",6,,,,4,,2,,
"Comercio al por menor (076)",151,12,2,41,58,8,17,8,5
"Hoteles y restaurantes (077)",42,1,,19,16,4,1,1,
"Trans., almac. y comunicaciones (078)",29,1,,5,13,6,2,,2
"Intermediación financiera (079)",1,,,,,,,1,
"Activid.inmobil., empres. y de alquiler (080)",32,1,,3,11,3,5,3,6
"Admin.pub. y defensa; p. segur.soc.afil (081)",88,,,14,27,12,14,6,15
"Enseñanza (082)",154,,,,7,16,47,12,72
"Servicios sociales y de salud (083)",27,1,,,2,2,14,,8
"Otras activ. serv.comun.soc y personales (084)",40,2,,9,12,13,3,,1
"Hogares privados con servicio doméstico (085)",33,1,,21,9,1,,,1
"Actividad economica no especificada (087)",32,8,,11,7,,4,,2
"Hombres (088)",1036,48,2,390,316,59,91,36,94
"Agric., ganadería, caza y silvicultura (089)",524,40,,291,143,11,17,15,7
"Pesca (090)",1,,,,1,,,,
"Industrias manufactureras (092)",56,1,,17,28,,3,2,5
"Suministro de electricidad, gas y agua (093)",2,,,1,,,1,,
"Construcción (094)",103,3,,31,44,4,8,6,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",74,1,2,14,38,4,8,2,5
"Venta, mant.y rep. veh.autom.y motoc. (096)",2,,,,,2,,,
"Comercio al por mayor (097)",5,,,,4,,1,,
"Comercio al por menor (098)",67,1,2,14,34,2,7,2,5
"Hoteles y restaurantes (099)",13,,,8,3,2,,,
"Trans., almac. y comunicaciones (100)",28,1,,5,12,6,2,,2
"Intermediación financiera (101)",1,,,,,,,1,
"Activid.inmobil., empres. y de alquiler (102)",22,,,3,7,1,3,3,5
"Admin.pub. y defensa; p. segur.soc.afil (103)",69,,,10,23,9,11,4,12
"Enseñanza (104)",87,,,,3,10,28,3,43
"Servicios sociales y de salud (105)",14,,,,2,,7,,5
"Otras activ. serv.comun.soc y personales (106)",31,,,7,10,12,1,,1
"Hogares privados con servicio doméstico (107)",3,,,1,2,,,,
"Actividad economica no especificada (109)",8,2,,2,,,2,,2
"Mujeres (110)",353,34,1,103,80,27,49,21,38
"Agric., ganadería, caza y silvicultura (111)",43,6,1,25,7,1,2,1,
"Industrias manufactureras (114)",21,5,,4,6,3,,2,1
"Construcción (116)",2,,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",85,11,,27,24,6,11,6,
"Comercio al por mayor (119)",1,,,,,,1,,
"Comercio al por menor (120)",84,11,,27,24,6,10,6,
"Hoteles y restaurantes (121)",29,1,,11,13,2,1,1,
"Trans., almac. y comunicaciones (122)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (124)",10,1,,,4,2,2,,1
"Admin.pub. y defensa; p. segur.soc.afil (125)",19,,,4,4,3,3,2,3
"Enseñanza (126)",67,,,,4,6,19,9,29
"Servicios sociales y de salud (127)",13,1,,,,2,7,,3
"Otras activ. serv.comun.soc y personales (128)",9,2,,2,2,1,2,,
"Hogares privados con servicio doméstico (129)",30,1,,20,7,1,,,1
"Actividad economica no especificada (131)",24,6,,9,7,,2,,
,,,,,,,,,
"RURAL (132)",1121,115,1,546,340,33,46,10,30
"Agric., ganadería, caza y silvicultura (133)",753,88,1,430,216,8,7,1,2
"Explotación de minas y canteras (135)",34,,,7,24,1,1,,1
"Industrias manufactureras (136)",33,1,,19,9,3,,,1
"Construcción (138)",38,8,,12,12,3,1,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",58,1,,32,20,2,2,1,
"Venta, mant.y rep. veh.autom.y motoc. (140)",3,1,,,2,,,,
"Comercio al por mayor (141)",3,,,2,,,1,,
"Comercio al por menor (142)",52,,,30,18,2,1,1,
"Hoteles y restaurantes (143)",21,,,8,11,,,2,
"Trans., almac. y comunicaciones (144)",22,,,7,8,1,5,,1
"Intermediación financiera (145)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (146)",7,,,,1,2,1,,3
"Admin.pub. y defensa; p. segur.soc.afil (147)",28,,,10,11,2,2,2,1
"Enseñanza (148)",58,1,,,13,3,23,3,15
"Servicios sociales y de salud (149)",7,,,,,,4,,3
"Otras activ. serv.comun.soc y personales (150)",13,2,,2,2,5,,1,1
"Hogares privados con servicio doméstico (151)",9,2,,4,2,1,,,
"Actividad economica no especificada (153)",39,12,,15,10,2,,,
"Hombres (154)",962,91,,489,301,24,31,5,21
"Agric., ganadería, caza y silvicultura (155)",720,80,,411,213,6,7,1,2
"Explotación de minas y canteras (157)",34,,,7,24,1,1,,1
"Industrias manufactureras (158)",30,,,18,9,2,,,1
"Construcción (160)",38,8,,12,12,3,1,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",35,,,18,15,1,1,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,2,,,,
"Comercio al por mayor (163)",1,,,1,,,,,
"Comercio al por menor (164)",32,,,17,13,1,1,,
"Hoteles y restaurantes (165)",6,,,1,5,,,,
"Trans., almac. y comunicaciones (166)",22,,,7,8,1,5,,1
"Activid.inmobil., empres. y de alquiler (168)",5,,,,,2,1,,2
"Admin.pub. y defensa; p. segur.soc.afil (169)",22,,,9,8,1,2,2,
"Enseñanza (170)",29,1,,,4,1,12,1,10
"Servicios sociales y de salud (171)",3,,,,,,1,,2
"Otras activ. serv.comun.soc y personales (172)",11,2,,2,1,5,,1,
"Actividad economica no especificada (175)",7,,,4,2,1,,,
"Mujeres (176)",159,24,1,57,39,9,15,5,9
"Agric., ganadería, caza y silvicultura (177)",33,8,1,19,3,2,,,
"Industrias manufactureras (180)",3,1,,1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",23,1,,14,5,1,1,1,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,1,,,,,,,
"Comercio al por mayor (185)",2,,,1,,,1,,
"Comercio al por menor (186)",20,,,13,5,1,,1,
"Hoteles y restaurantes (187)",15,,,7,6,,,2,
"Intermediación financiera (189)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,,1,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,,1,3,1,,,1
"Enseñanza (192)",29,,,,9,2,11,2,5
"Servicios sociales y de salud (193)",4,,,,,,3,,1
"Otras activ. serv.comun.soc y personales (194)",2,,,,1,,,,1
"Hogares privados con servicio doméstico (195)",9,2,,4,2,1,,,
"Actividad economica no especificada (197)",32,12,,11,8,1,,,
