"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otra (034)",127,,,,11,19,60,13,24
"Ocupación no especificada (035)",2550,151,3,602,799,210,272,177,336
,,,,,,,,,
"URBANA (036)",309049,8254,345,51560,105586,23140,39578,21802,58784
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",983,1,,11,67,19,125,79,681
"Profes., científicos e intelectuales (038)",40066,,,1,682,1124,4425,3299,30535
"Técnicos de nivel medio ytrab.asimilados (039)",23233,41,4,349,3430,3111,7404,3236,5658
"Jefes y empleados de oficina (040)",18083,16,2,235,4055,1674,4367,2396,5338
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",62007,2113,67,11022,24454,5456,8050,4612,6233
"Agricult.trabaj. calif.agrop. y pesquros (042)",4656,325,8,1762,1468,215,295,190,393
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",45303,958,60,9171,21834,3408,5190,2047,2635
"Obreros. construc., conf., papel, fab., instr (044)",41726,795,37,8517,20260,3079,3722,2399,2917
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",65623,3787,159,19377,26981,4464,4638,2966,3251
"Otra (046)",1791,,,,346,154,794,149,348
"Ocupación no especificada (047)",5578,218,8,1115,2009,436,568,429,795
"Hombres (048)",191548,3268,204,32158,72750,14412,21359,14233,33164
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",667,1,,10,54,15,67,66,454
"Profes., científicos e intelectuales (050)",19815,,,,292,544,1371,1886,15722
"Técnicos de nivel medio ytrab.asimilados (051)",14444,23,3,214,2367,2196,4060,2174,3407
"Jefes y empleados de oficina (052)",8889,8,1,161,2384,801,1593,1234,2707
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",27100,402,32,4197,11497,2318,3036,2550,3068
"Agricult.trabaj. calif.agrop. y pesquros (054)",4032,222,6,1550,1303,181,256,166,348
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",36540,641,46,7457,17902,2712,4026,1680,2076
"Obreros. construc., conf., papel, fab., instr (056)",40467,746,35,8311,19790,2946,3563,2301,2775
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",34849,1149,76,9719,15606,2337,2355,1786,1821
"Otra (058)",1666,,,,336,136,734,136,324
"Ocupación no especificada (059)",3079,76,5,539,1219,226,298,254,462
"Mujeres (060)",117501,4986,141,19402,32836,8728,18219,7569,25620
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",316,,,1,13,4,58,13,227
"Profes., científicos e intelectuales (062)",20251,,,1,390,580,3054,1413,14813
"Técnicos de nivel medio ytrab.asimilados (063)",8789,18,1,135,1063,915,3344,1062,2251
"Jefes y empleados de oficina (064)",9194,8,1,74,1671,873,2774,1162,2631
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",34907,1711,35,6825,12957,3138,5014,2062,3165
"Agricult.trabaj. calif.agrop. y pesquros (066)",624,103,2,212,165,34,39,24,45
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",8763,317,14,1714,3932,696,1164,367,559
"Obreros. construc., conf., papel, fab., instr (068)",1259,49,2,206,470,133,159,98,142
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",30774,2638,83,9658,11375,2127,2283,1180,1430
"Otra (070)",125,,,,10,18,60,13,24
"Ocupación no especificada (071)",2499,142,3,576,790,210,270,175,333
,,,,,,,,,
"RURAL (072)",7180,532,5,2986,2652,245,372,121,267
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,,2,1,1,1,2
"Profes., científicos e intelectuales (074)",145,,,,4,5,37,17,82
"Técnicos de nivel medio ytrab.asimilados (075)",119,,,5,27,13,47,8,19
"Jefes y empleados de oficina (076)",101,1,,5,36,14,32,4,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",593,32,,181,270,26,47,10,27
"Agricult.trabaj. calif.agrop. y pesquros (078)",2264,220,1,1170,711,52,41,18,51
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",521,20,,176,231,21,54,9,10
"Obreros. construc., conf., papel, fab., instr (080)",640,22,,218,324,21,33,8,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2686,222,4,1196,1019,87,73,42,43
"Otra (082)",13,,,,2,2,4,1,4
"Ocupación no especificada (083)",91,15,,35,26,3,3,3,6
"Hombres (084)",5649,350,4,2452,2161,170,236,95,181
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,,2,,,1,
"Profes., científicos e intelectuales (086)",63,,,,,2,13,12,36
"Técnicos de nivel medio ytrab.asimilados (087)",79,,,4,21,12,25,6,11
"Jefes y empleados de oficina (088)",47,1,,4,21,6,7,3,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",204,6,,52,102,6,19,5,14
"Agricult.trabaj. calif.agrop. y pesquros (090)",2123,185,1,1105,682,46,38,17,49
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",434,11,,148,199,15,45,7,9
"Obreros. construc., conf., papel, fab., instr (092)",623,19,,213,317,21,31,8,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2022,122,3,917,799,58,53,34,36
"Otra (094)",11,,,,1,1,4,1,4
"Ocupación no especificada (095)",40,6,,9,17,3,1,1,3
"Mujeres (096)",1531,182,1,534,491,75,136,26,86
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",4,,,,,1,1,,2
"Profes., científicos e intelectuales (098)",82,,,,4,3,24,5,46
"Técnicos de nivel medio ytrab.asimilados (099)",40,,,1,6,1,22,2,8
"Jefes y empleados de oficina (100)",54,,,1,15,8,25,1,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",389,26,,129,168,20,28,5,13
"Agricult.trabaj. calif.agrop. y pesquros (102)",141,35,,65,29,6,3,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",87,9,,28,32,6,9,2,1
"Obreros. construc., conf., papel, fab., instr (104)",17,3,,5,7,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",664,100,1,279,220,29,20,8,7
"Otra (106)",2,,,,1,1,,,
"Ocupación no especificada (107)",51,9,,26,9,,2,2,3
