"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 30 a 34 años (045)",3066,,,,1,487,1871,707
"De 35 a 39 años (046)",2809,,,,24,875,1372,538
"De 40 a 44 años (047)",2273,,,,164,914,758,437
"De 45 a 49 años (048)",2067,,,13,396,905,353,400
"De 50 y más años (049)",11552,462,1240,2407,2951,1307,77,3108
,,,,,,,,
"URBANA (060)",36607,235,762,2006,4285,7834,11187,10298
"De 12 a 14 años (061)",27,,,,,,,27
"De 15 a 19 años (062)",424,,,,,,222,202
"De 20 a 24 años (063)",3129,,,,,4,1528,1597
"De 25 a 29 años (064)",4941,,,,,244,2861,1836
"De 30 a 34 años (065)",5093,,,,2,901,2785,1405
"De 35 a 39 años (066)",4913,,,,55,1667,2124,1067
"De 40 a 44 años (067)",4331,,,,331,1921,1183,896
"De 45 a 49 años (068)",3626,,,25,842,1660,406,693
"De 50 y más años (069)",10123,235,762,1981,3055,1437,78,2575
"PEA (070)",19582,23,147,726,2382,5050,5950,5304
"De 12 a 14 años (071)",3,,,,,,,3
"De 15 a 19 años (072)",131,,,,,,76,55
"De 20 a 24 años (073)",1323,,,,,2,650,671
"De 25 a 29 años (074)",2546,,,,,137,1381,1028
"De 30 a 34 años (075)",2992,,,,1,568,1525,898
"De 35 a 39 años (076)",3125,,,,41,1096,1294,694
"De 40 a 44 años (077)",2857,,,,219,1315,732,591
"De 45 a 49 años (078)",2380,,,18,580,1115,247,420
"De 50 y más años (079)",4225,23,147,708,1541,817,45,944
"Ocupada (080)",18625,23,147,715,2341,4877,5607,4915
"De 12 a 14 años (081)",2,,,,,,,2
"De 15 a 19 años (082)",113,,,,,,65,48
"De 20 a 24 años (083)",1201,,,,,2,599,600
"De 25 a 29 años (084)",2291,,,,,130,1267,894
"De 30 a 34 años (085)",2794,,,,1,536,1426,831
"De 35 a 39 años (086)",2991,,,,41,1051,1253,646
"De 40 a 44 años (087)",2771,,,,216,1271,713,571
"De 45 a 49 años (088)",2314,,,18,565,1087,239,405
"De 50 y más años (089)",4148,23,147,697,1518,800,45,918
"Desocupada (090)",957,,,11,41,173,343,389
"De 12 a 14 años (091)",1,,,,,,,1
"De 15 a 19 años (092)",18,,,,,,11,7
"De 20 a 24 años (093)",122,,,,,,51,71
"De 25 a 29 años (094)",255,,,,,7,114,134
"De 30 a 34 años (095)",198,,,,,32,99,67
"De 35 a 39 años (096)",134,,,,,45,41,48
"De 40 a 44 años (097)",86,,,,3,44,19,20
"De 45 a 49 años (098)",66,,,,15,28,8,15
"De 50 y más años (099)",77,,,11,23,17,,26
"No PEA (100)",17025,212,615,1280,1903,2784,5237,4994
"De 12 a 14 años (101)",24,,,,,,,24
"De 15 a 19 años (102)",293,,,,,,146,147
"De 20 a 24 años (103)",1806,,,,,2,878,926
"De 25 a 29 años (104)",2395,,,,,107,1480,808
"De 30 a 34 años (105)",2101,,,,1,333,1260,507
"De 35 a 39 años (106)",1788,,,,14,571,830,373
"De 40 a 44 años (107)",1474,,,,112,606,451,305
"De 45 a 49 años (108)",1246,,,7,262,545,159,273
"De 50 y más años (109)",5898,212,615,1273,1514,620,33,1631
,,,,,,,,
"RURAL (120)",26018,349,1064,2313,3983,5132,7600,5577
"De 12 a 14 años (121)",15,,,,,,2,13
"De 15 a 19 años (122)",458,,,,,,295,163
"De 20 a 24 años (123)",2038,,,,,4,1307,727
"De 25 a 29 años (124)",2583,,,,,129,1818,636
"De 30 a 34 años (125)",2432,,,,1,449,1523,459
"De 35 a 39 años (126)",2614,,,,28,843,1321,422
"De 40 a 44 años (127)",2231,,,,159,963,793,316
"De 45 a 49 años (128)",2156,,,15,393,1016,437,295
"De 50 y más años (129)",11491,349,1064,2298,3402,1728,104,2546
"PEA (130)",14485,99,439,1173,2350,3273,4370,2781
"De 12 a 14 años (131)",3,,,,,,,3
"De 15 a 19 años (132)",226,,,,,,143,83
"De 20 a 24 años (133)",1122,,,,,3,723,396
"De 25 a 29 años (134)",1470,,,,,84,1024,362
"De 30 a 34 años (135)",1467,,,,1,295,912,259
"De 35 a 39 años (136)",1593,,,,18,539,779,257
"De 40 a 44 años (137)",1432,,,,107,655,486,184
"De 45 a 49 años (138)",1335,,,9,259,656,243,168
"De 50 y más años (139)",5837,99,439,1164,1965,1041,60,1069
"Ocupada (140)",14330,98,438,1171,2339,3251,4315,2718
"De 12 a 14 años (141)",3,,,,,,,3
"De 15 a 19 años (142)",219,,,,,,141,78
"De 20 a 24 años (143)",1086,,,,,3,709,374
"De 25 a 29 años (144)",1440,,,,,82,1009,349
"De 30 a 34 años (145)",1444,,,,,293,900,251
"De 35 a 39 años (146)",1570,,,,17,531,772,250
"De 40 a 44 años (147)",1423,,,,107,654,482,180
"De 45 a 49 años (148)",1325,,,9,259,650,242,165
"De 50 y más años (149)",5820,98,438,1162,1956,1038,60,1068
"Desocupada (150)",155,1,1,2,11,22,55,63
"De 15 a 19 años (152)",7,,,,,,2,5
"De 20 a 24 años (153)",36,,,,,,14,22
"De 25 a 29 años (154)",30,,,,,2,15,13
"De 30 a 34 años (155)",23,,,,1,2,12,8
"De 35 a 39 años (156)",23,,,,1,8,7,7
"De 40 a 44 años (157)",9,,,,,1,4,4
"De 45 a 49 años (158)",10,,,,,6,1,3
"De 50 y más años (159)",17,1,1,2,9,3,,1
"No PEA (160)",11533,250,625,1140,1633,1859,3230,2796
"De 12 a 14 años (161)",12,,,,,,2,10
"De 15 a 19 años (162)",232,,,,,,152,80
"De 20 a 24 años (163)",916,,,,,1,584,331
"De 25 a 29 años (164)",1113,,,,,45,794,274
"De 30 a 34 años (165)",965,,,,,154,611,200
"De 35 a 39 años (166)",1021,,,,10,304,542,165
"De 40 a 44 años (167)",799,,,,52,308,307,132
"De 45 a 49 años (168)",821,,,6,134,360,194,127
"De 50 y más años (169)",5654,250,625,1134,1437,687,44,1477
