"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAYLAS (000)",15872,2273,3052,7839,255,2241,212
"Agric., ganadería, caza y silvicultura (001)",8708,67,1594,5029,156,1862,
"Explotación de minas y canteras (003)",244,25,203,11,2,3,
"Industrias manufactureras (004)",511,20,181,271,22,17,
"Suministro de electricidad, gas y agua (005)",73,38,33,2,,,
"Construcción (006)",833,25,612,176,6,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1646,140,49,1266,31,160,
"Venta, mant.y rep. veh.autom y motoc. (008)",140,11,38,77,9,5,
"Comercio al por mayor (009)",87,29,4,43,2,9,
"Comercio al por menor (010)",1419,100,7,1146,20,146,
"Hoteles y restaurantes (011)",511,104,32,313,15,47,
"Trans., almac. y comunicaciones (012)",676,125,78,453,8,12,
"Intermediación financiera (013)",36,35,,1,,,
"Activid.inmobil., empres. y alquileres (014)",286,198,15,63,9,1,
"Admin.pub. y defensa; p. segur soc.afil (015)",605,459,146,,,,
"Enseñanza (016)",834,771,,61,1,1,
"Servicios sociales y de salud (017)",212,189,3,20,,,
"Otras activ. serv.comun.soc y personales (018)",213,50,33,103,1,26,
"Hogares privados con servicio doméstico (019)",212,,,,,,212
"Actividad economica no especificada (021)",272,27,73,70,4,98,
"Hombres (022)",11543,1295,2499,6266,216,1263,4
"Agric., ganadería, caza y silvicultura (023)",7174,53,1208,4648,142,1123,
"Explotación de minas y canteras (025)",233,20,198,10,2,3,
"Industrias manufactureras (026)",422,12,154,224,18,14,
"Suministro de electricidad, gas y agua (027)",69,35,32,2,,,
"Construcción (028)",811,22,594,176,6,13,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",745,77,49,553,22,44,
"Venta, mant.y rep. veh.autom y motoc. (030)",131,8,38,72,9,4,
"Comercio al por mayor (031)",56,19,4,30,2,1,
"Comercio al por menor (032)",558,50,7,451,11,39,
"Hoteles y restaurantes (033)",126,42,11,54,7,12,
"Trans., almac. y comunicaciones (034)",642,102,74,450,6,10,
"Intermediación financiera (035)",17,16,,1,,,
"Activid.inmobil., empres. y alquileres (036)",230,154,14,53,9,,
"Admin.pub. y defensa; p. segur soc.afil (037)",426,317,109,,,,
"Enseñanza (038)",362,344,,17,1,,
"Servicios sociales y de salud (039)",82,65,,17,,,
"Otras activ. serv.comun.soc y personales (040)",117,26,25,45,1,20,
"Hogares privados con servicio doméstico (041)",4,,,,,,4
"Actividad economica no especificada (043)",83,10,31,16,2,24,
"Mujeres (044)",4329,978,553,1573,39,978,208
"Agric., ganadería, caza y silvicultura (045)",1534,14,386,381,14,739,
"Explotación de minas y canteras (047)",11,5,5,1,,,
"Industrias manufactureras (048)",89,8,27,47,4,3,
"Suministro de electricidad, gas y agua (049)",4,3,1,,,,
"Construcción (050)",22,3,18,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",901,63,,713,9,116,
"Venta, mant.y rep. veh.autom y motoc. (052)",9,3,,5,,1,
"Comercio al por mayor (053)",31,10,,13,,8,
"Comercio al por menor (054)",861,50,,695,9,107,
"Hoteles y restaurantes (055)",385,62,21,259,8,35,
"Trans., almac. y comunicaciones (056)",34,23,4,3,2,2,
"Intermediación financiera (057)",19,19,,,,,
"Activid.inmobil., empres. y alquileres (058)",56,44,1,10,,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",179,142,37,,,,
"Enseñanza (060)",472,427,,44,,1,
"Servicios sociales y de salud (061)",130,124,3,3,,,
"Otras activ. serv.comun.soc y personales (062)",96,24,8,58,,6,
"Hogares privados con servicio doméstico (063)",208,,,,,,208
"Actividad economica no especificada (065)",189,17,42,54,2,74,
,,,,,,,
"URBANA (066)",6568,1909,1190,2817,90,399,163
"Agric., ganadería, caza y silvicultura (067)",1354,55,478,607,15,199,
"Explotación de minas y canteras (069)",101,21,69,6,2,3,
"Industrias manufactureras (070)",338,14,109,192,15,8,
"Suministro de electricidad, gas y agua (071)",67,37,29,1,,,
"Construcción (072)",443,21,284,132,4,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1316,113,40,1010,25,128,
"Venta, mant.y rep. veh.autom y motoc. (074)",123,9,30,70,9,5,
"Comercio al por mayor (075)",51,14,4,30,,3,
"Comercio al por menor (076)",1142,90,6,910,16,120,
"Hoteles y restaurantes (077)",408,85,21,261,12,29,
"Trans., almac. y comunicaciones (078)",525,104,50,360,3,8,
"Intermediación financiera (079)",33,32,,1,,,
"Activid.inmobil., empres. y alquileres (080)",231,155,8,58,9,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",473,400,73,,,,
"Enseñanza (082)",723,668,,53,1,1,
"Servicios sociales y de salud (083)",167,151,3,13,,,
"Otras activ. serv.comun.soc y personales (084)",144,39,14,83,,8,
"Hogares privados con servicio doméstico (085)",163,,,,,,163
"Actividad economica no especificada (087)",82,14,12,40,4,12,
"Hombres (088)",4040,1058,943,1783,69,185,2
"Agric., ganadería, caza y silvicultura (089)",1016,41,323,527,13,112,
"Explotación de minas y canteras (091)",94,17,67,5,2,3,
"Industrias manufactureras (092)",273,6,90,159,13,5,
"Suministro de electricidad, gas y agua (093)",64,35,28,1,,,
"Construcción (094)",432,18,276,132,4,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",589,59,40,437,17,36,
"Venta, mant.y rep. veh.autom y motoc. (096)",115,7,30,65,9,4,
"Comercio al por mayor (097)",35,9,4,21,,1,
"Comercio al por menor (098)",439,43,6,351,8,31,
"Hoteles y restaurantes (099)",111,36,10,49,6,10,
"Trans., almac. y comunicaciones (100)",497,83,48,357,2,7,
"Intermediación financiera (101)",15,14,,1,,,
"Activid.inmobil., empres. y alquileres (102)",184,119,7,49,9,,
"Admin.pub. y defensa; p. segur soc.afil (103)",316,275,41,,,,
"Enseñanza (104)",299,284,,14,1,,
"Servicios sociales y de salud (105)",57,47,,10,,,
"Otras activ. serv.comun.soc y personales (106)",67,20,10,32,,5,
"Hogares privados con servicio doméstico (107)",2,,,,,,2
"Actividad economica no especificada (109)",24,4,3,10,2,5,
"Mujeres (110)",2528,851,247,1034,21,214,161
"Agric., ganadería, caza y silvicultura (111)",338,14,155,80,2,87,
"Explotación de minas y canteras (113)",7,4,2,1,,,
"Industrias manufactureras (114)",65,8,19,33,2,3,
"Suministro de electricidad, gas y agua (115)",3,2,1,,,,
"Construcción (116)",11,3,8,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",727,54,,573,8,92,
"Venta, mant.y rep. veh.autom y motoc. (118)",8,2,,5,,1,
"Comercio al por mayor (119)",16,5,,9,,2,
"Comercio al por menor (120)",703,47,,559,8,89,
"Hoteles y restaurantes (121)",297,49,11,212,6,19,
"Trans., almac. y comunicaciones (122)",28,21,2,3,1,1,
"Intermediación financiera (123)",18,18,,,,,
"Activid.inmobil., empres. y alquileres (124)",47,36,1,9,,1,
