"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",6,32,31,,96.9,,
"No PEA (040)",9265,28081,25052,534,89.2,1.9,
"De 12 a 14 años (041)",1409,4,4,1,100,25,
"De 15 a 19 años (042)",1453,205,200,69,97.6,33.7,
"De 20 a 24 años (043)",933,908,881,136,97,15,
"De 25 a 29 años (044)",825,1656,1602,101,96.7,6.1,
"De 30 a 34 años (045)",757,2414,2304,101,95.4,4.2,
"De 35 a 39 años (046)",701,3022,2840,75,94,2.5,
"De 40 a 44 años (047)",652,3579,3318,35,92.7,1,
"De 45 a 49 años (048)",561,3442,3111,16,90.4,0.5,
"De 50 y más años (049)",1974,12851,10792,,84,,
,,,,,,,
"URBANA (060)",2859,8443,7519,157,89.1,1.9,
"De 12 a 14 años (061)",312,1,1,,100,,
"De 15 a 19 años (062)",399,57,57,24,100,42.1,
"De 20 a 24 años (063)",279,228,227,36,99.6,15.8,
"De 25 a 29 años (064)",283,428,421,28,98.4,6.5,
"De 30 a 34 años (065)",258,653,633,31,96.9,4.7,
"De 35 a 39 años (066)",254,919,865,24,94.1,2.6,
"De 40 a 44 años (067)",196,947,883,12,93.2,1.3,
"De 45 a 49 años (068)",201,1093,982,2,89.8,0.2,
"De 50 y más años (069)",677,4117,3450,,83.8,,
"PEA (070)",787,2494,2306,36,92.5,1.4,
"De 12 a 14 años (071)",13,,,,,,
"De 15 a 19 años (072)",41,7,7,2,100,28.6,
"De 20 a 24 años (073)",89,80,80,11,100,13.8,
"De 25 a 29 años (074)",109,143,140,5,97.9,3.5,
"De 30 a 34 años (075)",113,248,246,9,99.2,3.6,
"De 35 a 39 años (076)",110,337,320,4,95,1.2,
"De 40 a 44 años (077)",76,341,330,5,96.8,1.5,
"De 45 a 49 años (078)",72,363,329,,90.6,,
"De 50 y más años (079)",164,975,854,,87.6,,
"Ocupada (080)",757,2454,2267,36,92.4,1.5,
"De 12 a 14 años (081)",10,,,,,,
"De 15 a 19 años (082)",35,7,7,2,100,28.6,
"De 20 a 24 años (083)",86,79,79,11,100,13.9,
"De 25 a 29 años (084)",101,139,136,5,97.8,3.6,
"De 30 a 34 años (085)",109,243,242,9,99.6,3.7,
"De 35 a 39 años (086)",110,337,320,4,95,1.2,
"De 40 a 44 años (087)",76,341,330,5,96.8,1.5,
"De 45 a 49 años (088)",71,359,325,,90.5,,
"De 50 y más años (089)",159,949,828,,87.2,,
"Desocupada (090)",30,40,39,,97.5,,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",6,,,,,,
"De 20 a 24 años (093)",3,1,1,,100,,
"De 25 a 29 años (094)",8,4,4,,100,,
"De 30 a 34 años (095)",4,5,4,,80,,
"De 45 a 49 años (098)",1,4,4,,100,,
"De 50 y más años (099)",5,26,26,,100,,
"No PEA (100)",2072,5949,5213,121,87.6,2,
"De 12 a 14 años (101)",299,1,1,,100,,
"De 15 a 19 años (102)",358,50,50,22,100,44,
"De 20 a 24 años (103)",190,148,147,25,99.3,16.9,
"De 25 a 29 años (104)",174,285,281,23,98.6,8.1,
"De 30 a 34 años (105)",145,405,387,22,95.6,5.4,
"De 35 a 39 años (106)",144,582,545,20,93.6,3.4,
"De 40 a 44 años (107)",120,606,553,7,91.3,1.2,
"De 45 a 49 años (108)",129,730,653,2,89.5,0.3,
"De 50 y más años (109)",513,3142,2596,,82.6,,
,,,,,,,
"RURAL (120)",8750,27932,24862,526,89,1.9,
"De 12 a 14 años (121)",1149,3,3,1,100,33.3,
"De 15 a 19 años (122)",1205,195,189,56,96.9,28.7,
"De 20 a 24 años (123)",940,930,899,131,96.7,14.1,
"De 25 a 29 años (124)",871,1743,1677,104,96.2,6,
"De 30 a 34 años (125)",797,2483,2369,103,95.4,4.1,
"De 35 a 39 años (126)",722,3100,2907,72,93.8,2.3,
"De 40 a 44 años (127)",664,3639,3368,43,92.6,1.2,
"De 45 a 49 años (128)",558,3466,3119,16,90,0.5,
"De 50 y más años (129)",1844,12373,10331,,83.5,,
"PEA (130)",1557,5800,5023,113,86.6,1.9,
"De 12 a 14 años (131)",39,,,,,,
"De 15 a 19 años (132)",110,40,39,10,97.5,25,
"De 20 a 24 años (133)",197,170,165,20,97.1,11.8,
"De 25 a 29 años (134)",220,372,356,26,95.7,7,
"De 30 a 34 años (135)",185,474,452,24,95.4,5.1,
"De 35 a 39 años (136)",165,660,612,17,92.7,2.6,
"De 40 a 44 años (137)",132,666,603,14,90.5,2.1,
"De 45 a 49 años (138)",126,754,661,2,87.7,0.3,
"De 50 y más años (139)",383,2664,2135,,80.1,,
"Ocupada (140)",1495,5754,4982,113,86.6,2,
"De 12 a 14 años (141)",36,,,,,,
"De 15 a 19 años (142)",96,39,38,10,97.4,25.6,
"De 20 a 24 años (143)",177,169,164,20,97,11.8,
"De 25 a 29 años (144)",209,366,351,26,95.9,7.1,
"De 30 a 34 años (145)",178,472,450,24,95.3,5.1,
"De 35 a 39 años (146)",163,654,607,17,92.8,2.6,
"De 40 a 44 años (147)",128,642,581,14,90.5,2.2,
"De 45 a 49 años (148)",126,754,661,2,87.7,0.3,
"De 50 y más años (149)",382,2658,2130,,80.1,,
"Desocupada (150)",62,46,41,,89.1,,
"De 12 a 14 años (151)",3,,,,,,
"De 15 a 19 años (152)",14,1,1,,100,,
"De 20 a 24 años (153)",20,1,1,,100,,
"De 25 a 29 años (154)",11,6,5,,83.3,,
"De 30 a 34 años (155)",7,2,2,,100,,
"De 35 a 39 años (156)",2,6,5,,83.3,,
"De 40 a 44 años (157)",4,24,22,,91.7,,
"De 50 y más años (159)",1,6,5,,83.3,,
"No PEA (160)",7193,22132,19839,413,89.6,1.9,
"De 12 a 14 años (161)",1110,3,3,1,100,33.3,
"De 15 a 19 años (162)",1095,155,150,46,96.8,29.7,
"De 20 a 24 años (163)",743,760,734,111,96.6,14.6,
"De 25 a 29 años (164)",651,1371,1321,78,96.4,5.7,
"De 30 a 34 años (165)",612,2009,1917,79,95.4,3.9,
"De 35 a 39 años (166)",557,2440,2295,55,94.1,2.3,
"De 40 a 44 años (167)",532,2973,2765,29,93,1,
"De 45 a 49 años (168)",432,2712,2458,14,90.6,0.5,
"De 50 y más años (169)",1461,9709,8196,,84.4,,
