"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",25,5,9,6,1,4
"Actividad economica no especificada (043)",260,6,106,81,49,18
"Mujeres (045)",9144,293,3059,3037,2162,593
"Agric., ganadería, caza y silvicultura (046)",6117,245,1972,1872,1566,462
"Explotación de minas y canteras (048)",1,,,,,1
"Industrias manufactureras (049)",128,2,62,41,16,7
"Suministro de electricidad, gas y agua (050)",3,,2,1,,
"Construcción (051)",15,,6,8,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",983,20,336,346,224,57
"Venta, mant.y rep. veh.autom.y motoc. (053)",8,,5,1,2,
"Comercio al por mayor (054)",35,,15,10,8,2
"Comercio al por menor (055)",940,20,316,335,214,55
"Hoteles y restaurantes (056)",428,9,144,152,108,15
"Trans., almac. y comunicaciones (057)",19,,12,6,1,
"Intermediación financiera (058)",7,,6,1,,
"Activid.inmobil., empres. y alquileres (059)",36,2,18,15,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",113,,69,37,7,
"Enseñanza (061)",472,,107,281,84,
"Servicios sociales y de salud (062)",147,,68,64,15,
"Otras activ. serv.comun.soc y personales (063)",71,2,21,30,17,1
"Hogares privados con servicio doméstico (064)",216,7,113,54,34,8
"Actividad economica no especificada (066)",388,6,123,129,88,42
,,,,,,
"URBANA (067)",8593,265,2495,3123,2115,595
"Agric., ganadería, caza y silvicultura (068)",4372,165,1138,1476,1150,443
"Explotación de minas y canteras (070)",18,,8,10,,
"Industrias manufactureras (071)",278,8,116,88,51,15
"Suministro de electricidad, gas y agua (072)",51,,7,18,26,
"Construcción (073)",281,2,87,117,70,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1087,38,338,384,256,71
"Venta, mant.y rep. veh.autom.y motoc. (075)",60,1,23,17,15,4
"Comercio al por mayor (076)",67,,24,26,15,2
"Comercio al por menor (077)",960,37,291,341,226,65
"Hoteles y restaurantes (078)",343,13,110,118,89,13
"Trans., almac. y comunicaciones (079)",292,3,127,104,54,4
"Intermediación financiera (080)",12,,7,3,2,
"Activid.inmobil., empres. y alquileres (081)",148,2,48,64,32,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",390,,147,149,87,7
"Enseñanza (083)",628,,114,344,170,
"Servicios sociales y de salud (084)",168,,49,92,27,
"Otras activ. serv.comun.soc y personales (085)",123,14,38,38,28,5
"Hogares privados con servicio doméstico (086)",154,10,68,44,24,8
"Actividad economica no especificada (088)",248,10,93,74,49,22
"Hombres (089)",5299,144,1498,1912,1361,384
"Agric., ganadería, caza y silvicultura (090)",2911,85,752,996,773,305
"Explotación de minas y canteras (092)",18,,8,10,,
"Industrias manufactureras (093)",227,7,98,67,44,11
"Suministro de electricidad, gas y agua (094)",48,,5,17,26,
"Construcción (095)",270,2,83,111,69,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",458,20,138,163,107,30
"Venta, mant.y rep. veh.autom.y motoc. (097)",53,1,19,16,13,4
"Comercio al por mayor (098)",43,,15,19,8,1
"Comercio al por menor (099)",362,19,104,128,86,25
"Hoteles y restaurantes (100)",67,6,20,20,17,4
"Trans., almac. y comunicaciones (101)",276,3,117,99,53,4
"Intermediación financiera (102)",6,,1,3,2,
"Activid.inmobil., empres. y alquileres (103)",118,,35,50,31,2
"Admin.pub. y defensa; p. segur.soc.afil (104)",299,,94,118,80,7
"Enseñanza (105)",319,,48,166,105,
"Servicios sociales y de salud (106)",76,,20,42,14,
"Otras activ. serv.comun.soc y personales (107)",72,12,26,14,16,4
"Hogares privados con servicio doméstico (108)",18,4,7,5,,2
"Actividad economica no especificada (110)",116,5,46,31,24,10
"Mujeres (112)",3294,121,997,1211,754,211
"Agric., ganadería, caza y silvicultura (113)",1461,80,386,480,377,138
"Industrias manufactureras (116)",51,1,18,21,7,4
"Suministro de electricidad, gas y agua (117)",3,,2,1,,
"Construcción (118)",11,,4,6,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",629,18,200,221,149,41
"Venta, mant.y rep. veh.autom.y motoc. (120)",7,,4,1,2,
"Comercio al por mayor (121)",24,,9,7,7,1
"Comercio al por menor (122)",598,18,187,213,140,40
"Hoteles y restaurantes (123)",276,7,90,98,72,9
"Trans., almac. y comunicaciones (124)",16,,10,5,1,
"Intermediación financiera (125)",6,,6,,,
"Activid.inmobil., empres. y alquileres (126)",30,2,13,14,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",91,,53,31,7,
"Enseñanza (128)",309,,66,178,65,
"Servicios sociales y de salud (129)",92,,29,50,13,
"Otras activ. serv.comun.soc y personales (130)",51,2,12,24,12,1
"Hogares privados con servicio doméstico (131)",136,6,61,39,24,6
"Actividad economica no especificada (133)",132,5,47,43,25,12
,,,,,,
"RURAL (134)",22238,442,7293,7076,5626,1801
"Agric., ganadería, caza y silvicultura (135)",19668,427,6281,6160,5114,1686
"Pesca (136)",7,,6,1,,
"Explotación de minas y canteras (137)",21,,8,7,5,1
"Industrias manufactureras (138)",177,1,79,42,40,15
"Suministro de electricidad, gas y agua (139)",4,,3,1,,
"Construcción (140)",226,,86,78,57,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",627,8,228,219,135,37
"Venta, mant.y rep. veh.autom.y motoc. (142)",18,,13,3,2,
"Comercio al por mayor (143)",29,,12,9,6,2
"Comercio al por menor (144)",580,8,203,207,127,35
"Hoteles y restaurantes (145)",180,2,66,63,39,10
"Trans., almac. y comunicaciones (146)",172,,106,45,20,1
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",43,,18,21,4,
"Admin.pub. y defensa; p. segur.soc.afil (149)",100,,51,33,15,1
"Enseñanza (150)",378,,92,212,72,2
"Servicios sociales y de salud (151)",101,,58,28,14,1
"Otras activ. serv.comun.soc y personales (152)",46,,21,13,12,
"Hogares privados con servicio doméstico (153)",87,2,54,16,11,4
"Actividad economica no especificada (155)",400,2,136,136,88,38
"Hombres (156)",16388,270,5231,5250,4218,1419
"Agric., ganadería, caza y silvicultura (157)",15012,262,4695,4768,3925,1362
"Pesca (158)",7,,6,1,,
"Explotación de minas y canteras (159)",20,,8,7,5,
"Industrias manufactureras (160)",100,,35,22,31,12
"Suministro de electricidad, gas y agua (161)",4,,3,1,,
"Construcción (162)",222,,84,76,57,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",273,6,92,94,60,21
"Venta, mant.y rep. veh.autom.y motoc. (164)",17,,12,3,2,
"Comercio al por mayor (165)",18,,6,6,5,1
"Comercio al por menor (166)",238,6,74,85,53,20
"Hoteles y restaurantes (167)",28,,12,9,3,4
"Trans., almac. y comunicaciones (168)",169,,104,44,20,1
"Activid.inmobil., empres. y alquileres (170)",37,,13,20,4,
"Admin.pub. y defensa; p. segur.soc.afil (171)",78,,35,27,15,1
"Enseñanza (172)",215,,51,109,53,2
"Servicios sociales y de salud (173)",46,,19,14,12,1
"Otras activ. serv.comun.soc y personales (174)",26,,12,7,7,
"Hogares privados con servicio doméstico (175)",7,1,2,1,1,2
"Actividad economica no especificada (177)",144,1,60,50,25,8
"Mujeres (179)",5850,172,2062,1826,1408,382
"Agric., ganadería, caza y silvicultura (180)",4656,165,1586,1392,1189,324
"Explotación de minas y canteras (182)",1,,,,,1
"Industrias manufactureras (183)",77,1,44,20,9,3
"Construcción (185)",4,,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",354,2,136,125,75,16
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",11,,6,3,1,1
"Comercio al por menor (189)",342,2,129,122,74,15
"Hoteles y restaurantes (190)",152,2,54,54,36,6
"Trans., almac. y comunicaciones (191)",3,,2,1,,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",6,,5,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",22,,16,6,,
"Enseñanza (195)",163,,41,103,19,
"Servicios sociales y de salud (196)",55,,39,14,2,
"Otras activ. serv.comun.soc y personales (197)",20,,9,6,5,
"Hogares privados con servicio doméstico (198)",80,1,52,15,10,2
"Actividad economica no especificada (200)",256,1,76,86,63,30
