"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANCHEZ CARRION (000)",34771,3464,5226,18724,432,6332,593
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",61,58,,,3,,
"Profes., científicos e intelectuales (002)",1726,1615,,102,6,3,
"Técnicos de nivel medio y trab. asimilados (003)",444,311,,116,17,,
"Jefes y empleados de oficina (004)",391,387,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2150,354,30,1478,44,244,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",14244,4,6,13979,255,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",2071,,748,1162,55,106,
"Obreros construc.,conf., papel, fab., instr. (008)",1612,201,664,671,39,37,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",11121,344,3635,882,6,5661,593
"Otra (010)",93,93,,,,,
"Ocupación no especificada (011)",858,97,143,333,7,278,
"Hombres (012)",27532,1885,4854,16173,384,4220,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",50,48,,,2,,
"Profes., científicos e intelectuales (014)",812,753,,55,3,1,
"Técnicos de nivel medio y trab. asimilados (015)",308,202,,92,14,,
"Jefes y empleados de oficina (016)",199,198,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",829,158,4,602,20,45,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",13822,4,6,13564,248,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1657,,720,813,52,72,
"Obreros construc.,conf., papel, fab., instr. (020)",1569,199,648,651,39,32,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",7934,177,3373,327,4,4037,16
"Otra (022)",93,93,,,,,
"Ocupación no especificada (023)",259,53,103,68,2,33,
"Mujeres (024)",7239,1579,372,2551,48,2112,577
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,10,,,1,,
"Profes., científicos e intelectuales (026)",914,862,,47,3,2,
"Técnicos de nivel medio y trab. asimilados (027)",136,109,,24,3,,
"Jefes y empleados de oficina (028)",192,189,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1321,196,26,876,24,199,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",422,,,415,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",414,,28,349,3,34,
"Obreros construc.,conf., papel, fab., instr. (032)",43,2,16,20,,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",3187,167,262,555,2,1624,577
"Ocupación no especificada (035)",599,44,40,265,5,245,
,,,,,,,
"URBANA (036)",10791,2990,2205,4365,193,581,457
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",47,44,,,3,,
"Profes., científicos e intelectuales (038)",1493,1396,,89,5,3,
"Técnicos de nivel medio y trab. asimilados (039)",402,280,,105,17,,
"Jefes y empleados de oficina (040)",362,358,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1722,284,22,1177,38,201,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1164,4,,1124,36,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1154,,447,622,45,40,
"Obreros construc.,conf., papel, fab., instr. (044)",1177,175,489,472,36,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",2849,286,1177,698,6,225,457
"Otra (046)",93,93,,,,,
"Ocupación no especificada (047)",328,70,70,77,7,104,
"Hombres (048)",6935,1622,2021,2904,152,225,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",41,39,,,2,,
"Profes., científicos e intelectuales (050)",694,639,,52,2,1,
"Técnicos de nivel medio y trab. asimilados (051)",285,185,,86,14,,
"Jefes y empleados de oficina (052)",177,176,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",644,137,3,455,15,34,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1106,4,,1067,35,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1008,,430,509,42,27,
"Obreros construc.,conf., papel, fab., instr. (056)",1155,174,477,463,36,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1599,137,1063,237,4,147,11
"Otra (058)",93,93,,,,,
"Ocupación no especificada (059)",133,38,48,34,2,11,
"Mujeres (060)",3856,1368,184,1461,41,356,446
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,5,,,1,,
"Profes., científicos e intelectuales (062)",799,757,,37,3,2,
"Técnicos de nivel medio y trab. asimilados (063)",117,95,,19,3,,
"Jefes y empleados de oficina (064)",185,182,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1078,147,19,722,23,167,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",58,,,57,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",146,,17,113,3,13,
"Obreros construc.,conf., papel, fab., instr. (068)",22,1,12,9,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1250,149,114,461,2,78,446
"Ocupación no especificada (071)",195,32,22,43,5,93,
,,,,,,,
"RURAL (072)",23980,474,3021,14359,239,5751,136
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",14,14,,,,,
"Profes., científicos e intelectuales (074)",233,219,,13,1,,
"Técnicos de nivel medio y trab. asimilados (075)",42,31,,11,,,
"Jefes y empleados de oficina (076)",29,29,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",428,70,8,301,6,43,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",13080,,6,12855,219,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",917,,301,540,10,66,
"Obreros construc.,conf., papel, fab., instr. (080)",435,26,175,199,3,32,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",8272,58,2458,184,,5436,136
"Ocupación no especificada (083)",530,27,73,256,,174,
"Hombres (084)",20597,263,2833,13269,232,3995,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",118,114,,3,1,,
"Técnicos de nivel medio y trab. asimilados (087)",23,17,,6,,,
"Jefes y empleados de oficina (088)",22,22,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",185,21,1,147,5,11,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",12716,,6,12497,213,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",649,,290,304,10,45,
"Obreros construc.,conf., papel, fab., instr. (092)",414,25,171,188,3,27,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",6335,40,2310,90,,3890,5
"Ocupación no especificada (095)",126,15,55,34,,22,
"Mujeres (096)",3383,211,188,1090,7,1756,131
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,5,,,,,
"Profes., científicos e intelectuales (098)",115,105,,10,,,
"Técnicos de nivel medio y trab. asimilados (099)",19,14,,5,,,
