"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16477,1943,1926,9159,157,3043,249
"Sin nivel (001)",1235,13,70,795,3,341,13
"Educación inicial (002)",16,,4,6,,4,2
"Primaria (003)",7860,100,860,4920,61,1825,94
"Secundaria (004)",5339,450,909,2958,75,814,133
"Superior no univ. incompleta (005)",387,179,40,144,8,13,3
"Superior no univ. completa (006)",518,362,18,123,1,13,1
"Superior univ. incompleta (007)",350,189,11,125,7,16,2
"Superior univ. completa (008)",772,650,14,88,2,17,1
"Hombres (010)",12331,1275,1714,7647,138,1504,53
"Sin nivel (011)",769,5,54,627,3,75,5
"Educación inicial (012)",13,,4,5,,4,
"Primaria (013)",5915,63,732,4174,55,877,14
"Secundaria (014)",4248,316,845,2464,69,523,31
"Superior no univ. incompleta (015)",289,123,39,112,7,7,1
"Superior no univ. completa (016)",353,229,16,100,,7,1
"Superior univ. incompleta (017)",247,126,11,98,4,7,1
"Superior univ. completa (018)",497,413,13,67,,4,
"Mujeres (020)",4146,668,212,1512,19,1539,196
"Sin nivel (021)",466,8,16,168,,266,8
"Educación inicial (022)",3,,,1,,,2
"Primaria (023)",1945,37,128,746,6,948,80
"Secundaria (024)",1091,134,64,494,6,291,102
"Superior no univ. incompleta (025)",98,56,1,32,1,6,2
"Superior no univ. completa (026)",165,133,2,23,1,6,
"Superior univ. incompleta (027)",103,63,,27,3,9,1
"Superior univ. completa (028)",275,237,1,21,2,13,1
,,,,,,,
"URBANA (030)",4796,1305,811,2085,66,359,170
"Sin nivel (031)",130,7,13,76,,27,7
"Educación inicial (032)",6,,2,2,,1,1
"Primaria (033)",1295,77,244,757,12,147,58
"Secundaria (034)",2064,310,492,969,40,155,98
"Superior no univ. incompleta (035)",233,105,27,83,6,9,3
"Superior no univ. completa (036)",350,251,13,76,1,8,1
"Superior univ. incompleta (037)",206,121,8,66,5,4,2
"Superior univ. completa (038)",512,434,12,56,2,8,
"Hombres (040)",3288,818,743,1451,52,187,37
"Sin nivel (041)",74,3,9,55,,5,2
"Educación inicial (042)",4,,2,1,,1,
"Primaria (043)",860,52,214,500,8,75,11
"Secundaria (044)",1507,204,462,691,36,93,21
"Superior no univ. incompleta (045)",165,69,26,59,6,4,1
"Superior no univ. completa (046)",217,145,11,55,,5,1
"Superior univ. incompleta (047)",141,79,8,50,2,1,1
"Superior univ. completa (048)",320,266,11,40,,3,
"Mujeres (050)",1508,487,68,634,14,172,133
"Sin nivel (051)",56,4,4,21,,22,5
"Educación inicial (052)",2,,,1,,,1
"Primaria (053)",435,25,30,257,4,72,47
"Secundaria (054)",557,106,30,278,4,62,77
"Superior no univ. incompleta (055)",68,36,1,24,,5,2
"Superior no univ. completa (056)",133,106,2,21,1,3,
"Superior univ. incompleta (057)",65,42,,16,3,3,1
"Superior univ. completa (058)",192,168,1,16,2,5,
,,,,,,,
"RURAL (060)",11681,638,1115,7074,91,2684,79
"Sin nivel (061)",1105,6,57,719,3,314,6
"Educación inicial (062)",10,,2,4,,3,1
"Primaria (063)",6565,23,616,4163,49,1678,36
"Secundaria (064)",3275,140,417,1989,35,659,35
"Superior no univ. incompleta (065)",154,74,13,61,2,4,
"Superior no univ. completa (066)",168,111,5,47,,5,
"Superior univ. incompleta (067)",144,68,3,59,2,12,
"Superior univ. completa (068)",260,216,2,32,,9,1
"Hombres (070)",9043,457,971,6196,86,1317,16
"Sin nivel (071)",695,2,45,572,3,70,3
"Educación inicial (072)",9,,2,4,,3,
"Primaria (073)",5055,11,518,3674,47,802,3
"Secundaria (074)",2741,112,383,1773,33,430,10
"Superior no univ. incompleta (075)",124,54,13,53,1,3,
"Superior no univ. completa (076)",136,84,5,45,,2,
"Superior univ. incompleta (077)",106,47,3,48,2,6,
"Superior univ. completa (078)",177,147,2,27,,1,
"Mujeres (080)",2638,181,144,878,5,1367,63
"Sin nivel (081)",410,4,12,147,,244,3
"Educación inicial (082)",1,,,,,,1
"Primaria (083)",1510,12,98,489,2,876,33
"Secundaria (084)",534,28,34,216,2,229,25
"Superior no univ. incompleta (085)",30,20,,8,1,1,
"Superior no univ. completa (086)",32,27,,2,,3,
"Superior univ. incompleta (087)",38,21,,11,,6,
"Superior univ. completa (088)",83,69,,5,,8,1
