"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comercio al por menor (054)",531,,,9,1,435,,1,,85,,
"Hoteles y restaurantes (055)",231,,,8,2,139,,,,82,,
"Trans., almac. y comunicaciones (056)",31,,,4,10,2,,,5,10,,
"Intermediación financiera (057)",7,,,1,5,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",99,,15,11,56,,,,1,16,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",145,4,16,29,70,,,,3,22,1,
"Enseñanza (060)",906,5,873,7,18,,,,,3,,
"Servicios sociales y de salud (061)",138,,40,80,7,8,,,,3,,
"Otras activ. serv.comun.soc y personales (062)",116,,5,9,5,5,,,,92,,
"Hogares privados con servicio doméstico (063)",486,,,1,,,,,,485,,
"Actividad economica no especificada (065)",627,,1,,21,,,,,,,605
,,,,,,,,,,,,
"URBANA (066)",5346,27,1195,280,337,778,595,339,515,1103,46,131
"Agric., ganadería, caza y silvicultura (067)",952,,4,14,1,,595,1,3,334,,
"Pesca (068)",1,,,,,,,,,1,,
"Explotación de minas y canteras (069)",6,,1,,1,,,2,,2,,
"Industrias manufactureras (070)",248,,2,2,,4,,234,5,1,,
"Suministro de electricidad, gas y agua (071)",7,,,2,,,,3,2,,,
"Construcción (072)",286,,13,16,1,,,12,156,88,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",906,,3,25,1,629,,77,8,163,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",76,,,4,1,12,,54,1,4,,
"Comercio al por mayor (075)",45,,1,2,,40,,,2,,,
"Comercio al por menor (076)",785,,2,19,,577,,23,5,159,,
"Hoteles y restaurantes (077)",201,,2,6,3,109,,1,1,79,,
"Trans., almac. y comunicaciones (078)",407,,2,7,28,1,,4,324,41,,
"Intermediación financiera (079)",15,,2,1,10,,,,,2,,
"Activid.inmobil., empres. y alquileres (080)",196,,41,34,80,6,,1,2,32,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",364,15,37,51,151,10,,1,12,41,46,
"Enseñanza (082)",1056,12,1007,6,26,,,,,5,,
"Servicios sociales y de salud (083)",165,,62,79,10,9,,1,2,2,,
"Otras activ. serv.comun.soc y personales (084)",142,,15,36,6,10,,2,,73,,
"Hogares privados con servicio doméstico (085)",239,,,,,,,,,239,,
"Actividad economica no especificada (087)",155,,4,1,19,,,,,,,131
"Hombres (088)",3273,22,541,172,169,345,536,285,504,592,45,62
"Agric., ganadería, caza y silvicultura (089)",824,,4,14,1,,536,1,3,265,,
"Pesca (090)",1,,,,,,,,,1,,
"Explotación de minas y canteras (091)",4,,1,,,,,2,,1,,
"Industrias manufactureras (092)",196,,2,1,,4,,183,5,1,,
"Suministro de electricidad, gas y agua (093)",7,,,2,,,,3,2,,,
"Construcción (094)",277,,13,16,1,,,12,152,83,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",495,,3,15,1,293,,74,8,101,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",66,,,2,1,7,,52,1,3,,
"Comercio al por mayor (097)",22,,1,,,19,,,2,,,
"Comercio al por menor (098)",407,,2,13,,267,,22,5,98,,
"Hoteles y restaurantes (099)",50,,2,2,1,24,,1,1,19,,
"Trans., almac. y comunicaciones (100)",381,,2,3,18,,,4,321,33,,
"Intermediación financiera (101)",8,,2,,5,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",110,,28,25,28,6,,1,1,21,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",254,13,23,32,92,10,,1,9,29,45,
"Enseñanza (104)",440,9,419,1,9,,,,,2,,
"Servicios sociales y de salud (105)",74,,29,32,6,2,,1,2,2,,
"Otras activ. serv.comun.soc y personales (106)",77,,10,28,3,6,,2,,28,,
"Hogares privados con servicio doméstico (107)",5,,,,,,,,,5,,
"Actividad economica no especificada (109)",70,,3,1,4,,,,,,,62
"Mujeres (110)",2073,5,654,108,168,433,59,54,11,511,1,69
"Agric., ganadería, caza y silvicultura (111)",128,,,,,,59,,,69,,
"Explotación de minas y canteras (113)",2,,,,1,,,,,1,,
"Industrias manufactureras (114)",52,,,1,,,,51,,,,
"Construcción (116)",9,,,,,,,,4,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",411,,,10,,336,,3,,62,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",10,,,2,,5,,2,,1,,
"Comercio al por mayor (119)",23,,,2,,21,,,,,,
"Comercio al por menor (120)",378,,,6,,310,,1,,61,,
"Hoteles y restaurantes (121)",151,,,4,2,85,,,,60,,
"Trans., almac. y comunicaciones (122)",26,,,4,10,1,,,3,8,,
"Intermediación financiera (123)",7,,,1,5,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",86,,13,9,52,,,,1,11,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",110,2,14,19,59,,,,3,12,1,
"Enseñanza (126)",616,3,588,5,17,,,,,3,,
"Servicios sociales y de salud (127)",91,,33,47,4,7,,,,,,
"Otras activ. serv.comun.soc y personales (128)",65,,5,8,3,4,,,,45,,
"Hogares privados con servicio doméstico (129)",234,,,,,,,,,234,,
"Actividad economica no especificada (131)",85,,1,,15,,,,,,,69
,,,,,,,,,,,,
"RURAL (132)",25495,25,768,175,108,492,14843,929,493,6973,20,669
"Agric., ganadería, caza y silvicultura (133)",21076,,1,13,,,14842,,3,6217,,
"Pesca (134)",7,,,,,,1,,,6,,
"Explotación de minas y canteras (135)",9,,2,,,,,5,,2,,
"Industrias manufactureras (136)",923,,,3,4,1,,880,34,1,,
"Suministro de electricidad, gas y agua (137)",30,,1,2,,,,8,4,15,,
"Construcción (138)",527,,5,22,24,,,13,269,194,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",497,,,6,2,399,,21,2,67,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",25,,,1,,9,,13,2,,,
"Comercio al por mayor (141)",24,,,,1,23,,,,,,
"Comercio al por menor (142)",448,,,5,1,367,,8,,67,,
"Hoteles y restaurantes (143)",124,,,4,1,81,,,2,36,,
"Trans., almac. y comunicaciones (144)",204,,,,8,2,,,168,26,,
"Activid.inmobil., empres. y alquileres (146)",61,,4,15,13,5,,,4,20,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",140,10,5,20,35,,,,5,45,20,
"Enseñanza (148)",755,15,734,2,3,,,,,1,,
"Servicios sociales y de salud (149)",102,,15,74,4,2,,2,1,4,,
"Otras activ. serv.comun.soc y personales (150)",92,,1,13,7,2,,,1,68,,
"Hogares privados con servicio doméstico (151)",272,,,1,,,,,,271,,
"Actividad economica no especificada (153)",676,,,,7,,,,,,,669
"Hombres (154)",20715,21,470,118,76,304,13897,307,473,4896,20,133
"Agric., ganadería, caza y silvicultura (155)",18419,,1,12,,,13896,,3,4507,,
"Pesca (156)",7,,,,,,1,,,6,,
"Explotación de minas y canteras (157)",8,,1,,,,,5,,2,,
"Industrias manufactureras (158)",287,,,3,1,1,,258,23,1,,
"Suministro de electricidad, gas y agua (159)",29,,1,2,,,,8,4,14,,
"Construcción (160)",516,,4,22,23,,,13,262,192,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",338,,,3,1,268,,21,2,43,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",24,,,1,,8,,13,2,,,
"Comercio al por mayor (163)",19,,,,1,18,,,,,,
"Comercio al por menor (164)",295,,,2,,242,,8,,43,,
"Hoteles y restaurantes (165)",44,,,,1,27,,,2,14,,
"Trans., almac. y comunicaciones (166)",199,,,,8,1,,,166,24,,
"Activid.inmobil., empres. y alquileres (168)",48,,2,13,9,5,,,4,15,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",105,8,3,10,24,,,,5,35,20,
"Enseñanza (170)",465,13,449,,2,,,,,1,,
"Servicios sociales y de salud (171)",55,,8,41,1,1,,2,1,1,,
"Otras activ. serv.comun.soc y personales (172)",41,,1,12,5,1,,,1,21,,
"Hogares privados con servicio doméstico (173)",20,,,,,,,,,20,,
"Actividad economica no especificada (175)",134,,,,1,,,,,,,133
"Mujeres (176)",4780,4,298,57,32,188,946,622,20,2077,,536
"Agric., ganadería, caza y silvicultura (177)",2657,,,1,,,946,,,1710,,
"Explotación de minas y canteras (179)",1,,1,,,,,,,,,
"Industrias manufactureras (180)",636,,,,3,,,622,11,,,
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,,1,,
"Construcción (182)",11,,1,,1,,,,7,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",159,,,3,1,131,,,,24,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",5,,,,,5,,,,,,
"Comercio al por menor (186)",153,,,3,1,125,,,,24,,
"Hoteles y restaurantes (187)",80,,,4,,54,,,,22,,
"Trans., almac. y comunicaciones (188)",5,,,,,1,,,2,2,,
"Activid.inmobil., empres. y alquileres (190)",13,,2,2,4,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",35,2,2,10,11,,,,,10,,
"Enseñanza (192)",290,2,285,2,1,,,,,,,
"Servicios sociales y de salud (193)",47,,7,33,3,1,,,,3,,
"Otras activ. serv.comun.soc y personales (194)",51,,,1,2,1,,,,47,,
"Hogares privados con servicio doméstico (195)",252,,,1,,,,,,251,,
"Actividad economica no especificada (197)",542,,,,6,,,,,,,536
