"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AREQUIPA (000)",244803,225535,1097,57396,65502,42672,38089,14454,4966,1359,19268,631134
"De 12 a 14 años (001)",190,92,11,74,7,,,,,,98,88
"De 15 a 19 años (002)",2887,2514,64,2210,179,39,22,,,,373,2773
"De 20 a 24 años (003)",19305,13236,132,9970,2650,376,74,34,,,6069,16926
"De 25 a 29 años (004)",28626,23038,132,12579,7822,1988,472,36,9,,5588,36460
"De 30 a 34 años (005)",31714,29012,128,10298,11980,4746,1695,142,17,6,2702,56743
"De 35 a 39 años (006)",30530,29225,104,6700,11973,6600,3368,414,56,10,1305,67961
"De 40 a 44 años (007)",27687,26782,97,4324,9712,6980,4547,915,172,35,905,71890
"De 45 a 49 años (008)",23528,22925,83,3185,7185,5853,4921,1324,306,68,603,68062
"De 50 y más años (009)",80336,78711,346,8056,13994,16090,22990,11589,4406,1240,1625,310231
"Conviviente (010)",58944,57688,377,19910,18206,9415,6998,2026,605,151,1256,134519
"De 12 a 14 años (011)",120,46,9,37,,,,,,,74,37
"De 15 a 19 años (012)",1821,1578,45,1389,123,13,8,,,,243,1706
"De 20 a 24 años (013)",8718,8297,79,6005,1875,267,45,26,,,421,10909
"De 25 a 29 años (014)",12183,11928,71,5809,4482,1234,304,22,6,,255,19928
"De 30 a 34 años (015)",11720,11608,56,3306,4954,2276,922,81,10,3,112,24563
"De 35 a 39 años (016)",8880,8834,34,1505,3291,2276,1490,205,25,8,46,22880
"De 40 a 44 años (017)",6044,6005,24,775,1748,1592,1434,345,67,20,39,18283
"De 45 a 49 años (018)",3664,3655,17,437,837,831,1048,369,95,21,9,12534
"De 50 y más años (019)",5794,5737,42,647,896,926,1747,978,402,99,57,23679
