"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 12 a 14 años (021)",6,3,,3,,,,,,,3,3
"De 15 a 19 años (022)",150,140,1,130,8,1,,,,,10,149
"De 20 a 24 años (023)",320,310,1,218,75,13,3,,,,10,422
"De 25 a 29 años (024)",360,357,2,153,127,57,17,1,,,3,654
"De 30 a 34 años (025)",329,325,,90,106,76,45,7,1,,4,775
"De 35 a 39 años (026)",397,390,2,71,110,85,89,30,3,,7,1144
"De 40 a 44 años (027)",320,316,,33,66,66,106,36,7,2,4,1134
"De 45 a 49 años (028)",271,269,,23,41,50,86,47,20,2,2,1130
"De 50 y más años (029)",563,558,2,57,64,91,146,128,49,21,5,2571
"Casado(a) (030)",13601,13460,49,1403,2512,2385,3576,2256,959,320,141,55438
"De 12 a 14 años (031)",10,3,2,,1,,,,,,7,2
"De 15 a 19 años (032)",94,78,,48,26,2,2,,,,16,114
"De 20 a 24 años (033)",539,521,3,238,188,72,19,1,,,18,920
"De 25 a 29 años (034)",1253,1234,4,337,435,284,162,9,3,,19,2828
"De 30 a 34 años (035)",1642,1630,3,245,475,400,397,99,9,2,12,4842
"De 35 a 39 años (036)",1960,1944,5,163,433,426,647,229,37,4,16,6972
"De 40 a 44 años (037)",2034,2029,2,125,346,411,626,357,132,30,5,8523
"De 45 a 49 años (038)",1768,1760,5,68,236,288,526,410,170,57,8,8421
"De 50 y más años (039)",4301,4261,25,179,372,502,1197,1151,608,227,40,22816
"Viudo(a) (040)",2353,2330,20,162,257,281,740,543,251,76,23,11278
"De 12 a 14 años (041)",1,1,,,1,,,,,,,2
"De 15 a 19 años (042)",5,5,,3,2,,,,,,,7
"De 20 a 24 años (043)",20,20,,13,4,3,,,,,,30
"De 25 a 29 años (044)",34,34,,12,14,4,3,,1,,,73
"De 30 a 34 años (045)",51,49,,7,19,8,11,4,,,2,145
"De 35 a 39 años (046)",82,80,1,7,24,15,24,7,2,,2,267
"De 40 a 44 años (047)",136,134,1,9,13,32,52,23,4,,2,544
"De 45 a 49 años (048)",186,185,2,10,19,22,62,45,23,2,1,897
"De 50 y más años (049)",1838,1822,16,101,161,197,588,464,221,74,16,9313
"Divorciado(a) (050)",228,222,,34,34,50,48,38,12,6,6,873
"De 15 a 19 años (052)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (053)",11,9,,5,2,2,,,,,2,15
"De 25 a 29 años (054)",14,11,,5,2,2,1,1,,,3,27
"De 30 a 34 años (055)",13,13,,3,4,5,,1,,,,32
"De 35 a 39 años (056)",26,26,,1,8,8,7,1,1,,,84
"De 40 a 44 años (057)",37,37,,6,4,10,11,4,2,,,135
"De 45 a 49 años (058)",31,31,,4,7,7,7,6,,,,109
"De 50 y más años (059)",94,94,,9,7,16,22,25,9,6,,470
"Soltero(a) (060)",2715,1663,24,1060,346,151,82,,,,1052,2533
"De 12 a 14 años (061)",22,20,,19,1,,,,,,2,21
"De 15 a 19 años (062)",212,208,6,189,10,2,1,,,,4,219
"De 20 a 24 años (063)",813,369,2,304,52,10,1,,,,444,442
"De 25 a 29 años (064)",605,281,4,188,72,15,2,,,,324,385
"De 30 a 34 años (065)",360,241,2,131,62,31,15,,,,119,408
"De 35 a 39 años (066)",230,173,3,86,43,25,16,,,,57,311
"De 40 a 44 años (067)",166,139,,57,39,25,18,,,,27,282
"De 45 a 49 años (068)",121,96,3,36,30,17,10,,,,25,187
"De 50 y más años (069)",186,136,4,50,37,26,19,,,,50,278
,,,,,,,,,,,,
"URBANA (080)",23757,22527,115,5251,5319,3995,4666,2174,776,231,1230,71276
"De 12 a 14 años (081)",69,32,6,19,7,,,,,,37,33
"De 15 a 19 años (082)",783,676,8,587,63,15,3,,,,107,770
"De 20 a 24 años (083)",2828,2357,22,1521,622,157,33,2,,,471,3390
"De 25 a 29 años (084)",3537,3239,21,1197,1235,549,224,10,3,,298,6346
"De 30 a 34 años (085)",3398,3285,6,748,1063,802,564,90,10,2,113,8365
"De 35 a 39 años (086)",3391,3321,11,433,927,790,899,223,33,5,70,10311
"De 40 a 44 años (087)",2842,2809,3,272,557,654,882,335,89,17,33,10270
"De 45 a 49 años (088)",2134,2109,9,162,349,398,655,390,116,30,25,8738
"De 50 y más años (089)",4775,4699,29,312,496,630,1406,1124,525,177,76,23053
"Conviviente (090)",10240,9953,53,2878,2692,1799,1725,613,162,31,287,26779
"De 12 a 14 años (091)",43,15,4,7,4,,,,,,28,15
"De 15 a 19 años (092)",545,462,5,396,47,12,2,,,,83,534
"De 20 a 24 años (093)",1733,1638,17,1012,461,122,24,2,,,95,2413
"De 25 a 29 años (094)",2066,2027,16,702,796,355,146,10,2,,39,4053
"De 30 a 34 años (095)",1819,1805,3,367,584,475,318,52,5,1,14,4700
"De 35 a 39 años (096)",1596,1582,3,175,437,383,447,116,17,4,14,5070
"De 40 a 44 años (097)",1070,1066,2,91,190,237,366,146,30,4,4,4009
"De 45 a 49 años (098)",652,652,2,61,90,121,218,124,27,9,,2697
"De 50 y más años (099)",716,706,1,67,83,94,204,163,81,13,10,3288
"Separado(a) (100)",1947,1916,5,522,434,347,370,166,54,18,31,5757
"De 12 a 14 años (101)",1,,,,,,,,,,1,
"De 15 a 19 años (102)",76,69,,67,2,,,,,,7,71
"De 20 a 24 años (103)",195,187,1,137,42,5,2,,,,8,246
"De 25 a 29 años (104)",250,248,1,106,90,43,8,,,,2,448
"De 30 a 34 años (105)",263,260,,77,87,61,32,3,,,3,589
"De 35 a 39 años (106)",300,298,1,47,83,71,73,20,3,,2,893
"De 40 a 44 años (107)",258,254,,30,56,57,82,22,5,2,4,872
"De 45 a 49 años (108)",209,207,,18,32,40,68,34,14,1,2,845
"De 50 y más años (109)",395,393,2,40,42,70,105,87,32,15,2,1793
"Casado(a) (110)",7992,7895,27,931,1752,1533,2034,1059,423,136,97,29801
"De 12 a 14 años (111)",10,3,2,,1,,,,,,7,2
"De 15 a 19 años (112)",39,27,,18,7,2,,,,,12,38
"De 20 a 24 años (113)",257,244,2,134,80,21,7,,,,13,388
"De 25 a 29 años (114)",734,718,1,227,287,137,66,,,,16,1491
"De 30 a 34 años (115)",997,990,1,186,332,233,198,34,5,1,7,2665
"De 35 a 39 años (116)",1240,1227,4,128,348,302,351,83,10,1,13,3881
"De 40 a 44 años (117)",1265,1261,,90,268,311,377,153,51,11,4,4730
"De 45 a 49 años (118)",1056,1053,3,44,183,211,319,209,64,20,3,4530
"De 50 y más años (119)",2394,2372,14,104,246,316,716,580,293,103,22,12076
"Viudo(a) (120)",1366,1357,11,99,156,167,435,316,130,43,9,6456
"De 12 a 14 años (121)",1,1,,,1,,,,,,,2
"De 15 a 19 años (122)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (123)",16,16,,10,4,2,,,,,,24
"De 25 a 29 años (124)",27,27,,11,10,4,1,,1,,,56
"De 30 a 34 años (125)",32,31,,5,14,6,5,1,,,1,81
"De 35 a 39 años (126)",48,48,,5,18,9,11,3,2,,,150
"De 40 a 44 años (127)",81,81,1,4,8,20,32,13,3,,,334
"De 45 a 49 años (128)",94,94,2,6,11,9,35,20,11,,,433
"De 50 y más años (129)",1064,1056,8,56,89,117,351,279,113,43,8,5372
"Divorciado(a) (130)",164,159,,28,25,39,37,20,7,3,5,580
"De 15 a 19 años (132)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (133)",9,7,,4,1,2,,,,,2,12
"De 25 a 29 años (134)",7,5,,3,,1,1,,,,2,11
"De 30 a 34 años (135)",9,9,,3,2,4,,,,,,19
"De 35 a 39 años (136)",21,21,,1,5,7,6,1,1,,,70
"De 40 a 44 años (137)",28,28,,6,3,9,9,1,,,,86
"De 45 a 49 años (138)",25,25,,4,7,5,6,3,,,,80
"De 50 y más años (139)",63,63,,6,7,11,15,15,6,3,,301
"Soltero(a) (140)",2048,1247,19,793,260,110,65,,,,801,1903
"De 12 a 14 años (141)",14,13,,12,1,,,,,,1,14
"De 15 a 19 años (142)",118,114,3,103,6,1,1,,,,4,122
"De 20 a 24 años (143)",618,265,2,224,34,5,,,,,353,307
"De 25 a 29 años (144)",453,214,3,148,52,9,2,,,,239,287
"De 30 a 34 años (145)",278,190,2,110,44,23,11,,,,88,311
"De 35 a 39 años (146)",186,145,3,77,36,18,11,,,,41,247
"De 40 a 44 años (147)",140,119,,51,32,20,16,,,,21,239
"De 45 a 49 años (148)",98,78,2,29,26,12,9,,,,20,153
"De 50 y más años (149)",143,109,4,39,29,22,15,,,,34,223
,,,,,,,,,,,,
"RURAL (160)",15978,15461,77,3138,2956,2370,3513,2169,932,306,517,56798
"De 12 a 14 años (161)",49,24,1,22,1,,,,,,25,24
"De 15 a 19 años (162)",944,865,11,707,126,17,4,,,,79,1026
"De 20 a 24 años (163)",2246,2106,8,1069,690,253,81,5,,,140,3582
"De 25 a 29 años (164)",2421,2305,13,594,775,522,357,39,5,,116,5510
"De 30 a 34 años (165)",1937,1894,6,247,469,468,531,148,23,2,43,6057
"De 35 a 39 años (166)",1906,1873,6,148,304,339,664,321,78,13,33,7543
"De 40 a 44 años (167)",1614,1605,3,92,187,233,532,385,134,39,9,7552
"De 45 a 49 años (168)",1322,1310,3,64,114,163,389,340,183,54,12,6858
"De 50 y más años (169)",3539,3479,26,195,290,375,955,931,509,198,60,18646
"Conviviente (170)",7882,7692,38,2074,1837,1260,1516,644,244,79,190,23191
"De 12 a 14 años (171)",36,14,1,12,1,,,,,,22,14
"De 15 a 19 años (172)",719,647,7,527,96,15,2,,,,72,772
"De 20 a 24 años (173)",1638,1596,7,800,530,188,67,4,,,42,2730
"De 25 a 29 años (174)",1626,1600,8,394,564,354,250,28,2,,26,3836
"De 30 a 34 años (175)",1121,1116,4,152,282,275,309,75,18,1,5,3520
"De 35 a 39 años (176)",1006,999,3,78,176,187,333,161,51,10,7,4006
"De 40 a 44 años (177)",693,693,1,43,86,106,235,154,48,20,,3195
"De 45 a 49 años (178)",427,426,,24,40,56,135,98,59,14,1,2155
"De 50 y más años (179)",616,601,7,44,62,79,185,124,66,34,15,2963
"Separado(a) (180)",769,752,3,256,163,92,122,83,26,7,17,2225
"De 12 a 14 años (181)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (182)",74,71,1,63,6,1,,,,,3,78
"De 20 a 24 años (183)",125,123,,81,33,8,1,,,,2,176
"De 25 a 29 años (184)",110,109,1,47,37,14,9,1,,,1,206
"De 30 a 34 años (185)",66,65,,13,19,15,13,4,1,,1,186
"De 35 a 39 años (186)",97,92,1,24,27,14,16,10,,,5,251
"De 40 a 44 años (187)",62,62,,3,10,9,24,14,2,,,262
"De 45 a 49 años (188)",62,62,,5,9,10,18,13,6,1,,285
"De 50 y más años (189)",168,165,,17,22,21,41,41,17,6,3,778
"Casado(a) (190)",5609,5565,22,472,760,852,1542,1197,536,184,44,25637
"De 15 a 19 años (192)",55,51,,30,19,,2,,,,4,76
"De 20 a 24 años (193)",282,277,1,104,108,51,12,1,,,5,532
"De 25 a 29 años (194)",519,516,3,110,148,147,96,9,3,,3,1337
"De 30 a 34 años (195)",645,640,2,59,143,167,199,65,4,1,5,2177
"De 35 a 39 años (196)",720,717,1,35,85,124,296,146,27,3,3,3091
"De 40 a 44 años (197)",769,768,2,35,78,100,249,204,81,19,1,3793
"De 45 a 49 años (198)",712,707,2,24,53,77,207,201,106,37,5,3891
"De 50 y más años (199)",1907,1889,11,75,126,186,481,571,315,124,18,10740
"Viudo(a) (200)",987,973,9,63,101,114,305,227,121,33,14,4822
"De 15 a 19 años (202)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (203)",4,4,,3,,1,,,,,,6
"De 25 a 29 años (204)",7,7,,1,4,,2,,,,,17
"De 30 a 34 años (205)",19,18,,2,5,2,6,3,,,1,64
"De 35 a 39 años (206)",34,32,1,2,6,6,13,4,,,2,117
"De 40 a 44 años (207)",55,53,,5,5,12,20,10,1,,2,210
"De 45 a 49 años (208)",92,91,,4,8,13,27,25,12,2,1,464
"De 50 y más años (209)",774,766,8,45,72,80,237,185,108,31,8,3941
"Divorciado(a) (210)",64,63,,6,9,11,11,18,5,3,1,293
"De 20 a 24 años (213)",2,2,,1,1,,,,,,,3
"De 25 a 29 años (214)",7,6,,2,2,1,,1,,,1,16
"De 30 a 34 años (215)",4,4,,,2,1,,1,,,,13
"De 35 a 39 años (216)",5,5,,,3,1,1,,,,,14
"De 40 a 44 años (217)",9,9,,,1,1,2,3,2,,,49
"De 45 a 49 años (218)",6,6,,,,2,1,3,,,,29
"De 50 y más años (219)",31,31,,3,,5,7,10,3,3,,169
"Soltero(a) (220)",667,416,5,267,86,41,17,,,,251,630
"De 12 a 14 años (221)",8,7,,7,,,,,,,1,7
"De 15 a 19 años (222)",94,94,3,86,4,1,,,,,,97
"De 20 a 24 años (223)",195,104,,80,18,5,1,,,,91,135
"De 25 a 29 años (224)",152,67,1,40,20,6,,,,,85,98
"De 30 a 34 años (225)",82,51,,21,18,8,4,,,,31,97
"De 35 a 39 años (226)",44,28,,9,7,7,5,,,,16,64
"De 40 a 44 años (227)",26,20,,6,7,5,2,,,,6,43
"De 45 a 49 años (228)",23,18,1,7,4,5,1,,,,5,34
"De 50 y más años (229)",43,27,,11,8,4,4,,,,16,55
