"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 50 y más años (049)",2845,49,169,477,808,697,52,593
,,,,,,,,
"URBANA (060)",2087,7,24,78,192,501,824,461
"De 12 a 14 años (061)",2,,,,,,,2
"De 15 a 19 años (062)",77,,,,,,58,19
"De 20 a 24 años (063)",256,,,,,4,156,96
"De 25 a 29 años (064)",295,,,,,27,193,75
"De 30 a 34 años (065)",312,,,,,70,176,66
"De 35 a 39 años (066)",286,,,,6,117,121,42
"De 40 a 44 años (067)",217,,,,13,92,82,30
"De 45 a 49 años (068)",180,,,,21,88,35,36
"De 50 y más años (069)",462,7,24,78,152,103,3,95
"PEA (070)",572,,2,14,53,147,209,147
"De 15 a 19 años (072)",12,,,,,,6,6
"De 20 a 24 años (073)",56,,,,,1,35,20
"De 25 a 29 años (074)",77,,,,,7,43,27
"De 30 a 34 años (075)",90,,,,,23,42,25
"De 35 a 39 años (076)",108,,,,2,39,47,20
"De 40 a 44 años (077)",69,,,,3,25,26,15
"De 45 a 49 años (078)",68,,,,11,30,8,19
"De 50 y más años (079)",92,,2,14,37,22,2,15
"Ocupada (080)",537,,2,13,51,142,195,134
"De 15 a 19 años (082)",10,,,,,,6,4
"De 20 a 24 años (083)",47,,,,,1,31,15
"De 25 a 29 años (084)",72,,,,,6,42,24
"De 30 a 34 años (085)",81,,,,,21,36,24
"De 35 a 39 años (086)",103,,,,2,37,45,19
"De 40 a 44 años (087)",67,,,,3,25,25,14
"De 45 a 49 años (088)",68,,,,11,30,8,19
"De 50 y más años (089)",89,,2,13,35,22,2,15
"Desocupada (090)",35,,,1,2,5,14,13
"De 15 a 19 años (092)",2,,,,,,,2
"De 20 a 24 años (093)",9,,,,,,4,5
"De 25 a 29 años (094)",5,,,,,1,1,3
"De 30 a 34 años (095)",9,,,,,2,6,1
"De 35 a 39 años (096)",5,,,,,2,2,1
"De 40 a 44 años (097)",2,,,,,,1,1
"De 50 y más años (099)",3,,,1,2,,,
"No PEA (100)",1515,7,22,64,139,354,615,314
"De 12 a 14 años (101)",2,,,,,,,2
"De 15 a 19 años (102)",65,,,,,,52,13
"De 20 a 24 años (103)",200,,,,,3,121,76
"De 25 a 29 años (104)",218,,,,,20,150,48
"De 30 a 34 años (105)",222,,,,,47,134,41
"De 35 a 39 años (106)",178,,,,4,78,74,22
"De 40 a 44 años (107)",148,,,,10,67,56,15
"De 45 a 49 años (108)",112,,,,10,58,27,17
"De 50 y más años (109)",370,7,22,64,115,81,1,80
,,,,,,,,
"RURAL (120)",11370,45,158,456,888,1977,5722,2124
"De 12 a 14 años (121)",20,,,,,,3,17
"De 15 a 19 años (122)",649,,,,,,455,194
"De 20 a 24 años (123)",1711,,,,,7,1237,467
"De 25 a 29 años (124)",1730,,,,,88,1288,354
"De 30 a 34 años (125)",1381,,,,,196,999,186
"De 35 a 39 años (126)",1292,,,,9,329,809,145
"De 40 a 44 años (127)",1006,,,,28,311,561,106
"De 45 a 49 años (128)",834,,,7,69,355,310,93
"De 50 y más años (129)",2747,45,158,449,782,691,60,562
"PEA (130)",1184,3,11,36,110,242,504,278
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",55,,,,,,34,21
"De 20 a 24 años (133)",176,,,,,2,111,63
"De 25 a 29 años (134)",196,,,,,10,115,71
"De 30 a 34 años (135)",150,,,,,25,92,33
"De 35 a 39 años (136)",144,,,,1,53,71,19
"De 40 a 44 años (137)",101,,,,3,41,47,10
"De 45 a 49 años (138)",88,,,,17,36,25,10
"De 50 y más años (139)",272,3,11,36,89,75,9,49
"Ocupada (140)",1078,3,10,33,108,229,463,232
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",48,,,,,,30,18
"De 20 a 24 años (143)",151,,,,,2,97,52
"De 25 a 29 años (144)",171,,,,,10,107,54
"De 30 a 34 años (145)",136,,,,,23,87,26
"De 35 a 39 años (146)",132,,,,1,48,65,18
"De 40 a 44 años (147)",95,,,,2,41,45,7
"De 45 a 49 años (148)",82,,,,17,32,23,10
"De 50 y más años (149)",261,3,10,33,88,73,9,45
"Desocupada (150)",106,,1,3,2,13,41,46
"De 15 a 19 años (152)",7,,,,,,4,3
"De 20 a 24 años (153)",25,,,,,,14,11
"De 25 a 29 años (154)",25,,,,,,8,17
"De 30 a 34 años (155)",14,,,,,2,5,7
"De 35 a 39 años (156)",12,,,,,5,6,1
"De 40 a 44 años (157)",6,,,,1,,2,3
"De 45 a 49 años (158)",6,,,,,4,2,
"De 50 y más años (159)",11,,1,3,1,2,,4
"No PEA (160)",10186,42,147,420,778,1735,5218,1846
"De 12 a 14 años (161)",18,,,,,,3,15
"De 15 a 19 años (162)",594,,,,,,421,173
"De 20 a 24 años (163)",1535,,,,,5,1126,404
"De 25 a 29 años (164)",1534,,,,,78,1173,283
"De 30 a 34 años (165)",1231,,,,,171,907,153
"De 35 a 39 años (166)",1148,,,,8,276,738,126
"De 40 a 44 años (167)",905,,,,25,270,514,96
"De 45 a 49 años (168)",746,,,7,52,319,285,83
"De 50 y más años (169)",2475,42,147,413,693,616,51,513
