"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARAVELI (000)",16595,2779,6064,6605,320,596,231
"Agric., ganadería, caza y silvicultura (001)",3076,41,1454,1196,114,271,
"Pesca (002)",918,15,318,543,12,30,
"Explotación de minas y canteras (003)",5413,474,3032,1852,42,13,
"Industrias manufactureras (004)",419,32,180,182,18,7,
"Suministro de electricidad, gas y agua (005)",46,16,21,8,1,,
"Construcción (006)",657,24,427,191,11,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1976,267,61,1403,63,182,
"Venta, mant.y rep. veh.autom y motoc. (008)",191,20,36,117,13,5,
"Comercio al por mayor (009)",113,37,8,51,5,12,
"Comercio al por menor (010)",1672,210,17,1235,45,165,
"Hoteles y restaurantes (011)",943,290,117,452,28,56,
"Trans., almac. y comunicaciones (012)",860,242,177,419,14,8,
"Intermediación financiera (013)",15,13,,2,,,
"Activid.inmobil., empres. y alquileres (014)",349,256,48,37,6,2,
"Admin.pub. y defensa; p. segur soc.afil (015)",390,344,46,,,,
"Enseñanza (016)",527,473,1,53,,,
"Servicios sociales y de salud (017)",144,121,7,15,1,,
"Otras activ. serv.comun.soc y personales (018)",329,112,74,139,1,3,
"Hogares privados con servicio doméstico (019)",231,,,,,,231
"Actividad economica no especificada (021)",302,59,101,113,9,20,
"Hombres (022)",12540,1604,5541,4848,246,282,19
"Agric., ganadería, caza y silvicultura (023)",2596,33,1222,1060,101,180,
"Pesca (024)",854,13,311,491,12,27,
"Explotación de minas y canteras (025)",5093,376,2939,1732,39,7,
"Industrias manufactureras (026)",330,24,148,137,17,4,
"Suministro de electricidad, gas y agua (027)",42,12,21,8,1,,
"Construcción (028)",647,23,420,189,11,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",831,105,59,598,33,36,
"Venta, mant.y rep. veh.autom y motoc. (030)",174,14,35,109,12,4,
"Comercio al por mayor (031)",69,25,7,29,4,4,
"Comercio al por menor (032)",588,66,17,460,17,28,
"Hoteles y restaurantes (033)",179,50,30,75,9,15,
"Trans., almac. y comunicaciones (034)",803,206,172,406,14,5,
"Intermediación financiera (035)",7,6,,1,,,
"Activid.inmobil., empres. y alquileres (036)",281,209,39,28,4,1,
"Admin.pub. y defensa; p. segur soc.afil (037)",290,249,41,,,,
"Enseñanza (038)",191,176,1,14,,,
"Servicios sociales y de salud (039)",54,38,6,10,,,
"Otras activ. serv.comun.soc y personales (040)",171,55,60,55,,1,
"Hogares privados con servicio doméstico (041)",19,,,,,,19
"Actividad economica no especificada (043)",152,29,72,44,5,2,
"Mujeres (044)",4055,1175,523,1757,74,314,212
"Agric., ganadería, caza y silvicultura (045)",480,8,232,136,13,91,
"Pesca (046)",64,2,7,52,,3,
"Explotación de minas y canteras (047)",320,98,93,120,3,6,
"Industrias manufactureras (048)",89,8,32,45,1,3,
"Suministro de electricidad, gas y agua (049)",4,4,,,,,
"Construcción (050)",10,1,7,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1145,162,2,805,30,146,
"Venta, mant.y rep. veh.autom y motoc. (052)",17,6,1,8,1,1,
"Comercio al por mayor (053)",44,12,1,22,1,8,
"Comercio al por menor (054)",1084,144,,775,28,137,
"Hoteles y restaurantes (055)",764,240,87,377,19,41,
"Trans., almac. y comunicaciones (056)",57,36,5,13,,3,
"Intermediación financiera (057)",8,7,,1,,,
"Activid.inmobil., empres. y alquileres (058)",68,47,9,9,2,1,
"Admin.pub. y defensa; p. segur soc.afil (059)",100,95,5,,,,
"Enseñanza (060)",336,297,,39,,,
"Servicios sociales y de salud (061)",90,83,1,5,1,,
"Otras activ. serv.comun.soc y personales (062)",158,57,14,84,1,2,
"Hogares privados con servicio doméstico (063)",212,,,,,,212
"Actividad economica no especificada (065)",150,30,29,69,4,18,
,,,,,,,
"URBANA (066)",9472,1963,2744,3936,238,417,174
"Agric., ganadería, caza y silvicultura (067)",1665,28,804,617,70,146,
"Pesca (068)",571,12,240,279,11,29,
"Explotación de minas y canteras (069)",1554,143,818,560,26,7,
"Industrias manufactureras (070)",341,21,137,162,14,7,
"Suministro de electricidad, gas y agua (071)",39,14,19,6,,,
"Construcción (072)",508,8,331,156,11,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1656,239,48,1153,58,158,
"Venta, mant.y rep. veh.autom y motoc. (074)",155,14,27,98,12,4,
"Comercio al por mayor (075)",104,35,7,45,5,12,
"Comercio al por menor (076)",1397,190,14,1010,41,142,
"Hoteles y restaurantes (077)",621,171,48,342,22,38,
"Trans., almac. y comunicaciones (078)",683,203,100,359,13,8,
"Intermediación financiera (079)",13,11,,2,,,
"Activid.inmobil., empres. y alquileres (080)",249,170,38,35,4,2,
"Admin.pub. y defensa; p. segur soc.afil (081)",334,299,35,,,,
"Enseñanza (082)",448,405,1,42,,,
"Servicios sociales y de salud (083)",122,104,3,14,1,,
"Otras activ. serv.comun.soc y personales (084)",287,92,68,123,1,3,
"Hogares privados con servicio doméstico (085)",174,,,,,,174
"Actividad economica no especificada (087)",207,43,54,86,7,17,
"Hombres (088)",6608,1078,2452,2696,177,195,10
"Agric., ganadería, caza y silvicultura (089)",1387,21,655,546,60,105,
"Pesca (090)",555,10,235,273,11,26,
"Explotación de minas y canteras (091)",1486,114,799,543,24,6,
"Industrias manufactureras (092)",267,17,112,121,13,4,
"Suministro de electricidad, gas y agua (093)",36,11,19,6,,,
"Construcción (094)",498,7,324,154,11,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",712,88,46,515,32,31,
"Venta, mant.y rep. veh.autom y motoc. (096)",143,10,26,92,11,4,
"Comercio al por mayor (097)",62,23,6,25,4,4,
"Comercio al por menor (098)",507,55,14,398,17,23,
"Hoteles y restaurantes (099)",124,35,11,58,7,13,
"Trans., almac. y comunicaciones (100)",635,174,95,348,13,5,
"Intermediación financiera (101)",6,5,,1,,,
"Activid.inmobil., empres. y alquileres (102)",183,124,29,26,3,1,
"Admin.pub. y defensa; p. segur soc.afil (103)",248,217,31,,,,
"Enseñanza (104)",165,153,1,11,,,
"Servicios sociales y de salud (105)",45,33,3,9,,,
"Otras activ. serv.comun.soc y personales (106)",153,48,54,50,,1,
"Hogares privados con servicio doméstico (107)",10,,,,,,10
"Actividad economica no especificada (109)",98,21,38,35,3,1,
"Mujeres (110)",2864,885,292,1240,61,222,164
"Agric., ganadería, caza y silvicultura (111)",278,7,149,71,10,41,
"Pesca (112)",16,2,5,6,,3,
"Explotación de minas y canteras (113)",68,29,19,17,2,1,
"Industrias manufactureras (114)",74,4,25,41,1,3,
"Suministro de electricidad, gas y agua (115)",3,3,,,,,
"Construcción (116)",10,1,7,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",944,151,2,638,26,127,
"Venta, mant.y rep. veh.autom y motoc. (118)",12,4,1,6,1,,
"Comercio al por mayor (119)",42,12,1,20,1,8,
