"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",5275,4913,194,66,102
"Otra (034)",4,,,,4
"Ocupación no especificada (035)",1016,936,48,17,15
,,,,,
"URBANA (036)",33711,24793,3560,2794,2564
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",79,4,17,21,37
"Profes., científicos e intelectuales (038)",4040,1135,739,1363,803
"Técnicos de nivel medio y trab. asimilados (039)",1596,840,234,202,320
"Jefes y empleados de oficina (040)",1471,423,212,306,530
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",5607,4882,464,176,85
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3562,3240,303,18,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2619,2235,283,63,38
"Obreros construc.,conf.,papel, fab., instr. (044)",4643,3840,377,228,198
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",8167,6742,799,331,295
"Otra (046)",202,,,,202
"Ocupación no especificada (047)",1725,1452,132,86,55
"Hombres (048)",22644,16657,2581,1730,1676
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",61,2,12,15,32
"Profes., científicos e intelectuales (050)",2043,544,390,689,420
"Técnicos de nivel medio y trab. asimilados (051)",1008,536,167,132,173
"Jefes y empleados de oficina (052)",694,156,89,142,307
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2625,2170,269,112,74
"Agricult.trabaj.calif.agrop.y pesqueros (054)",3254,2964,272,17,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2172,1831,250,55,36
"Obreros construc.,conf.,papel, fab., instr. (056)",4559,3770,372,224,193
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",5060,3912,672,274,202
"Otra (058)",198,,,,198
"Ocupación no especificada (059)",970,772,88,70,40
"Mujeres (060)",11067,8136,979,1064,888
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",18,2,5,6,5
"Profes., científicos e intelectuales (062)",1997,591,349,674,383
"Técnicos de nivel medio y trab. asimilados (063)",588,304,67,70,147
"Jefes y empleados de oficina (064)",777,267,123,164,223
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2982,2712,195,64,11
"Agricult.trabaj.calif.agrop.y pesqueros (066)",308,276,31,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",447,404,33,8,2
"Obreros construc.,conf.,papel, fab., instr. (068)",84,70,5,4,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3107,2830,127,57,93
"Otra (070)",4,,,,4
"Ocupación no especificada (071)",755,680,44,16,15
,,,,,
"RURAL (072)",28473,26576,1247,220,430
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",16,1,8,1,6
"Profes., científicos e intelectuales (074)",677,329,180,74,94
"Técnicos de nivel medio y trab. asimilados (075)",113,46,15,11,41
"Jefes y empleados de oficina (076)",66,12,12,10,32
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",653,596,29,9,19
"Agricult.trabaj.calif.agrop.y pesqueros (078)",12248,12091,157,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",290,223,16,10,41
"Obreros construc.,conf.,papel, fab., instr. (080)",498,380,30,16,72
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",13487,12510,792,87,98
"Otra (082)",7,,,,7
"Ocupación no especificada (083)",418,388,8,2,20
"Hombres (084)",24672,23067,1070,175,360
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",12,1,6,1,4
"Profes., científicos e intelectuales (086)",322,118,101,46,57
"Técnicos de nivel medio y trab. asimilados (087)",81,29,13,11,28
"Jefes y empleados de oficina (088)",43,6,5,8,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",359,314,19,8,18
"Agricult.trabaj.calif.agrop.y pesqueros (090)",11629,11477,152,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",250,187,15,7,41
"Obreros construc.,conf.,papel, fab., instr. (092)",493,376,30,15,72
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",11319,10427,725,78,89
"Otra (094)",7,,,,7
"Ocupación no especificada (095)",157,132,4,1,20
"Mujeres (096)",3801,3509,177,45,70
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,2,,2
"Profes., científicos e intelectuales (098)",355,211,79,28,37
"Técnicos de nivel medio y trab. asimilados (099)",32,17,2,,13
"Jefes y empleados de oficina (100)",23,6,7,2,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",294,282,10,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",619,614,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",40,36,1,3,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,4,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2168,2083,67,9,9
"Ocupación no especificada (107)",261,256,4,1,
