"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",290,7,110,101,66,6
"Hogares privados con servicio doméstico (041)",59,5,30,11,11,2
"Actividad economica no especificada (043)",422,7,163,133,100,19
"Mujeres (045)",10973,363,4058,4081,2137,334
"Agric., ganadería, caza y silvicultura (046)",2669,203,1024,792,544,106
"Pesca (047)",4,1,2,1,,
"Explotación de minas y canteras (048)",3,,3,,,
"Industrias manufactureras (049)",353,2,87,144,103,17
"Suministro de electricidad, gas y agua (050)",8,,7,1,,
"Construcción (051)",51,2,17,26,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2260,43,726,896,519,76
"Venta, mant.y rep. veh.autom.y motoc. (053)",47,1,23,18,5,
"Comercio al por mayor (054)",88,,34,29,22,3
"Comercio al por menor (055)",2125,42,669,849,492,73
"Hoteles y restaurantes (056)",1019,39,360,356,229,35
"Trans., almac. y comunicaciones (057)",166,3,108,39,15,1
"Intermediación financiera (058)",51,,36,13,2,
"Activid.inmobil., empres. y alquileres (059)",222,,93,96,29,4
"Admin.pub. y defensa; p. segur.soc.afil (060)",374,,141,161,71,1
"Enseñanza (061)",1159,,225,733,195,6
"Servicios sociales y de salud (062)",277,1,88,132,55,1
"Otras activ. serv.comun.soc y personales (063)",258,4,110,97,41,6
"Hogares privados con servicio doméstico (064)",1262,60,666,315,179,42
"Actividad economica no especificada (066)",837,5,365,279,149,39
,,,,,,
"URBANA (067)",26273,654,8883,9707,5963,1066
"Agric., ganadería, caza y silvicultura (068)",8707,359,2891,2620,2210,627
"Pesca (069)",7,,2,3,1,1
"Explotación de minas y canteras (070)",13,,9,2,2,
"Industrias manufactureras (071)",1234,27,416,457,288,46
"Suministro de electricidad, gas y agua (072)",90,,26,43,21,
"Construcción (073)",1351,16,432,550,318,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4357,121,1454,1617,1008,157
"Venta, mant.y rep. veh.autom.y motoc. (075)",497,18,222,183,70,4
"Comercio al por mayor (076)",233,2,87,78,59,7
"Comercio al por menor (077)",3627,101,1145,1356,879,146
"Hoteles y restaurantes (078)",1186,43,418,406,274,45
"Trans., almac. y comunicaciones (079)",2053,12,902,767,360,12
"Intermediación financiera (080)",122,,68,43,11,
"Activid.inmobil., empres. y alquileres (081)",788,1,284,327,157,19
"Admin.pub. y defensa; p. segur.soc.afil (082)",1077,,294,476,297,10
"Enseñanza (083)",2208,,384,1388,425,11
"Servicios sociales y de salud (084)",497,1,134,231,123,8
"Otras activ. serv.comun.soc y personales (085)",525,11,209,189,104,12
"Hogares privados con servicio doméstico (086)",1185,52,615,305,174,39
"Actividad economica no especificada (088)",873,11,345,283,190,44
"Hombres (089)",17457,468,5789,6231,4181,788
"Agric., ganadería, caza y silvicultura (090)",7457,312,2486,2191,1911,557
"Pesca (091)",6,,1,3,1,1
"Explotación de minas y canteras (092)",10,,6,2,2,
"Industrias manufactureras (093)",896,25,336,319,186,30
"Suministro de electricidad, gas y agua (094)",82,,19,42,21,
"Construcción (095)",1301,14,416,524,312,35
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2232,81,779,776,513,83
"Venta, mant.y rep. veh.autom.y motoc. (097)",450,17,199,165,65,4
"Comercio al por mayor (098)",149,2,55,50,37,5
"Comercio al por menor (099)",1633,62,525,561,411,74
"Hoteles y restaurantes (100)",261,8,103,80,59,11
"Trans., almac. y comunicaciones (101)",1889,9,795,729,345,11
"Intermediación financiera (102)",71,,32,30,9,
"Activid.inmobil., empres. y alquileres (103)",566,1,191,231,128,15
"Admin.pub. y defensa; p. segur.soc.afil (104)",705,,154,316,226,9
"Enseñanza (105)",1084,,175,671,233,5
"Servicios sociales y de salud (106)",225,,49,101,68,7
"Otras activ. serv.comun.soc y personales (107)",275,7,103,95,64,6
"Hogares privados con servicio doméstico (108)",40,4,15,10,9,2
"Actividad economica no especificada (110)",357,7,129,111,94,16
"Mujeres (112)",8816,186,3094,3476,1782,278
"Agric., ganadería, caza y silvicultura (113)",1250,47,405,429,299,70
"Pesca (114)",1,,1,,,
"Explotación de minas y canteras (115)",3,,3,,,
"Industrias manufactureras (116)",338,2,80,138,102,16
"Suministro de electricidad, gas y agua (117)",8,,7,1,,
"Construcción (118)",50,2,16,26,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2125,40,675,841,495,74
"Venta, mant.y rep. veh.autom.y motoc. (120)",47,1,23,18,5,
"Comercio al por mayor (121)",84,,32,28,22,2
"Comercio al por menor (122)",1994,39,620,795,468,72
"Hoteles y restaurantes (123)",925,35,315,326,215,34
"Trans., almac. y comunicaciones (124)",164,3,107,38,15,1
"Intermediación financiera (125)",51,,36,13,2,
"Activid.inmobil., empres. y alquileres (126)",222,,93,96,29,4
"Admin.pub. y defensa; p. segur.soc.afil (127)",372,,140,160,71,1
"Enseñanza (128)",1124,,209,717,192,6
"Servicios sociales y de salud (129)",272,1,85,130,55,1
"Otras activ. serv.comun.soc y personales (130)",250,4,106,94,40,6
"Hogares privados con servicio doméstico (131)",1145,48,600,295,165,37
"Actividad economica no especificada (133)",516,4,216,172,96,28
,,,,,,
"RURAL (134)",15352,732,6782,4623,2593,622
"Agric., ganadería, caza y silvicultura (135)",13922,704,6154,4099,2370,595
"Pesca (136)",14,4,5,2,3,
"Explotación de minas y canteras (137)",1,,,,1,
"Industrias manufactureras (138)",107,1,46,41,18,1
"Suministro de electricidad, gas y agua (139)",1,,,1,,
"Construcción (140)",74,,31,31,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",308,3,95,147,59,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",10,,6,4,,
"Comercio al por mayor (143)",11,,2,7,1,1
"Comercio al por menor (144)",287,3,87,136,58,3
"Hoteles y restaurantes (145)",99,5,47,30,16,1
"Trans., almac. y comunicaciones (146)",134,1,74,40,19,
"Activid.inmobil., empres. y alquileres (148)",13,,5,4,3,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",24,,8,13,2,1
"Enseñanza (150)",91,,35,47,9,
"Servicios sociales y de salud (151)",19,,7,9,3,
"Otras activ. serv.comun.soc y personales (152)",23,,11,9,3,
"Hogares privados con servicio doméstico (153)",136,13,81,21,16,5
"Actividad economica no especificada (155)",386,1,183,129,59,14
"Hombres (156)",13195,555,5818,4018,2238,566
"Agric., ganadería, caza y silvicultura (157)",12503,548,5535,3736,2125,559
"Pesca (158)",11,3,4,1,3,
"Explotación de minas y canteras (159)",1,,,,1,
"Industrias manufactureras (160)",92,1,39,35,17,
"Suministro de electricidad, gas y agua (161)",1,,,1,,
"Construcción (162)",73,,30,31,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",173,,44,92,35,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",10,,6,4,,
"Comercio al por mayor (165)",7,,,6,1,
"Comercio al por menor (166)",156,,38,82,34,2
"Hoteles y restaurantes (167)",5,1,2,,2,
"Trans., almac. y comunicaciones (168)",132,1,73,39,19,
"Activid.inmobil., empres. y alquileres (170)",13,,5,4,3,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",22,,7,12,2,1
"Enseñanza (172)",56,,19,31,6,
"Servicios sociales y de salud (173)",14,,4,7,3,
"Otras activ. serv.comun.soc y personales (174)",15,,7,6,2,
"Hogares privados con servicio doméstico (175)",19,1,15,1,2,
"Actividad economica no especificada (177)",65,,34,22,6,3
"Mujeres (179)",2157,177,964,605,355,56
"Agric., ganadería, caza y silvicultura (180)",1419,156,619,363,245,36
"Pesca (181)",3,1,1,1,,
"Industrias manufactureras (183)",15,,7,6,1,1
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",135,3,51,55,24,2
"Comercio al por mayor (188)",4,,2,1,,1
"Comercio al por menor (189)",131,3,49,54,24,1
"Hoteles y restaurantes (190)",94,4,45,30,14,1
"Trans., almac. y comunicaciones (191)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",2,,1,1,,
"Enseñanza (195)",35,,16,16,3,
"Servicios sociales y de salud (196)",5,,3,2,,
"Otras activ. serv.comun.soc y personales (197)",8,,4,3,1,
"Hogares privados con servicio doméstico (198)",117,12,66,20,14,5
"Actividad economica no especificada (200)",321,1,149,107,53,11
